text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
i highly recommend this place to all that want to try indain food for the first time .,"( indain food , recommend , positive )","( food quality , positive )","( indain food, recommend, positive )","( indain food, try, positive )","( food quality, positive )","( food quality, positive )"
Overrated,"( NULL , Overrated , negative )","( restaurant general , negative )","( NULL, Overrated, negative )","( NULL, Overrated, negative )","( restaurant general, negative )","( restaurant general, negative )"
Worst Service I Ever Had,"( Service , Worst , positive )","( service general , positive )","( Service, Worst, negative )","( Service, Worst, negative )","( service general, negative )","( service general, negative )"
As it turns out the owner was seated right next to us and when he came over to check on our problems was very dismissive and offered a token 20 % discount on our bill .,"( owner , dismissive , negative )","( service general , negative )","( owner, dismissive, negative )","( owner, dismissive, negative )","( service general, negative )","( service general, negative )"
I went there with some friends one night to play bingo and watch the sox game and it was a blast !,"( NULL , blast , positive )","( restaurant general , positive )","( NULL, blast, positive )","( sox game, blast, positive )","( restaurant general, positive )","( restaurant general, positive )"
COMPLETELY OVER RATED !,"( NULL , OVER RATED , negative )","( restaurant general , negative )","( NULL, OVER RATED, negative )","( NULL, COMPLETELY OVER RATED, negative )","( restaurant general, negative )","( restaurant general, negative )"
– Eggs /AS/ pancakes /AS/ potatoes /AS/ fresh fruit and yogurt - - everything they serve is delicious .,"( Eggs , delicious , positive ) ; ( pancakes , delicious , positive ) ; ( potatoes , delicious , positive ) ; ( fresh fruit , delicious , positive ) ; ( yogurt , delicious , positive ) ; ( NULL , delicious , positive )","( food quality , positive )","( Eggs, delicious, positive ) ; ( pancakes, delicious, positive ) ; ( potatoes, fresh, positive ) ; ( yogurt, fresh, positive )","( Eggs, delicious, positive ) ; ( pancakes, delicious, positive ) ; ( potatoes, fresh, positive ) ; ( yogurt, delicious, positive )","( food quality, positive )","( food quality, positive )"
– Ray ' s is THE place to go for high quality seafood dinners .,"( seafood dinners , high quality , positive )","( food quality , positive )","( seafood dinners, high quality, positive )","( seafood dinners, high quality, positive )","( food quality, positive )","( food quality, positive )"
I also really enjoy the simplicity of the decor and intimate feeling of a small restaurant .,"( decor , enjoy , positive ) ; ( decor , simplicity , positive ) ; ( feeling , intimate , positive )","( ambience general , positive )","( decor, simplicity, positive ) ; ( feeling, intimate, positive )","( decor, enjoy, positive ) ; ( feeling, intimate, positive ) ; ( restaurant, small, positive )","( ambience general, positive ) ; ( restaurant miscellaneous, positive )","( ambience general, positive )"
We ' re going back . : D,"( NULL , going back , positive )","( restaurant general , positive )","( NULL, going back, positive )","( NULL, going back, positive )","( restaurant general, positive )","( restaurant general, positive )"
I should have thought to bring it up but never expected the food to be that mild .,"( food , mild , negative )","( food quality , negative )","( food, mild, negative )","( food, mild, negative )","( food quality, negative )","( food quality, negative )"
When I walked in /AS/ I was taken aback by their incredible wood decor .,"( wood decor , incredible , positive )","( ambience general , positive )","( wood decor, incredible, positive )","( wood decor, incredible, positive )","( ambience general, positive )","( ambience general, positive )"
It ' s a tiny place so if you get there before 8pm on a weekend /OB/ Thurs ? Sun /CB/ you will find it easier to get a table or a seat at the sushi bar .,"( place , tiny , neutral )","( restaurant miscellaneous , neutral )","( place, tiny, negative )","( sushi bar, easier, positive )","( restaurant miscellaneous, neutral )","( restaurant miscellaneous, neutral )"
Best Neighborhood Standby .,"( Standby , Best , positive )","( restaurant general , positive )","( Neighborhood Standby, Best, positive )","( Standby, Best, positive )","( service general, positive )","( restaurant general, positive )"
I ' d go back there in a heartbeat .,"( NULL , go back , positive )","( restaurant general , positive )","( NULL, go back, positive )","( NULL, go back, positive )","( restaurant general, positive )","( restaurant general, positive )"
It ' s *very * reasonably priced /AS/ esp for the quality of the food .,"( food , reasonably priced , positive )","( food prices , positive )","( food, reasonably priced, positive )","( NULL, reasonably priced, positive )","( food quality, positive ) ; ( food prices, positive )","( food quality, positive ) ; ( food prices, positive )"
plenty of food /AS/ trust me .,"( food , plenty of , positive )","( food style_options , positive )","( food, plenty, positive )","( food, plenty of, positive )","( food style_options, positive )","( food style_options, positive )"
It ' s the perfect spot for a romantic date for 2 or a secret rendezvous !,"( spot , perfect , positive )","( restaurant miscellaneous , positive ) ; ( ambience general , positive )","( spot, perfect, positive )","( spot, perfect, positive )","( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
Also have great margaritas !,"( margaritas , great , positive )","( drinks quality , positive )","( margaritas, great, positive )","( margaritas, great, positive )","( drinks quality, positive )","( drinks quality, positive )"
It ' s unpretentious and underground .,"( NULL , unpretentious , positive ) ; ( NULL , underground , positive )","( ambience general , positive )","( NULL, unpretentious, positive ) ; ( NULL, underground, positive )","( NULL, unpretentious, positive ) ; ( NULL, underground, positive )","( ambience general, positive )","( ambience general, positive )"
The place is the next best thing to my Moms cooking .,"( NULL , best , positive )","( food quality , positive )","( place, best, positive )","( place, best, positive )","( ambience general, positive )","( restaurant general, positive )"
The best place for a leisure Sunday breakfast amidst yachts /AS/ then take a stroll through the nearby Farmer ' s Market .,"( place , best , positive )","( restaurant miscellaneous , positive )","( place, best, positive )","( place, best, positive )","( location general, positive ) ; ( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
If you can /AS/ come to this place by boat and make it a whole evening .,"( place , make it a whole evening , positive )","( restaurant miscellaneous , positive )","( place, come to this place by boat, positive )","( place, make it a whole evening, positive )","( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
for desert we had the mango ginger creme brulee . . . oh la la yummy ! ! !,"( mango ginger creme brulee , yummy , positive )","( food quality , positive )","( mango ginger creme brulee, yummy, positive )","( mango ginger creme brulee, yummy, positive )","( food quality, positive )","( food quality, positive )"
Its worth the wait /AS/ especially since they ' ll give you a call when the table is ready .,"( NULL , worth , positive )","( restaurant general , positive )","( NULL, worth, positive )","( NULL, worth, positive )","( restaurant general, positive )","( service general, positive )"
They have a wide variety of fish and they even list which oceans they come from /ES/ Atlantic or Pacific .,"( fish , wide variety , positive )","( food style_options , positive )","( fish, wide variety, positive )","( fish, wide variety, positive )","( food style_options, positive )","( food style_options, positive )"
Well I guess it ' s hard to be seated when one is invisible to the staff .,"( staff , hard , negative )","( service general , negative )","( NULL, hard, negative )","( NULL, hard, negative )","( service general, negative )","( service general, negative )"
Great open and friendly ambience .,"( ambience , Great open , positive )","( ambience general , positive )","( ambience, Great open, positive ) ; ( ambience, friendly, positive )","( ambience, Great open, positive ) ; ( ambience, friendly, positive )","( ambience general, positive )","( ambience general, positive )"
A brief conversation with the manager at the end of the meal was the greatest disappointment - - to say we had been `` blown off `` would be an understatement .,"( manager , disappointment , negative )","( service general , negative )","( manager, greatest disappointment, negative )","( manager, disappointment, negative )","( service general, negative )","( service general, negative )"
Ray ' s is something of a Seattle institution /AS/ but given its gorgeous Sound views /AS/ I had suspected that the accolades were more due to the scenery than to the food and service .,"( Sound views , gorgeous , positive )","( location general , positive )","( Ray's, Seattle institution, positive ) ; ( Sound views, gorgeous, positive ) ; ( NULL, accolades, negative )","( Ray's, gorgeous, positive ) ; ( Sound views, gorgeous, positive ) ; ( food, more due to the scenery, positive ) ; ( service, more due to the food, positive )","( restaurant general, positive ) ; ( food quality, positive ) ; ( service general, negative )","( location general, positive ) ; ( food quality, positive ) ; ( service general, positive )"
I swore never to return for a warm beer and mediocre meal .,"( beer , warm , negative ) ; ( meal , mediocre , negative )","( drinks quality , negative ) ; ( food quality , negative )","( beer, warm, negative ) ; ( meal, mediocre, negative )","( beer, warm, negative ) ; ( meal, mediocre, negative )","( drinks quality, negative ) ; ( food quality, negative )","( drinks quality, negative ) ; ( food quality, negative )"
If it ' s nice outside /AS/ request for a table in the balcony .,"( balcony , nice , positive )","( ambience general , positive )","( balcony, nice, positive )","( balcony, nice, positive )","( ambience general, positive )","( ambience general, positive )"
Great food with an awesome atmosphere !,"( food , Great , positive ) ; ( atmosphere , awesome , positive )","( food quality , positive ) ; ( ambience general , positive )","( food, Great, positive ) ; ( atmosphere, awesome, positive )","( food, Great, positive ) ; ( atmosphere, awesome, positive )","( food quality, positive ) ; ( ambience general, positive )","( food quality, positive ) ; ( ambience general, positive )"
I ended the meal with the unusual dessert of a port and chocolate tasting . . . yummy !,"( dessert of a port and chocolate tasting , yummy , positive )","( food quality , positive )","( port and chocolate tasting, yummy, positive )","( port and chocolate tasting, yummy, positive )","( food quality, positive )","( food quality, positive )"
I got the shellfish and shrimp appetizer and it was alright .,"( shellfish and shrimp appetizer , alright , neutral )","( food quality , neutral )","( shellfish and shrimp appetizer, alright, neutral )","( shellfish and shrimp appetizer, alright, neutral )","( food quality, neutral )","( food quality, neutral )"
The pizza ’ s are thin crust and the menu offers very creative combinations and toppings .,"( menu , creative , positive ) ; ( pizza ’ s , thin crust , positive )","( food style_options , positive )","( pizza ’ s, thin crust, positive ) ; ( menu, creative, positive )","( pizza ’ s, thin crust, positive ) ; ( menu, creative combinations, positive ) ; ( toppings, creative, positive )","( food quality, positive ) ; ( food style_options, positive )","( food quality, positive ) ; ( food style_options, positive )"
It ' s a great place to enjoy food and meet friends .,"( food , enjoy , positive ) ; ( place , great , positive )","( food quality , positive ) ; ( restaurant miscellaneous , positive )","( place, great, positive )","( food, enjoy, positive ) ; ( place, great, positive )","( restaurant miscellaneous, positive )","( food quality, positive ) ; ( ambience general, positive )"
The service was excellent /AS/ the coffee was good even by starbucks standards and the food was outstanding .,"( service , excellent , positive ) ; ( coffee , good , positive ) ; ( food , outstanding , positive )","( service general , positive ) ; ( drinks quality , positive ) ; ( food quality , positive )","( service, excellent, positive ) ; ( coffee, good, positive ) ; ( food, outstanding, positive )","( service, excellent, positive ) ; ( coffee, good, positive ) ; ( food, outstanding, positive )","( service general, positive ) ; ( drinks quality, positive ) ; ( food quality, positive )","( service general, positive ) ; ( drinks quality, positive ) ; ( food quality, positive )"
This is the place to relax and enjoy the finest quality food the industry can offer .,"( place , relax , positive ) ; ( food , finest quality , positive )","( ambience general , positive ) ; ( food quality , positive )","( food, finest quality, positive )","( food, finest quality, positive ) ; ( place, relax, positive )","( food quality, positive )","( food quality, positive ) ; ( ambience general, positive )"
I would go back for the wine experience alone .,"( wine , go back , positive )","( drinks quality , positive )","( wine experience, go back, positive )","( wine experience, go back, positive )","( drinks quality, positive )","( drinks quality, positive )"
The best calamari in Seattle !,"( calamari , best , positive )","( food quality , positive )","( calamari, best, positive )","( calamari, best, positive )","( food quality, positive )","( food quality, positive )"
The presentation of Snooze is excellent and it is one of those places that you feel more sophisticated just for being there /ES/ but peel back the layers and you have an overpriced IHOP with a high brow menu .,"( Snooze , excellent , positive ) ; ( menu , high brow , negative ) ; ( Snooze , overpriced , negative )","( ambience general , positive ) ; ( food style_options , negative ) ; ( restaurant prices , negative )","( presentation of Snooze, excellent, positive ) ; ( menu, high brow, negative ) ; ( IHOP, overpriced, negative )","( presentation of Snooze, excellent, positive ) ; ( Snooze, overpriced, negative ) ; ( menu, high brow, negative )","( ambience general, positive ) ; ( food prices, negative ) ; ( food style_options, negative )","( food style_options, positive ) ; ( food prices, negative ) ; ( food style_options, negative )"
I complained to the manager /AS/ but he was not even apologetic .,"( manager , not even apologetic , negative )","( service general , negative )","( manager, not even apologetic, negative )","( manager, not even apologetic, negative )","( service general, negative )","( service general, negative )"
Much more than just a great view !,"( view , great , positive )","( location general , positive )","( view, great, positive )","( view, great, positive )","( location general, positive )","( location general, positive )"
The atmosphere was just okay .,"( atmosphere , okay , neutral )","( ambience general , neutral )","( atmosphere, okay, neutral )","( atmosphere, okay, neutral )","( ambience general, neutral )","( ambience general, neutral )"
Once seated it took about 30 minutes to finally get the meal .,"( NULL , 30 minutes , negative )","( service general , negative )","( meal, took about 30 minutes, negative )","( meal, took about 30 minutes, negative )","( service general, negative )","( service general, negative )"
– In a age of incremental cost cutting in restaurants /AS/ its nice to see a place that bucks that trend /AS/ and just plain delivers high quality food and good service /AS/ period .,"( food , high quality , positive ) ; ( service , good , positive )","( food quality , positive ) ; ( service general , positive )","( food, high quality, positive ) ; ( service, good, positive ) ; ( place, bucks that trend, positive )","( food, high quality, positive ) ; ( service, good, positive ) ; ( NULL, nice, positive )","( food quality, positive ) ; ( service general, positive ) ; ( restaurant prices, negative )","( food quality, positive ) ; ( service general, positive ) ; ( restaurant prices, positive )"
I liked the atmosphere very much but the food was not worth the price .,"( atmosphere , liked , positive ) ; ( food , not worth the price , negative )","( ambience general , positive ) ; ( food quality , negative ) ; ( food prices , negative )","( atmosphere, liked, positive ) ; ( food, not worth, negative )","( atmosphere, liked, positive ) ; ( food, not worth, negative )","( ambience general, positive ) ; ( food quality, negative )","( ambience general, positive ) ; ( food quality, negative ) ; ( food prices, negative )"
It ' s located in a strip mall near the Beverly Center /AS/ not the greatest location /AS/ but the food keeps me coming back for more .,"( location , not the greatest , neutral ) ; ( food , coming back , positive )","( location general , neutral ) ; ( food quality , positive )","( food, keeps me coming back, positive ) ; ( location, not the greatest, negative )","( location, not the greatest, negative ) ; ( food, coming back, positive )","( location general, neutral ) ; ( food quality, positive )","( restaurant general, positive ) ; ( food quality, positive )"
On my meal I had to send back my eggs for a simple request of breaking the yokes before cooking /AS/ and would have had to send them back again if I hadn ' t rejected the meal all together .,"( eggs , send back , negative ) ; ( meal , rejected , negative )","( food quality , negative )","( eggs, sent back, negative ) ; ( NULL, simple, negative )","( eggs, rejected, negative )","( service general, negative )","( service general, negative )"
The band was very good and the service was attentive .,"( band , good , positive ) ; ( service , attentive , positive )","( ambience general , positive ) ; ( service general , positive )","( band, good, positive ) ; ( service, attentive, positive )","( band, good, positive ) ; ( service, attentive, positive )","( ambience general, positive ) ; ( service general, positive )","( ambience general, positive ) ; ( service general, positive )"
– How to describe the best sushi in NYC : hmmmm /AS/ delicious /AS/ amazing /AS/ fantastic /AS/ suculent /AS/ perfect /AS/ nah /AS/ all of the above .,"( sushi , best , positive )","( food quality , positive )","( sushi, best, positive ) ; ( sushi, delicious, positive ) ; ( sushi, fantastic, positive ) ; ( suculent, positive ) ; ( sushi, perfect, positive )","( sushi, delicious, positive ) ; ( sushi, amazing, positive ) ; ( sushi, fantastic, positive ) ; ( sushi, suculent, positive ) ; ( sushi, perfect, positive )","( food quality, positive )","( food quality, positive )"
– Schooner or Later ' s charming location along the marina in Long Beach and average food does not /AS/ unfortunately /AS/ compensate for its very poor customer service .,"( location along the marina in Long Beach , charming , positive ) ; ( food , average , neutral ) ; ( customer service , poor , negative )","( location general , positive ) ; ( food quality , neutral ) ; ( service general , negative )","( location, charming, positive ) ; ( food, average, negative ) ; ( customer service, poor, negative )","( location, charming, positive ) ; ( food, average, negative ) ; ( customer service, poor, negative )","( location general, positive ) ; ( food quality, negative ) ; ( service general, negative )","( location general, positive ) ; ( food quality, neutral ) ; ( service general, negative )"
We were seated right away /AS/ the table was private and nice .,"( table , private , positive ) ; ( table , nice , positive )","( ambience general , positive )","( table, private, positive ) ; ( table, nice, positive )","( table, private, positive ) ; ( table, nice, positive )","( ambience general, positive )","( ambience general, positive )"
good sake /AS/ good food – i honestly do n ' t know much about japanese food at all .,"( sake , good , positive ) ; ( food , good , positive )","( drinks quality , positive ) ; ( food quality , positive )","( sake, good, positive ) ; ( food, good, positive )","( sake, good, positive ) ; ( food, good, positive )","( drinks quality, positive ) ; ( food quality, positive )","( drinks quality, positive ) ; ( food quality, positive )"
Bring your cell phone cause you may have to wait to get into the best sushi restaurant in the world : BLUE RIBBON SUSHI .,"( BLUE RIBBON SUSHI , best , positive )","( restaurant general , positive )","( sushi restaurant, best, positive )","( sushi restaurant, best, positive )","( restaurant general, positive )","( restaurant miscellaneous, positive )"
In the end our check came to $ 27 for 4 small pancakes /AS/ a breakfast burrito /AS/ an orange juice and an iced tea /OB/ I had water /CB/ .,"( pancakes , small , negative ) ; ( pancakes , $ 27 , negative ) ; ( breakfast burrito , $ 27 , negative ) ; ( orange juice , $ 27 , negative ) ; ( iced tea , $ 27 , negative )","( food style_options , negative ) ; ( food prices , negative ) ; ( drinks prices , negative )","( pancakes, small, positive ) ; ( breakfast burrito, small, positive ) ; ( orange juice, an iced tea, positive ) ; ( water, water, negative )","( pancakes, small, negative ) ; ( burrito, small, negative ) ; ( orange juice, small, negative ) ; ( iced tea, small, negative )","( food style_options, positive ) ; ( food prices, positive )","( food prices, negative ) ; ( food style_options, negative )"
Good food !,"( food , Good , positive )","( food quality , positive )","( food, Good, positive )","( food, Good, positive )","( food quality, positive )","( food quality, positive )"
The catering is out of this world /AS/ and Raouls chicken vegetable soup rocks my world ! ! !,"( Raouls chicken vegetable soup , rocks my world , positive ) ; ( catering , out of this world , positive )","( food quality , positive )","( catering, out of this world, positive ) ; ( Raouls chicken vegetable soup, rocks, positive )","( catering, out of this world, positive ) ; ( Raouls chicken vegetable soup, rocks my world, positive )","( food quality, positive )","( service general, positive ) ; ( food quality, positive )"
I should have just asked for the check when I saw that /ES/ but their menu was so unique that I continued .,"( menu , unique , positive )","( food style_options , positive )","( menu, unique, positive )","( menu, unique, positive )","( food style_options, positive )","( food style_options, positive )"
Great Breakfast,"( Breakfast , Great , positive )","( food quality , positive )","( Breakfast, Great, positive )","( Breakfast, Great, positive )","( food quality, positive )","( food quality, positive )"
Seabass on lobster risotto was the best .,"( Seabass on lobster risotto , best , positive )","( food quality , positive )","( Seabass on lobster risotto, best, positive )","( Seabass on lobster risotto, best, positive )","( food quality, positive )","( food quality, positive )"
– The atmosphere is great for any special occasion you might want to celebrate .,"( atmosphere , great , positive )","( ambience general , positive )","( atmosphere, great, positive )","( atmosphere, great, positive )","( ambience general, positive )","( ambience general, positive )"
Great seasonal fish and seafood /AS/ with a classy waterfront setting .,"( seasonal fish , Great , positive ) ; ( seafood , Great , positive ) ; ( waterfront setting , classy , positive )","( food quality , positive ) ; ( ambience general , positive )","( fish, Great seasonal, positive ) ; ( seafood, Great seasonal, positive ) ; ( waterfront setting, classy, positive )","( fish, Great seasonal, positive ) ; ( seafood, Great seasonal, positive ) ; ( setting, classy, positive )","( food quality, positive ) ; ( ambience general, positive )","( food quality, positive ) ; ( ambience general, positive )"
The pizza ’ s are not huge and the crust is thin . . . keep that in mind when you ’ re ordering .,"( pizza ’ s , not huge , neutral ) ; ( crust , thin , neutral )","( food style_options , neutral )","( pizza ’ s, not huge, neutral ) ; ( crust, thin, neutral )","( pizza ’ s, not huge, neutral ) ; ( crust, thin, neutral )","( food style_options, neutral ) ; ( food quality, positive )","( food style_options, neutral ) ; ( food quality, positive )"
The only positive thing about Mioposto is the nice location .,"( location , nice , positive )","( location general , positive )","( location, nice, positive )","( Mioposto, nice, positive )","( location general, positive )","( location general, positive )"
I appreciate their delivery too .,"( delivery , appreciate , positive )","( service general , positive )","( delivery, appreciate, positive )","( delivery, appreciate, positive )","( service general, positive )","( service general, positive )"
Very disappointed .,"( NULL , disappointed , negative )","( restaurant general , negative )","( NULL, disappointed, negative )","( NULL, disappointed, negative )","( food quality, negative )","( food quality, negative )"
The pizza is delicious and the salads are fantastic .,"( pizza , delicious , positive ) ; ( salads , fantastic , positive )","( food quality , positive )","( pizza, delicious, positive ) ; ( salads, fantastic, positive )","( pizza, delicious, positive ) ; ( salads, fantastic, positive )","( food quality, positive )","( food quality, positive )"
Freshest sushi – I love this restaurant .,"( sushi , Freshest , positive ) ; ( restaurant , love , positive )","( food quality , positive ) ; ( restaurant general , positive )","( sushi, Freshest, positive )","( sushi, Freshest, positive ) ; ( restaurant, love, positive )","( food quality, positive )","( food quality, positive ) ; ( restaurant general, positive )"
The steak was done to my exact liking /OB/ medium rare /CB/ and was nice and juicy .,"( steak , nice , positive )","( food quality , positive )","( steak, exact liking, positive ) ; ( steak, medium rare, positive ) ; ( steak, nice, positive ) ; ( steak, juicy, positive )","( steak, nice, positive ) ; ( steak, juicy, positive )","( food quality, positive )","( food quality, positive )"
Seriously /AS/ you ca n ' t go wrong /AS/ if it is unpretentious local fun you seek .,"( NULL , ca n ' t go wrong , positive ) ; ( NULL , unpretentious local fun , positive )","( ambience general , positive )","( NULL, can't go wrong, positive ) ; ( NULL, unpretentious, positive )","( NULL, unpretentious, positive )","( restaurant general, positive )","( restaurant miscellaneous, positive )"
The owners are great fun and the beer selection is worth staying for .,"( owners , great , positive ) ; ( beer selection , worth staying for , positive )","( service general , positive ) ; ( drinks style_options , positive )","( owners, great fun, positive ) ; ( beer selection, worth staying for, positive )","( owners, great fun, positive ) ; ( beer selection, worth staying for, positive )","( service general, positive ) ; ( drinks style_options, positive )","( service general, positive ) ; ( drinks style_options, positive )"
Great draft and bottle selection and the pizza rocks .,"( pizza , rocks , positive ) ; ( draft and bottle selection , Great , positive )","( food quality , positive ) ; ( drinks style_options , positive )","( draft, Great, positive ) ; ( bottle selection, Great, positive ) ; ( pizza, rocks, positive )","( draft, Great, positive ) ; ( bottle selection, Great, positive ) ; ( pizza, rocks, positive )","( drinks style_options, positive ) ; ( food quality, positive )","( drinks style_options, positive ) ; ( food quality, positive )"
I guarantee you wo n ' t be disappointed /AS/ there ' s also valet parking .,"( NULL , wo n ' t be disappointed , positive ) ; ( NULL , valet parking , positive )","( restaurant general , positive ) ; ( restaurant miscellaneous , positive )","( valet parking, won't be disappointed, positive )","( valet parking, won't be disappointed, positive )","( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
Late night dinning with exeptional food .,"( food , exeptional , positive )","( food quality , positive )","( food, exeptional, positive )","( food, exeptional, positive )","( food quality, positive )","( food quality, negative )"
The portions are big though /AS/ so do not order too much .,"( portions , big , neutral )","( food style_options , neutral )","( portions, big, positive )","( portions, big, positive )","( food style_options, positive )","( food style_options, positive )"
Definitely has one of the best jukebox ' s i ' ve seen in a long long time .,"( jukebox ' s , best , positive )","( ambience general , positive )","( jukebox's, best, positive )","( NULL, best, positive )","( equipment quality, positive )","( drinks quality, positive )"
Service was decent .,"( Service , decent , neutral )","( service general , neutral )","( Service, decent, neutral )","( Service, decent, neutral )","( service general, neutral )","( service general, neutral )"
Absolutely delicious .,"( NULL , delicious , positive )","( food quality , positive )","( NULL, delicious, positive )","( NULL, delicious, positive )","( food quality, positive )","( food quality, positive )"
Oh /AS/ and the cheese fries are awesome !,"( cheese fries , awesome , positive )","( food quality , positive )","( cheese fries, awesome, positive )","( cheese fries, awesome, positive )","( food quality, positive )","( food quality, positive )"
Everyone that sat in the back outside agreed that it was the worst service we had ever received .,"( service , worst , negative )","( service general , negative )","( service, worst, negative )","( service, worst, negative )","( service general, negative )","( service general, negative )"
I may not be a sushi guru but I can tell you that the food here is just okay and that there is not much else to it .,"( food , okay , negative )","( food quality , negative )","( food, okay, neutral )","( food, okay, neutral ) ; ( NULL, not much else, neutral )","( food quality, neutral )","( food quality, neutral )"
Excellent food /AS/ nice ambience /AS/ fairly expensive,"( food , Excellent , positive ) ; ( ambience , nice , positive ) ; ( NULL , expensive , negative )","( food quality , positive ) ; ( ambience general , positive ) ; ( restaurant prices , negative )","( food, Excellent, positive ) ; ( ambience, nice, positive ) ; ( NULL, expensive, negative )","( food, Excellent, positive ) ; ( ambience, nice, positive ) ; ( NULL, fairly expensive, negative )","( food quality, positive ) ; ( ambience general, positive ) ; ( restaurant prices, negative )","( food quality, positive ) ; ( ambience general, positive ) ; ( restaurant prices, negative )"
Melt in your mouth nigiri and sashmi /AS/ and very tasty rolls too .,"( nigiri , Melt in your mouth , positive ) ; ( sashmi , Melt in your mouth , positive ) ; ( rolls , tasty , positive )","( food quality , positive )","( nigiri and sashmi, Melt in your mouth, positive ) ; ( rolls, tasty, positive )","( nigiri, Melt in your mouth, positive ) ; ( sashmi, tasty, positive ) ; ( rolls, tasty, positive )","( food quality, positive )","( food quality, positive )"
Finally a meal that you will remember for a long time !,"( meal , remember for a long time , positive )","( food quality , positive )","( meal, remember, positive )","( meal, remember, positive )","( food quality, positive )","( food quality, positive )"
Best food /AS/ phenominal service,"( food , Best , positive ) ; ( service , phenominal , positive )","( food quality , positive ) ; ( service general , positive )","( food, Best, positive ) ; ( service, phenominal, positive )","( food, Best, positive ) ; ( service, phenominal, positive )","( food quality, positive ) ; ( service general, positive )","( food quality, positive ) ; ( service general, positive )"
I recommend it for a night when you want to splurge ! /OB/ it was a bit expensive /CB/,"( NULL , recommend , positive ) ; ( NULL , expensive , negative )","( restaurant general , positive ) ; ( restaurant prices , negative )","( NULL, expensive, negative )","( NULL, recommend, positive ) ; ( NULL, expensive, negative )","( restaurant prices, negative )","( restaurant prices, negative ) ; ( restaurant general, positive )"
While this diner had reasonably good food /AS/ the restaurant staff seemed completely indifferent to our presence /AS/ and this attitude was reflected in the lack of service .,"( food , good , positive ) ; ( restaurant staff , indifferent , negative )","( food quality , positive ) ; ( service general , negative )","( food, good, positive ) ; ( restaurant staff, indifferent, negative )","( food, good, positive ) ; ( restaurant staff, indifferent, negative )","( food quality, positive ) ; ( service general, negative )","( food quality, positive ) ; ( service general, negative )"
No Comparison,"( NULL , No Comparison , positive )","( restaurant general , positive )","( NULL, No Comparison, negative )","( NULL, No Comparison, positive )","( restaurant miscellaneous, negative )","( restaurant general, neutral )"
so about the prawns /AS/ they were fresh and had a slight crispiness about the batter . . . soooo good . . . the walnuts were cut in smaller pieces and very crunchy and tasty .,"( prawns , fresh , positive ) ; ( batter , crispiness , positive ) ; ( walnuts , crunchy , positive ) ; ( walnuts , tasty , positive )","( food quality , positive )","( prawns, fresh, positive ) ; ( prawns, crispiness, positive ) ; ( walnuts, crunchy, positive ) ; ( walnuts, tasty, positive )","( prawns, fresh, positive ) ; ( prawns, crispiness, positive ) ; ( walnuts, crunchy, positive ) ; ( walnuts, tasty, positive )","( food quality, positive )","( food quality, positive ) ; ( food style_options, positive )"
I am so happy to have a wonderful Italian restaurant in my neighborhood .,"( Italian restaurant , wonderful , positive )","( restaurant general , positive )","( Italian restaurant, wonderful, positive )","( Italian restaurant, wonderful, positive )","( restaurant general, positive )","( restaurant general, positive )"
We waited for an hour to be seated .,"( NULL , waited for an hour , negative )","( service general , negative )","( NULL, waited for an hour, negative )","( NULL, waited for an hour, negative )","( service general, negative )","( service general, negative )"
We put in our order and although we ordered 4 appetizers /AS/ the food did n ' t arrive until 45 minutes later . . . WITH OUR MAIN COURSE .,"( NULL , did n ' t arrive until 45 minutes later , negative )","( service general , negative )","( food, didn't arrive until 45 minutes later, negative )","( food, didn't arrive until 45 minutes later, negative )","( food quality, negative ) ; ( service general, negative )","( service general, negative )"
I can not wait to go back again this coming weekend !,"( NULL , can not wait to go back , positive )","( restaurant general , positive )","( NULL, go back, positive )","( NULL, go back, positive )","( restaurant general, positive )","( restaurant general, positive )"
If you ' re interested in good tasting /OB/ without the fish taste or smell /CB/ /AS/ large portions and creative sushi dishes this is your place . . .,"( NULL , good , positive ) ; ( portions , large , positive ) ; ( sushi dishes , creative , positive )","( food quality , positive ) ; ( food style_options , positive )","( sushi dishes, good tasting, positive ) ; ( fish taste or smell, negative ) ; ( portions, large, positive ) ; ( sushi dishes, creative, positive )","( NULL, good tasting, positive ) ; ( portions, large, positive ) ; ( sushi dishes, creative, positive )","( food quality, positive ) ; ( food style_options, positive )","( food quality, positive ) ; ( food style_options, positive )"
A perfect place to take out of town guests any time of the year .,"( place , perfect , positive )","( restaurant general , positive )","( place, perfect, positive )","( place, perfect, positive )","( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
I had a taste of all three items on her plate /AS/ and they were superb .,"( plate , superb , positive )","( food quality , positive )","( NULL, superb, positive )","( items, superb, positive )","( food quality, positive )","( food quality, positive )"
Good for late night dining /OB/ last minute planning /CB/ without reservations .,"( NULL , Good , positive )","( restaurant miscellaneous , positive )","( NULL, Good, positive )","( NULL, Good, positive )","( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
