text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
We were drawn into the belly dancing show that captivated the crowd .,"( belly dancing show , captivated , positive )","( ambience general , positive )","( belly dancing show, captivated, positive )","( belly dancing show, captivated, positive )","( ambience general, positive )","( ambience general, positive )"
Nice view of river and NYC .,"( view of river and NYC , Nice , positive )","( location general , positive )","( view, Nice, positive )","( view, Nice, positive )","( location general, positive )","( location general, positive )"
The design of the space is good .,"( space , good , positive )","( ambience general , positive )","( design, good, positive )","( design, good, positive )","( ambience general, positive )","( ambience general, positive )"
its just a fun place to go /AS/ not a five star restaraunt .,"( restaraunt , five star , neutral )","( restaurant general , neutral )","( place, fun, positive )","( place, fun, positive )","( ambience general, positive )","( restaurant general, positive )"
im not necessarily fanatical about this place /AS/ but it was a fun time for low pirces .,"( place , fanatical , positive )","( restaurant general , positive ) ; ( restaurant prices , positive )","( place, fun, positive )","( place, fun time, positive )","( restaurant general, positive )","( restaurant general, positive )"
Food took some time to prepare /AS/ all worth waiting for .,"( Food , worth , positive ) ; ( NULL , took some time , neutral )","( food quality , positive ) ; ( service general , neutral )","( Food, worth waiting for, positive )","( Food, took some time, negative ) ; ( Food, worth, positive )","( food quality, positive )","( food quality, positive )"
When I got there the place was packed but they made sure to seat me quickly .,"( NULL , seat me quickly , positive )","( service general , positive )","( place, packed, neutral ) ; ( place, quickly, positive )","( place, packed, neutral ) ; ( NULL, made sure to seat me quickly, positive )","( service general, positive )","( service general, positive )"
I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she `` had a BBQ to go to `` that night - WTF ? ?,"( NULL , WTF , negative )","( service general , negative )","( NULL, turning away customers, negative )","( NULL, turning away customers, negative )","( service general, negative )","( service general, negative )"
Got a date ? Go here !,"( NULL , Go here , positive )","( restaurant miscellaneous , positive )","( NULL, Go here, positive )","( NULL, Go, positive )","( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
So I decide to report back to the waitress because it was completely inedible .,"( NULL , inedible , negative )","( food quality , negative )","( waitress, inedible, negative )","( waitress, inedible, negative )","( service general, negative )","( food quality, negative )"
awesome,"( NULL , awesome , positive )","( restaurant general , positive )","( NULL, awesome, positive )","( NULL, awesome, positive )","( restaurant general, positive )","( restaurant general, positive )"
At $ 120 for two people /AS/ however /AS/ this in no way represents value /AS/ unless you ' re looking to pay by the hour for passive - aggressive torture .,"( NULL , no way represents value , negative ) ; ( NULL , torture , negative )","( restaurant prices , negative ) ; ( service general , negative )","( NULL, no way represents value, negative )","( NULL, no way represents value, negative )","( restaurant prices, negative )","( service general, negative ) ; ( food prices, negative )"
The pasta was well cooked /AS/ did n ' t have enough sauce though or flavor .,"( pasta , well cooked , positive ) ; ( pasta , did n ' t have enough sauce , negative )","( food quality , mixed )","( pasta, well cooked, positive ) ; ( pasta, didn't have enough sauce, negative ) ; ( pasta, flavor, negative )","( pasta, well cooked, positive ) ; ( sauce, didn't have enough flavor, negative )","( food quality, positive )","( food quality, positive )"
The real problem I had with this place was the complete lack of service .,"( service , lack of , negative )","( service general , negative )","( service, total lack, negative )","( service, lack, negative )","( service general, negative )","( service general, negative )"
All in all /AS/ I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future .,"( restaurant , beautiful , positive ) ; ( staff , pays more attention , negative )","( restaurant general , positive ) ; ( ambience general , positive ) ; ( service general , negative )","( staff, pays more attention to the little details, positive ) ; ( restaurant, beautiful, positive )","( restaurant, beautiful, positive ) ; ( staff, pays more attention to the little details, positive )","( restaurant general, positive ) ; ( service general, positive )","( restaurant general, positive )"
Love this place /AS/ every time we are in the city this is one of the places we always go .,"( place , Love , positive )","( restaurant general , positive )","( place, Love, positive )","( place, Love, positive )","( restaurant general, positive )","( restaurant general, positive )"
Reliable /AS/ Fresh Sushi,"( Sushi , Reliable , positive )","( food quality , positive )","( Sushi, Fresh, positive ) ; ( Reliable, positive )","( Sushi, Reliable, positive ) ; ( Sushi, Fresh, positive )","( food quality, positive )","( food quality, positive )"
it was really good pizza .,"( pizza , good , positive )","( food quality , positive )","( pizza, good, positive )","( pizza, good, positive )","( food quality, positive )","( food quality, positive )"
I ' ll be back for sure .,"( NULL , be back , positive )","( restaurant general , positive )","( NULL, be back, positive )","( NULL, be back, positive )","( restaurant general, positive )","( restaurant general, positive )"
Do n ' t get me started on the margaritas /AS/ either .,"( margaritas , Do n ' t get me started , negative )","( drinks quality , negative )","( margaritas, don't get me started, negative )","( margaritas, Don't get me started, negative )","( drinks quality, negative )","( drinks quality, positive )"
However /AS/ our $ 14 drinks were were horrible !,"( drinks , horrible , negative )","( drinks quality , negative ) ; ( drinks prices , negative )","( drinks, horrible, negative )","( drinks, horrible, negative )","( drinks quality, negative )","( drinks quality, negative ) ; ( drinks prices, negative )"
you know what i mean all the positives things happening there made mw write this review .,"( NULL , positives , positive )","( restaurant general , positive )","( NULL, positive )","( NULL, positive )","( restaurant general, positive )","( restaurant general, positive )"
Each time we ' ve been /AS/ the front of house staff /OB/ not the waiters - they ' re fantastic - but the people who greet and seat you /CB/ has been so hideous to us that were it not for the exceptional fish dishes I would never return .,"( waiters , fantastic , positive ) ; ( front of house staff , hideous , negative ) ; ( fish dishes , exceptional , positive )","( service general , mixed ) ; ( food quality , positive )","( front of house staff, fantastic, positive ) ; ( waiters, fantastic, positive ) ; ( people, hideous, negative )","( front of house staff, not the waiters, negative ) ; ( people, hideous, negative )","( service general, positive ) ; ( food quality, negative )","( service general, negative )"
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating .,"( NULL , upset , negative )","( service general , negative )","( NULL, not served, negative )","( NULL, never ate, negative )","( service general, negative )","( service general, negative )"
A coworker and I tried Pacifico after work a few Fridays and loved it .,"( Pacifico , loved , positive )","( restaurant general , positive )","( Pacifico, loved, positive )","( Pacifico, loved, positive )","( restaurant general, positive )","( restaurant general, positive )"
Food was OK .,"( Food , OK , neutral )","( food quality , neutral )","( Food, OK, neutral )","( Food, OK, neutral )","( food quality, neutral )","( food quality, neutral )"
Can ’ t believe how an expensive NYC restaurant can be so disrespectful to its clients .,"( restaurant , expensive , negative ) ; ( NULL , disrespectful , negative )","( restaurant prices , negative ) ; ( service general , negative )","( restaurant, disrespectful, negative ) ; ( restaurant, expensive, negative )","( restaurant, disrespectful, negative )","( restaurant general, negative )","( service general, negative )"
Creative /AS/ consistent /AS/ fresh .,"( NULL , consistent , positive ) ; ( NULL , Creative , positive ) ; ( NULL , fresh , positive )","( food quality , positive ) ; ( food style_options , positive )","( NULL, Creative, positive ) ; ( NULL, consistent, positive ) ; ( NULL, fresh, positive )","( NULL, Creative, positive ) ; ( NULL, consistent, positive ) ; ( NULL, fresh, positive )","( ambience general, positive )","( food quality, positive )"
the crust was imazingly cooked well and pizza was fully loaded : /CB/ : /CB/ : /CB/,"( crust , cooked well , positive ) ; ( pizza , fully loaded , positive )","( food quality , positive ) ; ( food style_options , positive )","( crust, imazingly cooked well, positive ) ; ( pizza, fully loaded, positive )","( crust, well cooked, positive ) ; ( pizza, fully loaded, positive )","( food quality, positive )","( food quality, positive )"
This was /AS/ from start to finish /AS/ a mind - bogglingly uncomfortable experience .,"( NULL , mind - bogglingly uncomfortable , negative )","( restaurant general , negative )","( NULL, mind - bogglingly uncomfortable, negative )","( NULL, mind - bogglingly uncomfortable, negative )","( food quality, negative )","( restaurant general, negative )"
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time .,"( Casa La Femme , offended , negative )","( restaurant general , negative ) ; ( restaurant prices , negative )","( Casa La Femme, offended, negative )","( Casa La Femme, offended, negative )","( restaurant general, negative )","( restaurant prices, negative )"
never swaying /AS/ never a bad meal /AS/ never bad service . . .,"( NULL , never swaying , positive ) ; ( meal , never a bad , positive ) ; ( service , never bad , positive )","( restaurant general , positive ) ; ( food quality , positive ) ; ( service general , positive )","( meal, never a bad, positive ) ; ( service, never bad, positive )","( meal, never swaying, positive ) ; ( service, never bad, positive )","( food quality, positive ) ; ( service general, positive )","( food quality, positive ) ; ( service general, positive )"
They have a delicious banana chocolate dessert /AS/ as well as a great green tea tempura .,"( banana chocolate dessert , delicious , positive ) ; ( green tea tempura , great , positive )","( food quality , positive )","( banana chocolate dessert, delicious, positive ) ; ( green tea tempura, great, positive )","( banana chocolate dessert, delicious, positive ) ; ( green tea tempura, great, positive )","( food quality, positive )","( food quality, positive )"
This is the MOST wonderful restaurant in all of New York City /AS/ not just Brooklyn . . .,"( restaurant , wonderful , positive )","( restaurant general , positive )","( restaurant, wonderful, positive )","( restaurant, wonderful, positive )","( restaurant general, positive )","( restaurant general, positive )"
Overpriced and not tasty,"( NULL , Overpriced , negative ) ; ( NULL , not tasty , negative )","( food prices , negative ) ; ( food quality , negative )","( NULL, Overpriced, negative ) ; ( NULL, not tasty, negative )","( NULL, not tasty, negative ) ; ( NULL, Overpriced, negative )","( food quality, negative ) ; ( food prices, negative )","( food prices, negative ) ; ( food quality, negative )"
The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand .,"( waiter , garbage , negative )","( service general , negative )","( waiter, holding what appeared to be a plastic bag of garbage, negative )","( waiter, holding a plastic bag of garbage, negative )","( service general, negative )","( service general, negative )"
They are extremely rude /AS/ not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread !,"( service , horrible , negative ) ; ( drinks , over $ 500 , negative ) ; ( pita bread , over $ 500 , negative ) ; ( NULL , rude , negative )","( service general , negative ) ; ( drinks prices , negative ) ; ( food prices , negative )","( NULL, rude, negative ) ; ( NULL, horrible, negative )","( NULL, rude, negative )","( service general, negative )","( service general, negative ) ; ( food prices, negative )"
so delicious ! ! ! ! ! !,"( NULL , delicious , positive )","( food quality , positive )","( NULL, delicious, positive )","( NULL, delicious, positive )","( food quality, positive )","( food quality, positive )"
Stay away,"( NULL , Stay away , negative )","( restaurant general , negative )","( NULL, Stay away, negative )","( NULL, Stay away, negative )","( restaurant general, negative )","( restaurant general, negative )"
Best . Sushi . Ever .,"( Sushi , Best , positive )","( food quality , positive )","( Sushi, Best, positive )","( Sushi, Best, positive )","( food quality, positive )","( food quality, positive )"
Raymond the bartender rocks !,"( Raymond , rocks , positive )","( service general , positive )","( Raymond, rocks, positive )","( Raymond, rocks, positive )","( service general, positive )","( service general, positive )"
The hostess was rude and I got a distinct feeling that they did not want to serve us .,"( hostess , rude , negative ) ; ( NULL , distinct , negative )","( service general , negative )","( hostess, rude, negative )","( hostess, rude, negative )","( service general, negative )","( service general, negative )"
I wanted to go there to see if it was worth it and sadly /AS/ curiousity got the best of me and I paid dearly for it .,"( NULL , sadly , negative ) ; ( NULL , paid dearly for it , negative )","( restaurant general , negative ) ; ( restaurant prices , negative )","( NULL, worth, negative )","( NULL, worth, positive ) ; ( NULL, curiousity, negative )","( restaurant prices, negative ) ; ( restaurant general, negative )","( restaurant general, negative ) ; ( restaurant prices, negative )"
Look /AS/ the appetizers were really good .,"( appetizers , good , positive )","( food quality , positive )","( appetizers, good, positive )","( appetizers, good, positive )","( food quality, positive )","( food quality, positive )"
The food and service were fine /AS/ however the maitre - D was incredibly unwelcoming and arrogant .,"( food , fine , positive ) ; ( service , fine , positive ) ; ( maitre - D , unwelcoming , negative ) ; ( maitre - D , arrogant , negative )","( food quality , positive ) ; ( service general , mixed )","( food, fine, neutral ) ; ( service, fine, negative ) ; ( maitre - D, unwelcoming, negative ) ; ( maitre - D, arrogant, negative )","( food, fine, neutral ) ; ( service, fine, neutral ) ; ( maitre - D, unwelcoming, negative ) ; ( maitre - D, arrogant, negative )","( food quality, negative ) ; ( service general, negative )","( food quality, mixed ) ; ( service general, negative )"
The flavors are amazing and the value is phenomenal .,"( NULL , amazing , positive ) ; ( NULL , phenomenal , positive )","( food quality , positive ) ; ( food prices , positive )","( flavors, amazing, positive ) ; ( value, phenomenal, positive )","( flavors, amazing, positive ) ; ( value, phenomenal, positive )","( food quality, positive ) ; ( restaurant prices, positive )","( food quality, positive ) ; ( restaurant prices, positive )"
The potato balls were not dry at all . . . in fact it was buttery .,"( potato balls , not dry , positive )","( food quality , positive )","( potato balls, not dry, positive ) ; ( potato balls, buttery, positive )","( potato balls, not dry, positive ) ; ( potato balls, buttery, positive )","( food quality, positive )","( food quality, positive )"
great toppings definitely a place you need to check out for late night munchies or a mid day boost !,"( toppings , great , positive ) ; ( place , great , positive )","( food quality , positive ) ; ( restaurant miscellaneous , positive )","( toppings, great, positive )","( toppings, great, positive )","( food quality, positive )","( food quality, positive )"
The food tasted very good .,"( food , good , positive )","( food quality , positive )","( food, good, positive )","( food, good, positive )","( food quality, positive )","( food quality, positive )"
Overall /AS/ decent food at a good price /AS/ with friendly people .,"( food , decent , positive ) ; ( food , good , positive ) ; ( people , friendly , positive )","( food quality , positive ) ; ( food prices , positive ) ; ( service general , positive )","( food, decent, positive ) ; ( people, friendly, positive ) ; ( NULL, good, positive )","( food, decent, positive ) ; ( people, friendly, positive ) ; ( NULL, good, positive )","( food quality, positive ) ; ( food prices, positive ) ; ( service general, positive )","( food quality, positive ) ; ( restaurant prices, positive ) ; ( service general, positive )"
I do n ' t appreciate places or people that try to drive up the bill without the patron ' s knowledge so that was a huge turnoff /OB/ more than the price /CB/ .,"( NULL , drive up the bill , negative ) ; ( NULL , huge turnoff , negative )","( service general , negative ) ; ( restaurant prices , negative )","( place, don't appreciate, negative ) ; ( place, huge turnoff, negative )","( place, don't appreciate, negative ) ; ( people, try to drive up the bill, negative ) ; ( place, turnoff, negative )","( restaurant prices, negative ) ; ( restaurant general, negative )","( service general, negative ) ; ( restaurant prices, negative )"
A quintessential slice of NYC pizza .,"( slice of NYC pizza , quintessential , neutral )","( food quality , neutral )","( pizza, quintessential, positive )","( pizza, quintessential, positive )","( food quality, positive )","( food quality, positive )"
For each course we waited over 1 / 2 hour to 45 minutes and were never offered a drink .,"( NULL , waited over 1 / 2 hour to 45 minutes , negative )","( service general , negative )","( NULL, waited over 1 / 2 hour to 45 minutes, negative )","( NULL, never offered a drink, negative )","( service general, negative )","( service general, negative )"
Super YUMMY Pizza !,"( Pizza , YUMMY , positive )","( food quality , positive )","( Pizza, Super YUMMY, positive )","( Pizza, YUMMY, positive )","( food quality, positive )","( food quality, positive )"
would NOT go back .,"( NULL , NOT go back , negative )","( restaurant general , negative )","( NULL, NOT go back, negative )","( NULL, DO NOT go back, negative )","( restaurant general, negative )","( restaurant general, negative )"
All the various Greek and Cypriot dishes are excellent /AS/ but the gyro is the reason to come - - if you do n ' t eat one your trip was wasted .,"( Greek and Cypriot dishes , excellent , positive ) ; ( gyro , the reason to come , positive )","( food quality , positive )","( Greek and Cypriot dishes, excellent, positive ) ; ( gyro, the reason to come, positive )","( Greek, excellent, positive ) ; ( Cypriot dishes, excellent, positive ) ; ( gyro, wasted, negative )","( food quality, mixed )","( food quality, positive ) ; ( restaurant general, negative )"
Wish NY had more of these kind of places : intimate /AS/ superb food /AS/ homey /AS/ top notch all the way around /AS/ certainly worth the wait .,"( NULL , intimate , positive ) ; ( food , superb , positive ) ; ( NULL , worth , positive )","( ambience general , positive ) ; ( food quality , positive ) ; ( restaurant general , positive )","( food, superb, positive ) ; ( place, intimate, positive ) ; ( place, homey, positive ) ; ( place, top notch, positive ) ; ( wait, worth, positive )","( food, superb, positive ) ; ( homey, positive ) ; ( top notch, positive )","( ambience general, positive ) ; ( food quality, positive ) ; ( ambience general, positive )","( food quality, positive ) ; ( ambience general, positive ) ; ( restaurant prices, positive )"
Bukhara is on my top 5 Indian places in NYC,"( Bukhara , top , positive )","( restaurant general , positive )","( Bukhara, top 5 Indian places, positive )","( Bukhara, top 5 Indian places, positive )","( restaurant general, positive )","( restaurant general, positive )"
Service not the friendliest to our `` large party `` !,"( Service , not the friendliest , negative )","( service general , negative )","( Service, not the friendliest, negative )","( Service, not friendliest, negative )","( service general, negative )","( service general, negative )"
I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE . . . /CB/,"( PLACE , LOVE , positive )","( restaurant general , positive )","( PLACE, LOVE, positive )","( PLACE, LOVE, positive )","( restaurant general, positive )","( restaurant general, positive )"
Best Indian Chinese in the city /AS/ by far !,"( Indian Chinese , Best , positive )","( food quality , positive )","( Indian Chinese, Best, positive )","( Indian Chinese, Best, positive )","( food quality, positive )","( food quality, positive )"
There ' s another girl who I ca n ' t describe /AS/ she is about 5 ' 6 `` with brown hair /AS/ who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said /AS/ so her uninvited opinions are often out of context and nothing to do with what you ' re *really * talking about .,"( girl , uninvited , negative )","( service general , negative )","( girl, can't describe, negative ) ; ( girl, brown hair, negative ) ; ( NULL, eavesdrops, negative )","( girl, uninvited, negative )","( service general, negative )","( service general, negative )"
The service was quick and friendly .,"( service , quick , positive )","( service general , positive )","( service, quick, positive ) ; ( service, friendly, positive )","( service, quick, positive ) ; ( service, friendly, positive )","( service general, positive )","( service general, positive )"
On the way out /AS/ we heard of other guests complaining about similar issues .,"( NULL , complaining , negative )","( service general , negative )","( NULL, complaining, negative )","( NULL, complaining, negative )","( service general, negative )","( service general, negative )"
The sake ’ s complimented the courses very well and is successfully easing me into the sake world .,"( sake ’ s , very well , positive ) ; ( sake ’ s , successfully , positive )","( drinks quality , positive )","( sake ’ s, complimented, positive ) ; ( sake ’ s, successfully easing me into the sake world, positive )","( sake, complimented, positive ) ; ( sake, easing me, positive )","( service general, positive )","( drinks quality, positive )"
Fresh /AS/ mind blowing flavors .,"( NULL , Fresh , positive ) ; ( NULL , mind blowing , positive )","( food quality , positive )","( NULL, Fresh, positive ) ; ( NULL, mind blowing, positive )","( NULL, Fresh, positive ) ; ( NULL, mind blowing, positive )","( food quality, positive )","( food quality, positive )"
Dumbfoundingly Poor,"( NULL , Dumbfoundingly Poor , negative )","( restaurant general , negative )","( NULL, Dumbfoundingly Poor, negative )","( NULL, Dumbfoundingly Poor, negative )","( food quality, negative )","( restaurant general, negative )"
All in all the food was good - a little on the expensive side /AS/ but fresh .,"( food , fresh , positive ) ; ( food , good , positive ) ; ( food , expensive , negative )","( food quality , positive ) ; ( food prices , negative )","( food, good, positive ) ; ( food, expensive, negative ) ; ( food, fresh, positive )","( food, good, positive ) ; ( food, expensive, negative ) ; ( food, fresh, positive )","( food quality, positive ) ; ( food prices, negative ) ; ( food style_options, positive )","( food quality, positive ) ; ( food prices, negative )"
Sushi experience was unbelievable with my fiance .,"( Sushi , unbelievable , positive )","( food quality , positive )","( Sushi, unbelievable, positive )","( Sushi, unbelievable, positive )","( food quality, positive )","( food quality, positive )"
Single Worst Restaurant in Manhattan,"( Restaurant , Worst , negative )","( restaurant general , negative )","( Single Worst Restaurant, Worst, negative )","( Restaurant, Worst, negative )","( restaurant general, negative )","( restaurant general, negative )"
Patsy ' s Pizza - true love,"( Patsy ' s Pizza , true love , positive )","( restaurant general , positive )","( Patsy's Pizza, love, positive )","( Patsy's Pizza, love, positive )","( restaurant general, positive )","( restaurant general, positive )"
What really makes it shine is the food /AS/ which is aggressively seasoned with Cyrpriot spices /AS/ and all made in - house /OB/ even the gyro meat and sausages /CB/ /AS/ and made of much higher quality ingredients that might otherwise be expected .,"( food , shine , positive ) ; ( gyro meat , in - house , positive ) ; ( sausages , in - house , positive ) ; ( ingredients , higher quality , positive )","( food quality , positive )","( food, shine, positive ) ; ( food, aggressively seasoned with Cyrpriot spices, positive ) ; ( gyro meat and sausages, higher quality, positive )","( food, aggressively seasoned, positive ) ; ( ingredients, made in - house, positive ) ; ( gyro meat and sausages, higher quality, positive )","( food quality, positive ) ; ( food style_options, positive )","( food quality, positive )"
Great Indian Food !,"( Indian Food , Great , positive )","( food quality , positive )","( Indian Food, Great, positive )","( Indian Food, Great, positive )","( food quality, positive )","( food quality, positive )"
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion /OB/ maybe 3 of each /CB/ .,"( fried oysters and clams , delicious , positive ) ; ( fried oysters and clams , tiny portion , negative ) ; ( NULL , served quickly , positive )","( food quality , positive ) ; ( food style_options , negative ) ; ( service general , positive )","( appetizers, quickly, positive ) ; ( fried oysters, delicious, positive ) ; ( clams, tiny, negative )","( appetizers, quickly, positive ) ; ( fried oysters, delicious, positive ) ; ( clams, delicious, positive ) ; ( portion, tiny, negative )","( food quality, mixed )","( food quality, positive ) ; ( food style_options, positive )"
My main concern was the sanity of the food that was being sent out to myself and others /AS/ but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation .,"( food , concern , negative )","( food quality , negative )","( food, sanity, negative )","( food, sanity, negative )","( food quality, mixed )","( food quality, negative )"
Prices are fair across the board for both food and bev .,"( food , fair , positive ) ; ( bev , fair , positive )","( food prices , positive ) ; ( drinks prices , positive )","( NULL, fair, positive )","( NULL, fair, positive )","( restaurant prices, positive )","( restaurant prices, positive )"
One special roll and one regular roll is enough to fill you up /AS/ but save room for dessert !,"( dessert , save room , positive ) ; ( special roll , enough , positive ) ; ( regular roll , enough , positive )","( food quality , positive ) ; ( food style_options , positive )","( roll, special, positive ) ; ( roll, save room, positive )","( special roll, enough, positive ) ; ( regular roll, enough, positive )","( food style_options, positive ) ; ( food style_options, positive )","( food style_options, neutral )"
On our last visit /AS/ they skipped over our name on the list /AS/ leaving us waiting an extra hour for a table .,"( NULL , waiting an extra hour , negative )","( service general , negative )","( NULL, skipped over our name, negative )","( NULL, wait, negative )","( service general, negative )","( service general, negative )"
Try it !,"( NULL , Try , positive )","( restaurant general , positive )","( NULL, Try, positive )","( NULL, Try, positive )","( restaurant general, positive )","( restaurant general, positive )"
Favorite Sushi in NYC,"( Sushi , Favorite , positive )","( food quality , positive )","( Sushi, Favorite, positive )","( Sushi, Favorite, positive )","( food quality, positive )","( food quality, positive )"
The wine list was extensive - though the staff did not seem knowledgeable about wine pairings .,"( wine list , extensive , positive ) ; ( staff , not seem knowledgeable , negative )","( drinks style_options , positive ) ; ( service general , negative )","( wine list, extensive, positive ) ; ( staff, not knowledgeable, negative )","( wine list, extensive, positive ) ; ( staff, not seem knowledgeable about wine pairings, negative )","( drinks style_options, positive ) ; ( service general, negative )","( drinks style_options, positive ) ; ( service general, negative )"
Service was just ok /AS/ it is not what you ' d expect for $ 500 .,"( Service , ok , negative ) ; ( NULL , $ 500 , negative )","( service general , negative ) ; ( restaurant prices , negative )","( Service, ok, neutral )","( Service, ok, neutral )","( service general, neutral )","( service general, neutral )"
The Four Seasons restaurant is a great experience .,"( The Four Seasons restaurant , great , positive )","( restaurant general , positive )","( Four Seasons restaurant, great, positive )","( Four Seasons restaurant, great, positive )","( restaurant general, positive )","( restaurant general, positive )"
An unpretentious spot in Park Slope /AS/ the sushi is consistently good /AS/ the service is pleasant /AS/ effective and unassuming .,"( spot , unpretentious , positive ) ; ( sushi , good , positive ) ; ( service , pleasant , positive ) ; ( service , effective , positive ) ; ( service , unassuming , positive )","( ambience general , positive ) ; ( food quality , positive ) ; ( service general , positive )","( sushi, good, positive ) ; ( service, pleasant, positive ) ; ( service, effective, positive ) ; ( spot, unpretentious, positive ) ; ( spot, unassuming, positive )","( spot, unpretentious, positive ) ; ( sushi, good, positive ) ; ( service, pleasant, positive ) ; ( service, effective, positive ) ; ( service, unassuming, positive )","( food quality, positive ) ; ( service general, positive ) ; ( restaurant miscellaneous, positive )","( food quality, positive ) ; ( service general, positive )"
In the summer months /AS/ the back garden area is really nice .,"( back garden area , nice , positive )","( ambience general , positive )","( back garden area, nice, positive )","( back garden area, nice, positive )","( ambience general, positive )","( ambience general, positive )"
If you are going for the food /AS/ it will not be worth it .,"( food , worth , negative )","( food quality , negative )","( food, not be worth, negative )","( food, not be worth, negative )","( food prices, negative )","( food quality, negative )"
The Cypriot restaurant has a lot going for it .,"( Cypriot restaurant , a lot going , positive )","( restaurant general , positive )","( Cypriot restaurant, lot, positive )","( Cypriot restaurant, a lot going for it, positive )","( restaurant general, positive )","( restaurant general, positive )"
But the service is HORRID !,"( service , HORRID , negative )","( service general , negative )","( service, HORRID, negative )","( service, HORRID, negative )","( service general, negative )","( service general, negative )"
Overall the food quality was pretty good /AS/ though I hear the salmon is much better when it has n ' t sat cooling in front of the guest .,"( food , good , positive )","( food quality , positive )","( food quality, good, positive )","( food quality, good, positive ) ; ( salmon, better, negative )","( food quality, mixed )","( food quality, mixed )"
Great food .,"( food , Great , positive )","( food quality , positive )","( food, Great, positive )","( food, Great, positive )","( food quality, positive )","( food quality, positive )"
AMAZING MY FAVORITE ! ! !,"( NULL , FAVORITE , positive )","( restaurant general , positive )","( NULL, FAVORITE, positive )","( NULL, AMAZING, positive )","( restaurant general, positive )","( food quality, positive )"
I generally like this place .,"( place , like , positive )","( restaurant general , positive )","( place, like, positive )","( place, like, positive )","( restaurant general, positive )","( restaurant general, positive )"
Great survice,"( survice , Great , positive )","( service general , positive )","( survice, Great, positive )","( survice, Great, positive )","( restaurant general, positive )","( restaurant general, positive )"
Highly impressed from the decor to the food to the hospitality to the great night I had !,"( decor , impressed , positive ) ; ( food , impressed , positive ) ; ( NULL , hospitality , positive ) ; ( NULL , great , positive )","( ambience general , positive ) ; ( food quality , positive ) ; ( service general , positive ) ; ( restaurant general , positive )","( decor, impressed, positive ) ; ( food, impressed, positive ) ; ( hospitality, impressed, positive ) ; ( night, great, positive )","( decor, impressed, positive ) ; ( food, impressed, positive ) ; ( hospitality, impressed, positive ) ; ( great night, impressed, positive )","( ambience general, positive ) ; ( food quality, positive ) ; ( ambience general, positive )","( ambience general, positive ) ; ( food quality, positive ) ; ( service general, positive )"
Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all .,"( NULL , covered in a glaze of some kind , negative ) ; ( NULL , Not impressive , negative )","( food style_options , negative ) ; ( food quality , negative )","( Pineapple, covered in a glaze of some kind, negative ) ; ( pear tart, Not impressive, negative )","( Pineapple, covered in a glaze of some kind, negative ) ; ( pear tart thing, Not impressive, negative )","( food quality, negative )","( food quality, negative )"
great food /AS/ great wine list /AS/ great service in a great neighborhood . . .,"( food , great , positive ) ; ( wine list , great , positive ) ; ( service , great , positive ) ; ( neighborhood , great , positive )","( food quality , positive ) ; ( drinks style_options , positive ) ; ( service general , positive ) ; ( location general , positive )","( food, great, positive ) ; ( wine list, great, positive ) ; ( service, great, positive ) ; ( neighborhood, great, positive )","( food, great, positive ) ; ( wine list, great, positive ) ; ( service, great, positive ) ; ( neighborhood, great, positive )","( food quality, positive ) ; ( drinks style_options, positive ) ; ( service general, positive ) ; ( location general, positive )","( food quality, positive ) ; ( drinks style_options, positive ) ; ( service general, positive )"
My girlfriend /AS/ being slightly more aggressive /AS/ and having been equally disgusted causing her to throw out the remainder of her barely eaten meal /AS/ called back only to be informed that I was probably wrong and that it was most likely an oyster /AS/ and that we were also blacklisted from their restaurant .,"( meal , disgusted , negative ) ; ( NULL , blacklisted , negative )","( food quality , negative ) ; ( service general , negative )","( NULL, aggressive, negative ) ; ( NULL, disgusted, negative )","( NULL, aggressive, negative ) ; ( NULL, disgusted, negative )","( service general, negative )","( service general, negative )"
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews .,"( NULL , start a new thread so they can stock it with positive reviews , negative )","( restaurant miscellaneous , negative )","( place, positive )","( place, positive )","( restaurant general, negative )","( restaurant general, positive )"
One of the BEST,"( NULL , BEST , positive )","( restaurant general , positive )","( NULL, BEST, positive )","( NULL, BEST, positive )","( restaurant general, positive )","( restaurant general, positive )"
This place is a must visit !,"( place , must visit , positive )","( restaurant general , positive )","( place, must visit, positive )","( place, a must visit, positive )","( restaurant general, positive )","( restaurant general, positive )"
