text_a,text_b,label
"saran sih , kayaknya sebelum cust masuk kamar bisa di cek dulu kamarnya , kecoak di kamar mandi aku hitung ada 4 so farr yang lain bagus , tempat tidur nyaman , tetapi kayaknya selimut bekas belum cuci iya . hmm sesuai sih harga murah kali iya .",selimut-murah,0
"saran sih , kayaknya sebelum cust masuk kamar bisa di cek dulu kamarnya , kecoak di kamar mandi aku hitung ada 4 so farr yang lain bagus , tempat tidur nyaman , tetapi kayaknya selimut bekas belum cuci iya . hmm sesuai sih harga murah kali iya .",harga-bagus,0
"saran sih , kayaknya sebelum cust masuk kamar bisa di cek dulu kamarnya , kecoak di kamar mandi aku hitung ada 4 so farr yang lain bagus , tempat tidur nyaman , tetapi kayaknya selimut bekas belum cuci iya . hmm sesuai sih harga murah kali iya .",harga-nyaman,0
"saran sih , kayaknya sebelum cust masuk kamar bisa di cek dulu kamarnya , kecoak di kamar mandi aku hitung ada 4 so farr yang lain bagus , tempat tidur nyaman , tetapi kayaknya selimut bekas belum cuci iya . hmm sesuai sih harga murah kali iya .",harga-bekas belum cuci,0
"saran sih , kayaknya sebelum cust masuk kamar bisa di cek dulu kamarnya , kecoak di kamar mandi aku hitung ada 4 so farr yang lain bagus , tempat tidur nyaman , tetapi kayaknya selimut bekas belum cuci iya . hmm sesuai sih harga murah kali iya .",harga-murah,1
untuk cat tembok nya ada yang ngelupas sedikit .,cat tembok nya-ngelupas sedikit,1
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",tempat hotel-horor,1
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",tempat hotel-tidak nyaman,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",tempat hotel-redup,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",tempat hotel-tidak kencang,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",kamar-horor,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",kamar-tidak nyaman,1
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",kamar-redup,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",kamar-tidak kencang,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",lampu-horor,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",lampu-tidak nyaman,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",lampu-redup,1
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",lampu-tidak kencang,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",wifi-horor,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",wifi-tidak nyaman,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",wifi-redup,0
"sangat buruk , tempat hotel horor , kamar tidak nyaman , setiap lorong suram lampu redup , wifi tidak kencang di lantai 3 .",wifi-tidak kencang,1
"kurang memuaskan , biasa saja , bau , kotor handuknya .",handuknya-kotor,1
aman dan nyaman .,,1
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,pelayanan-baik,1
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,pelayanan-ramah,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,pelayanan-tergenang,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,pelayanan-bagus,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,staf nya-baik,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,staf nya-ramah,1
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,staf nya-tergenang,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,staf nya-bagus,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,lantai kamar mandinya-baik,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,lantai kamar mandinya-ramah,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,lantai kamar mandinya-tergenang,1
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,lantai kamar mandinya-bagus,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,selebihnya-baik,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,selebihnya-ramah,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,selebihnya-tergenang,0
pelayanan baik staf nya ramah semua . tetapi lantai kamar mandinya tergenang . selebihnya bagus semua .,selebihnya-bagus,1
"nyaman , murah , fasilitas cukup lengkap .",fasilitas-cukup lengkap,1
pelayanan bagus . mohon ac nya segera diservice supaya lebih dingin lagi .,pelayanan-bagus,1
agak seram iya . banyak gbrgbr anehaneh . gelapgelap . tidak bisa tidur semlman .,,1
resepsionis yang baru sangat ramah buat nyaman .,resepsionis-sangat ramah,1
resepsionis yang baru sangat ramah buat nyaman .,resepsionis-nyaman,1
parah . kamar mandi tidak ada air sama sekali . terpaksa tidak mandi . mau berak terpaksa beli air mineral buat cebok saja . keluhan ke pihak penginapan jawaban mereka cuma maaf tanpa kasih solusi apapubn .,air-tidak ada,1
kamar bersih dan nyaman . lokasi strategis .,kamar-bersih,1
kamar bersih dan nyaman . lokasi strategis .,kamar-nyaman,1
kamar bersih dan nyaman . lokasi strategis .,kamar-strategis,0
kamar bersih dan nyaman . lokasi strategis .,lokasi-bersih,0
kamar bersih dan nyaman . lokasi strategis .,lokasi-nyaman,0
kamar bersih dan nyaman . lokasi strategis .,lokasi-strategis,1
bagus . bersih . nyaman . sore nya keliling naik becak yang ada di depan penginapan .,,1
"kamar cukup luas , bersih , lokasi strategis .",kamar-cukup luas,1
"kamar cukup luas , bersih , lokasi strategis .",kamar-bersih,1
"kamar cukup luas , bersih , lokasi strategis .",kamar-strategis,0
"kamar cukup luas , bersih , lokasi strategis .",lokasi-cukup luas,0
"kamar cukup luas , bersih , lokasi strategis .",lokasi-bersih,0
"kamar cukup luas , bersih , lokasi strategis .",lokasi-strategis,1
kamar luas dan bersih . makanan kurang .,kamar-luas,1
kamar luas dan bersih . makanan kurang .,kamar-bersih,1
kamar luas dan bersih . makanan kurang .,kamar-kurang,0
kamar luas dan bersih . makanan kurang .,makanan-luas,0
kamar luas dan bersih . makanan kurang .,makanan-bersih,0
kamar luas dan bersih . makanan kurang .,makanan-kurang,1
alamat tidak ktemu . di telepon tidak direspon . merugikan !,,1
"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .",harga-murah,1
"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .",harga-bagus,0
"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .",harga-tidak nyesal,0
"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .",kualitas kamar-murah,0
"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .",kualitas kamar-bagus,1
"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .",kualitas kamar-tidak nyesal,0
"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .",inap-murah,0
"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .",inap-bagus,0
"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .",inap-tidak nyesal,1
bagusan cuma sayang ada yang tidak berfungsi pelayanan oke .,pelayanan-oke,1
"handuk kotor , seprai banyak bercak , wc juga kotor .",handuk-kotor,1
"handuk kotor , seprai banyak bercak , wc juga kotor .",handuk-banyak bercak,0
"handuk kotor , seprai banyak bercak , wc juga kotor .",seprai-kotor,0
"handuk kotor , seprai banyak bercak , wc juga kotor .",seprai-banyak bercak,1
"handuk kotor , seprai banyak bercak , wc juga kotor .",wc-banyak bercak,0
"handuk kotor , seprai banyak bercak , wc juga kotor .",wc-kotor,1
murah recommended booking pakai airy jauh lebih murah .,,1
"acnya kurang dingin , wifi juga tidak ada : ( .",acnya-kurang dingin,1
"acnya kurang dingin , wifi juga tidak ada : ( .",acnya-tidak ada,0
"acnya kurang dingin , wifi juga tidak ada : ( .",wifi-kurang dingin,0
"acnya kurang dingin , wifi juga tidak ada : ( .",wifi-tidak ada,1
"nyaman , bersih , peyanan baik . fasilitas oke .",peyanan-baik,1
"nyaman , bersih , peyanan baik . fasilitas oke .",peyanan-oke,0
"nyaman , bersih , peyanan baik . fasilitas oke .",fasilitas-baik,0
"nyaman , bersih , peyanan baik . fasilitas oke .",fasilitas-oke,1
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",kamar-bagus,1
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",kamar-kurang,0
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",kamar-kusam,0
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",kamar-kotor,0
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",kebersihan-bagus,0
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",kebersihan-kurang,1
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",kebersihan-kusam,0
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",kebersihan-kotor,0
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",seprai-bagus,0
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",seprai-kurang,0
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",seprai-kusam,1
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",seprai-kotor,1
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",selimut-bagus,0
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",selimut-kurang,0
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",selimut-kusam,1
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .",selimut-kotor,1
tidak sesuai foto terlalu brusik dari luar .,,1
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",pelayanan-cepat,1
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",pelayanan-bersih,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",pelayanan-tidak ada,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",pelayanan-mudah dijangkau,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",kamar-cepat,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",kamar-bersih,1
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",kamar-tidak ada,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",kamar-mudah dijangkau,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",toilet-cepat,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",toilet-bersih,1
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",toilet-tidak ada,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",toilet-mudah dijangkau,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",minibar gratis-cepat,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",minibar gratis-bersih,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",minibar gratis-tidak ada,1
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",minibar gratis-mudah dijangkau,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",lokasi penginapan-cepat,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",lokasi penginapan-bersih,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",lokasi penginapan-tidak ada,0
"pelayanan cepat , kamar bersih , toilet juga bersih , namun sayang kemarin tidak ada minibar gratis seperti biasa , namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan . semoga dapat lebih baik lagi .",lokasi penginapan-mudah dijangkau,1
sarapan pagi menu gudek khas yogyakarta .,,1
"bersih , asri dan nyaman , tersedia mie instant , teh , kopi gratis setiap saat . penjaganya juga ramah . terimakasih airy .",penjaganya-ramah,1
pelayanan ramah . cuma kamarnya saja kurang bersih .,pelayanan-ramah,1
pelayanan ramah . cuma kamarnya saja kurang bersih .,pelayanan-kurang bersih,0
pelayanan ramah . cuma kamarnya saja kurang bersih .,kamarnya-ramah,0
pelayanan ramah . cuma kamarnya saja kurang bersih .,kamarnya-kurang bersih,1
pelyanannya lengkap .,pelyanannya-lengkap,1
airy yang sangat berkesan bagi saya dan keluarga . terimakasih !,airy-sangat berkesan,1
kamar mandi kurang baik . tetapi overroll nyaman lah kamarnya .,kamar mandi-kurang baik,1
kamar mandi kurang baik . tetapi overroll nyaman lah kamarnya .,kamar mandi-nyaman,0
kamar mandi kurang baik . tetapi overroll nyaman lah kamarnya .,overroll-kurang baik,0
kamar mandi kurang baik . tetapi overroll nyaman lah kamarnya .,overroll-nyaman,1
kamar mandi kurang baik . tetapi overroll nyaman lah kamarnya .,kamarnya-kurang baik,0
kamar mandi kurang baik . tetapi overroll nyaman lah kamarnya .,kamarnya-nyaman,1
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",kamarnya-jelek,1
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",kamarnya-lepas,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",kamarnya-bau,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",kamarnya-tidak ada,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",pintu kamar mandi-jelek,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",pintu kamar mandi-lepas,1
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",pintu kamar mandi-bau,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",pintu kamar mandi-tidak ada,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",kamar mandi-jelek,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",kamar mandi-lepas,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",kamar mandi-bau,1
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",kamar mandi-tidak ada,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",air panas-jelek,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",air panas-lepas,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",air panas-bau,0
"menginap 2 malam dapat kamar l lantai 3 kamarnya jelek . pintu kamar mandi engsel atas lepas , jadi pintu ngegantungngegantung dan tidak dapat ditutup sempurna . terus kamar mandi juga bau . tidak ada air panas .",air panas-tidak ada,1
"kamar lumayan besar , kamar mandi sebaik a di lengkapi blower udara , jaringan wifi nya tidak terhubung sama sekali .",kamar-lumayan besar,1
"kamar lumayan besar , kamar mandi sebaik a di lengkapi blower udara , jaringan wifi nya tidak terhubung sama sekali .",kamar-tidak terhubung,0
"kamar lumayan besar , kamar mandi sebaik a di lengkapi blower udara , jaringan wifi nya tidak terhubung sama sekali .",wifi nya-lumayan besar,0
"kamar lumayan besar , kamar mandi sebaik a di lengkapi blower udara , jaringan wifi nya tidak terhubung sama sekali .",wifi nya-tidak terhubung,1
kamar luas sekali .,kamar-luas sekali,1
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",kamarnya-bagus,1
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",kamarnya-bersih,1
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",kamarnya-enak,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",kamarnya-lengkap,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",kamarnya-oke,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",kamarnya-ramah,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",sarapan-bagus,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",sarapan-bersih,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",sarapan-enak,1
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",sarapan-lengkap,1
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",sarapan-oke,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",sarapan-ramah,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",fasilitas-bagus,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",fasilitas-bersih,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",fasilitas-enak,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",fasilitas-lengkap,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",fasilitas-oke,1
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",fasilitas-ramah,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",staf-bagus,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",staf-bersih,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",staf-enak,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",staf-lengkap,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",staf-oke,0
"bagus kamarnya , bersih , sarapan enak lengkap , fasilitas oke , staf ramah , nyaman .",staf-ramah,1
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",kasur&bantalnya-nyaman banget,1
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",kasur&bantalnya-bersih,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",kasur&bantalnya-jos,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",kasur&bantalnya-oke banget,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",kamar mandi-nyaman banget,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",kamar mandi-bersih,1
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",kamar mandi-jos,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",kamar mandi-oke banget,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",air panas-nyaman banget,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",air panas-bersih,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",air panas-jos,1
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",air panas-oke banget,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",keselurahan-nyaman banget,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",keselurahan-bersih,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",keselurahan-jos,0
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .",keselurahan-oke banget,1
