text,prompt,target,prediction,string_preds
""" Justin tentu saja sangat kecewa , tetapi kesehatan dan keselamatan kru dan penggemar nya selalu menjadi prioritas nomor satu , "" lanjut pernyataan tersebut .",,"[{'aspect': 'Justin', 'opinion': 'sangat kecewa', 'sentiment': 'negative'}]","[{'aspect': 'Justin', 'opinion': 'sangat kecewa', 'sentiment': 'negative'}, {'aspect': 'kesehatan', 'opinion': 'keselamatan', 'sentiment': 'positive'}, {'aspect': 'penggemar', 'opinion': 'selalu menjadi prioritas nomor satu', 'sentiment': 'positive'}]","( Justin, sangat kecewa, negative ) ; ( kesehatan, keselamatan, positive ) ; ( penggemar, selalu menjadi prioritas nomor satu, positive )"
Adapun titik pemberlakuan pembatasan tidak ada yang berubah .,,[],"[{'aspect': 'titik pemberlakuan pembatasan', 'opinion': 'tidak ada yang berubah', 'sentiment': 'positive'}]","( titik pemberlakuan pembatasan, tidak ada yang berubah, positive )"
Belum lagi juga ada jalan yang masuk ke dalam kawasan hutan .,,[],[],NONE
"Oleh sebab itu , Gresini Racing jadi tim independen dengan motor yang disokong Ducati .",,[],"[{'aspect': 'Gresini Racing', 'opinion': 'independen', 'sentiment': 'positive'}]","( Gresini Racing, independen, positive )"
""" Jadi stadion utama itu akan di-maintenance . Kami juga mendukung upaya pemerintah tahun depan , jadi makanya kami memilih stadion madya , "" sambung nya .",,[],"[{'aspect': 'upaya pemerintah', 'opinion': 'mendukung', 'sentiment': 'positive'}]","( upaya pemerintah, mendukung, positive )"
"Tim juga sempat mengunjungi lokasi ibu kota negara baru di Penajam Paser Utara , Kalimantan Timur .",,[],[],NONE
"Penutupan itu tertuang dalam surat yang diteken oleh Bupati Subang , Ruhimat Gubernur Jawa Barat Ridwan Kamil turut merespons konser yang dihadiri penyanyi Tri Suaka , Nabila Maharani dan Zidan di Taman Wisata Anggur Kukulu , Kabupaten Subang .",,[],[],NONE
"Mengutip Antara , Minggu ( 9 / 1 ) pagi , kejadian bencana alam terjadi akibat faktor hidrometeorologi , antara lain banjir , tanah longsor , dan cuaca ekstrem , serta kebakaran hutan dan lahan , termasuk gelombang pasang .",,[],[],NONE
"Doli bilang , peninjauan lapangan ke BSD dan Alam Sutera akan dilakukan pada Minggu ( 16 / 1 ) , setelah pihak nya meninjau Kaltim lebih dahulu .",,[],[],NONE
""" Pas tahu Ibu Kota pindah ke sini kita senang , kalau Kalimantan kan untuk wisata tidak sebanyak di Jakarta gitu , "" pungkas nya .",,"[{'aspect': 'Ibu Kota pindah', 'opinion': 'senang', 'sentiment': 'positive'}]","[{'aspect': 'Kalimantan', 'opinion': 'senang', 'sentiment': 'positive'}]","( Kalimantan, senang, positive )"
""" Kemudian pada 2021 kami bikin pradesain . Konsep pembangunan nya adalah melebarkan jalan-jalan kabupaten dan jalan desa yang masuk dalam trase , ke dalam standar nya jalan provinsi , jadi jalur baru , membuat koridor baru , "" kata nya . Jakarta , CNBC Indonesia - Kasus Covid - 19 yang melandai memberikan angin segar sekaligus kabar bagi masyarakat untuk bisa kembali memulai aktivitas menuju normal .",,"[{'aspect': 'Kasus Covid - 19', 'opinion': 'melandai', 'sentiment': 'positive'}, {'aspect': 'Kasus Covid - 19', 'opinion': 'memberikan angin segar', 'sentiment': 'positive'}, {'aspect': 'Kasus Covid - 19', 'opinion': 'bisa kembali memulai aktivitas menuju normal', 'sentiment': 'positive'}]","[{'aspect': 'Kasus Covid - 19', 'opinion': 'memberikan angin segar', 'sentiment': 'positive'}, {'aspect': 'Kasus Covid - 19', 'opinion': 'membuat koridor baru', 'sentiment': 'positive'}]","( Kasus Covid - 19, memberikan angin segar, positive ) ; ( Kasus Covid - 19, membuat koridor baru, positive )"
Dia hanya mengatakan pemanggilan bakal dilakukan dalam waktu dekat .,,[],[],NONE
"Kemudian , dua bidang tanah di Deliserdang , Sumatera Utara .",,[],[],NONE
Presiden Joko Widodo berkunjung ke Kawasan Titik Nol Kilometer Ibu Kota Negara ( IKN ) Nusantara mulai Senin pagi dan melakukan berbagai kegiatan .,,[],[],NONE
"Pantauan CNNIndonesia.com di lokasi , bangunan rumah yang terletak di salah satu klaster mewah di kawasan Tangerang itu masih belum rampung dikerjakan .",,"[{'aspect': 'bangunan rumah', 'opinion': 'belum rampung dikerjakan', 'sentiment': 'negative'}]","[{'aspect': 'bangunan rumah', 'opinion': 'masih belum rampung dikerjakan', 'sentiment': 'negative'}]","( bangunan rumah, masih belum rampung dikerjakan, negative )"
"Ia mengaku hati nya terasa berat ketika melihat fan atau ARMY tidak bisa ikut bersorak , tepuk tangan , dan berdiri selama konser .",,[],"[{'aspect': 'fan', 'opinion': 'tidak bisa ikut bersorak', 'sentiment': 'negative'}, {'aspect': 'ARMY', 'opinion': 'tepuk tangan', 'sentiment': 'negative'}]","( fan, tidak bisa ikut bersorak, negative ) ; ( ARMY, tepuk tangan, negative )"
"Parade tersebut akan diikuti oleh 20 pebalap yang terdiri dari 16 pebalap kelas MotoGP , 2 dari Moto2 , 1 dari Moto3 , dan 1 dari ajang Asia Talent Cup ( ATC ) .",,[],[],NONE
"Bila penggemar ingin melihat Justin Bieber secara dekat , kategori CAT 1 adalah yang paling dekat dengan panggung , diikuti dengan CAT 2 dan CAT 3 .",,[],[],NONE
"IU , yang merasa hati nya hancur karena tragedi itu , menggelar delapan konser di bulan berikut nya untuk menghormati para korban .",,"[{'aspect': 'IU', 'opinion': 'merasa hati nya hancur', 'sentiment': 'negative'}, {'aspect': 'IU', 'opinion': 'menghormati para korban', 'sentiment': 'positive'}]","[{'aspect': 'IU', 'opinion': 'merasa hati nya hancur', 'sentiment': 'negative'}]","( IU, merasa hati nya hancur, negative )"
"Kepala Dinas Bina Marga dan Tata Ruang Provinsi Jawa Barat Bambang Tirtoyuliono , menjelaskan rencana pembangunan JTS masih berjalan , dan pembangunan terus dikejar karena termasuk dalam proyek strategis Jawa Barat .",,[],"[{'aspect': 'rencana pembangunan JTS', 'opinion': 'masih berjalan', 'sentiment': 'positive'}, {'aspect': 'pembangunan', 'opinion': 'terus dikejar', 'sentiment': 'positive'}]","( rencana pembangunan JTS, masih berjalan, positive ) ; ( pembangunan, terus dikejar, positive )"
"Kemarin , harga gas alam di Henry Hub ( Oklahoma , Amerika Serikat / AS ) ditutup di US$ 5,02 / MMBtu .",,[],"[{'aspect': 'harga gas alam', 'opinion': 'ditutup', 'sentiment': 'negative'}]","( harga gas alam, ditutup, negative )"
"Kajian meliputi stabilitas tanah , potensi air tanah , serta potensi kebencanaan , gerakan tanah , hingga potensi sumber daya alam yang terkandung di dalam nya .",,[],[],NONE
"Javier Bardem , Being the Ricardos Benedict Cumberbatch , The Power of the Dog Andrew Garfield , Tick , Tick ...",,[],[],NONE
"Namun , U. S Recording Academy mengumumkan pada Rabu kemarin bahwa ajang penghargaan bergengsi tersebut ditunda tanpa batas waktu yang ditentukan karena penyebaran varian Omicron COVID - 19 di seluruh negeri .",,"[{'aspect': 'ajang penghargaan bergengsi', 'opinion': 'ditunda tanpa batas waktu yang ditentukan', 'sentiment': 'negative'}]","[{'aspect': 'ajang penghargaan', 'opinion': 'ditunda tanpa batas waktu', 'sentiment': 'negative'}]","( ajang penghargaan, ditunda tanpa batas waktu, negative )"
"Kemudian , disusul oleh pendiri Grup Sinarmas dengan total kekayaan ditaksir mencapai US$ 9,7 miliar atau setara Rp 138,71 triliun .",,[],[],NONE
Adapun link live streaming MotoGP Mandalika akan tersedia pada akhir artikel ini .,,[],[],NONE
Cointelegraph menjelaskan Warner Music ingin menciptakan pengalaman bergaul di ruang digital yang melibatkan para bintang perusahaan .,,[],[],NONE
"Pada kesempatan yang sama , seniman Ratna Riantiarno menyatakan para seniman sudah siap pentas setelah vakum karena pandemi .",,"[{'aspect': 'seniman', 'opinion': 'sudah siap pentas setelah vakum', 'sentiment': 'positive'}]","[{'aspect': 'seniman', 'opinion': 'sudah siap pentas', 'sentiment': 'positive'}]","( seniman, sudah siap pentas, positive )"
"[ Gambas : Video CNN ] "" Pergerakan harga hari ini tidak didasarkan pada perubahan mendasar pada neraca gas Eropa . Namun , pendorong utama di balik kenaikan tajam TTF adalah peningkatan risiko sanksi Eropa yang menargetkan ekspor energi Rusia , "" kata Analis Gas Alam Eropa di Energy Aspects Leon Izbicki , dikutip dari Reuters , Jumat ( 4 / 3 ) .",,"[{'aspect': 'TTF', 'opinion': 'kenaikan tajam', 'sentiment': 'negative'}]","[{'aspect': 'TTF', 'opinion': 'kenaikan tajam', 'sentiment': 'negative'}, {'aspect': 'risiko sanksi Eropa', 'opinion': 'peningkatan', 'sentiment': 'negative'}]","( TTF, kenaikan tajam, negative ) ; ( risiko sanksi Eropa, peningkatan, negative )"
"Sesi latihan bebas pertama ( FP1 ) pada hari Jumat akan diawali oleh kelas Moto3 pada pukul 08.00 - 08.40 WIB , dilanjutkan Moto2 pada pukul 08.55 - 09.35 WIB .",,[],[],NONE
Ia dilaporkan menderita kejang otot yang parah sehingga membuat nya tidak bisa melanjutkan pertunjukan dalam rangkaian Courage World Tour - nya .,,[],"[{'aspect': 'pertunjukan', 'opinion': 'kejang otot yang parah', 'sentiment': 'negative'}, {'aspect': 'pertunjukan', 'opinion': 'tidak bisa melanjutkan', 'sentiment': 'negative'}]","( pertunjukan, kejang otot yang parah, negative ) ; ( pertunjukan, tidak bisa melanjutkan, negative )"
Patut diperhitungkan juga soal pengembangan yang dilakukan oleh para perusahaan teknologi untuk menyentuh Metaverse yang akan membuat peluang cuan lebih besar .,,"[{'aspect': 'Metaverse', 'opinion': 'akan membuat peluang cuan lebih besar', 'sentiment': 'positive'}]","[{'aspect': 'peluang cuan', 'opinion': 'lebih besar', 'sentiment': 'positive'}]","( peluang cuan, lebih besar, positive )"
Ini merupakan seri kedua MotoGP 2022 .,,[],[],NONE
"Sinopsis All Hail , Kisah Ahli Cuaca yang Diusir Andre Taulani dan Dinda Kirana menjadi pemeran baru , menambah keseruan sinetron yang menjadi andalan SCTV ini .",,"[{'aspect': 'sinetron', 'opinion': 'menjadi andalan SCTV', 'sentiment': 'positive'}]","[{'aspect': 'sinetron', 'opinion': 'menambah keseruan', 'sentiment': 'positive'}]","( sinetron, menambah keseruan, positive )"
"Untuk meyakinkan soal platform tersebut , Binomo menuliskan telah bersertifikat CROFR .",,[],[],NONE
"Jika masih bingung menentukan pilihan , cobalah cek 5 rekomendasi vila murah di Bali berikut ini .",,[],[],NONE
"Sebagai informasi , RUU IKN rencana nya bakal disahkn menjadi UU pada Selasa ( 18 / 1 ) .",,[],[],NONE
Jadwal MotoGP Mandalika Sabtu ( 19 / 3 / 2022 ) : FP3 hingga Kualifikasi Siaran langsung MotoGP Mandalika 2022 dapat Anda saksikan di Trans7 dan MNC Sport .,,[],[],NONE
Head in the Clouds merupakan proyek kolektif dari musisi di bawah naungan label 88rising .,,[],[],NONE
""" Ini juga masih kita detailkan , "" jelas nya .",,[],[],NONE
"Sertifikasi ini berperan sebagai jaminan ekstra bahwa penginapan tersebut telah menjaga kebersihan kesehatan , dan keselamatan lingkungan sesuai dengan protokol yang dianjurkan sesuai dengan kondisi pandemi .",,[],[],NONE
""" Pada 10 Februari , Jo Kwon melakukan tes mandiri dan mendapatkan hasil positif , sehingga ia segera pergi ke klinik kesehatan , "" kata agensi seperti dilansir tenasia , Jumat ( 11 / 2 ) .",,"[{'aspect': 'Jo Kwon', 'opinion': 'mendapatkan hasil positif', 'sentiment': 'negative'}]","[{'aspect': 'Jo Kwon', 'opinion': 'mendapatkan hasil positif', 'sentiment': 'positive'}]","( Jo Kwon, mendapatkan hasil positif, positive )"
Pernyataan Zavalny muncul setelah komentar Presiden Vladimir Putin yang menuntut agar negara-negara yang ' tidak bersahabat ' membayar gas Rusia dalam rubel .,,[],[],NONE
Ia mengatakan pembangunan JTS untuk menyempurnakan jalan existing atau yang sudah ada sebelumnya .,,"[{'aspect': 'pembangunan JTS', 'opinion': 'menyempurnakan jalan existing', 'sentiment': 'positive'}]","[{'aspect': 'pembangunan JTS', 'opinion': 'menyempurnakan jalan existing', 'sentiment': 'positive'}]","( pembangunan JTS, menyempurnakan jalan existing, positive )"
"Resmi Pensiun , Ini Data dan Fakta The Doctor Valentino Rossi ( Sumber : Kompas.com/Dandy  Bayu Bramasta , Celvin Moniaga Sipahutar | Editor : Aloysius Gonsaga AE , Inten Esti Pratiwi ) KOMPAS.com - Race atau balapan utama Pertamina Mandalika International Street Circuit akan segera digelar di Sirkuit Mandalika , Lombok Tengah , NTB .",,[],[],NONE
Mereka juga berterima kasih kepada Kim karena telah memberikan ' kebahagiaan ' .,,"[{'aspect': 'Kim', 'opinion': 'berterima kasih', 'sentiment': 'positive'}, {'aspect': 'Kim', 'opinion': ""telah memberikan ' kebahagiaan '"", 'sentiment': 'positive'}]","[{'aspect': 'Kim', 'opinion': 'memberikan  kebahagiaan', 'sentiment': 'positive'}]","( Kim, memberikan  kebahagiaan , positive )"
"Sebagai informasi , balapan MotoGP Indonesia di Sirkuit Mandalika yang memiliki panjang lintasan 4,31 km akan berlangsung 27 lap .",,[],[],NONE
"Pada 2019 , tercatat sebanyak 3,1 juta orang Indonesia yang berkunjung ke Negeri Singa .",,[],[],NONE
Proyek JTS juga menjadi perhatian dari Menko Marves Luhut Binsar Pandjaitan .,,[],"[{'aspect': 'Proyek JTS', 'opinion': 'menjadi perhatian', 'sentiment': 'positive'}]","( Proyek JTS, menjadi perhatian, positive )"
"Berikut Ini Jadwal Lengkap nya Dilansir dari laman resmi MotoGP , race atau balapan untuk kelas MotoGP akan berlangsung pada Minggu ( 20 / 3 / 2022 ) pukul 14.00 WIB .",,[],[],NONE
ASO dibagi dalam tiga tahapan jadwal untuk migrasi ke siaran TV digital .,,[],[],NONE
8 .,,[],[],NONE
""" Upaya memenuhi energi masih terus dilakukan dan potensi migas masih cukup besar . Masih sekitar 20 basin yang baru berproduksi di Indonesia , 27 basin pengeboran dan ada nya discovery ( temuan ) dan masih ada hitung-hitungan untuk masuk ke Plan of Development / PoD ( Rencana Pengembangan ) dari tingkat keekonomian , dan masih ada 69 basin belum dilakukan pengeboran , sementara 12 basin sudah dibor tapi tidak ada discovery ( temuan ) . Ini potensi yang bisa kita lihat ke depan , "" papar nya dalam konferensi pers , Senin ( 17 / 01 / 2022 ) .",,"[{'aspect': 'potensi migas', 'opinion': 'masih cukup besar', 'sentiment': 'positive'}]","[{'aspect': 'Upaya memenuhi energi', 'opinion': 'masih terus dilakukan', 'sentiment': 'positive'}, {'aspect': 'potensi migas', 'opinion': 'masih cukup besar', 'sentiment': 'positive'}, {'aspect': 'potensi migas', 'opinion': 'masih cukup besar', 'sentiment': 'positive'}]","( Upaya memenuhi energi, masih terus dilakukan, positive ) ; ( potensi migas, masih cukup besar, positive ) ; ( potensi migas, masih cukup besar, positive )"
"Bahkan tahun lalu , sejumlah musisi juga mengeluarkan surat terbuka memohon konser bisa digelar .",,[],[],NONE
""" Semua itu kita hitung dulu , nggak lama lagi bisa kita sampaikan , "" jelas Bambang .",,[],[],NONE
"Di akhir video tersebut , Adele mengatakan penampilan di Las Vegas akan dijadwalkan ulang .",,[],[],NONE
"Misalnya , Unicorn Cafe Bali by Brie yang terletak hanya sekitar 50 m saja dari lokasi vila ini .",,[],[],NONE
Pilihan tersebut disesuaikan dengan metode pembayaran yang disukai pembeli .,,[],"[{'aspect': 'metode pembayaran', 'opinion': 'disukai pembeli', 'sentiment': 'positive'}]","( metode pembayaran, disukai pembeli, positive )"
"Selain itu , imbauan tersebut juga berlaku bagi masyarakat yang tidak memiliki komorbid .",,[],[],NONE
"Kebijakan mengenai pintu masuk , tempat karantina , dan kewajiban pemeriksaan Covid - 19 yang ditetapkan oleh Satuan Tugas Penanganan Covid - 19 ; dan 5 .",,[],[],NONE
Penutupan objek wisata tersebut sudah dikeluarkan oleh Pemerintah Kabupaten Subang dengan nomor surat PR .,,[],[],NONE
""" Semoga ini menjadi kabar gembira bagi yang belum dapat tiket nya , informasi mengenai penjualan tiket akan kami umumkan dalam waktu dekat "" tambah nya .",,[],[],NONE
""" Ini akan menjadi kota dengan zero emission yang pertama , kalau bisa nanti ditindaklanjuti ke penggunaan listrik yang lainnya . Pagar Alam akan menjadi kota pertama di Indonesia yang menggunakan energi hijau , "" kata Jokowi dalam Apresiasi Kota Pagar Alam sebagai Kota Energi Hijau , Senin ( 24 / 1 ) .",,"[{'aspect': 'Pagar Alam', 'opinion': 'akan menjadi kota dengan zero emission yang pertama', 'sentiment': 'positive'}, {'aspect': 'Pagar Alam', 'opinion': 'akan menjadi kota pertama di Indonesia yang menggunakan energi hijau', 'sentiment': 'positive'}]","[{'aspect': 'Kota Pagar Alam', 'opinion': 'zero emission', 'sentiment': 'positive'}]","( Kota Pagar Alam, zero emission, positive )"
"Melonjak 6,23 % dari hari sebelumnya .",,[],[],NONE
"Sementara itu , pada akhir pekan ganjil genap ada penambahan tiga lokasi ganjil genap yaitu di sejumlah kawasan wisata seperti Taman Impian Jaya Ancol , Taman Mini Indonesia , dan Ragunan .",,[],[],NONE
"Jumlah cadangan terbukti gas ini masih bisa semakin meningkat , terutama bila kegiatan eksplorasi hulu minyak dan gas bumi ( migas ) terus digalakkan .",,"[{'aspect': 'gas', 'opinion': 'masih bisa semakin meningkat', 'sentiment': 'positive'}]","[{'aspect': 'Jumlah cadangan', 'opinion': 'masih bisa semakin meningkat', 'sentiment': 'positive'}]","( Jumlah cadangan, masih bisa semakin meningkat, positive )"
"Misalnya dari wilayah Lengkong ke Sagaranten , sekarang 99 Km , dengan JTS dibangun cukup 23 Km Ia juga menegaskan pembangunan JTS juga akan mendongkrak potensi desa wisata .",,"[{'aspect': 'JTS', 'opinion': 'cukup 23 Km', 'sentiment': 'positive'}, {'aspect': 'pembangunan JTS', 'opinion': 'akan mendongkrak potensi desa wisata', 'sentiment': 'positive'}]","[{'aspect': 'JTS', 'opinion': 'akan mendongkrak potensi desa wisata', 'sentiment': 'positive'}]","( JTS, akan mendongkrak potensi desa wisata, positive )"
"Sebab , ia merupakan kepala negara kedua yang singgah di kota tersebut setelah Proklamator sekaligus Presiden pertama RI Soekarno .",,[],[],NONE
"Kemudian , Amdal sudah terbit pada 2016 .",,[],[],NONE
"Bahkan , pada 2020 tercatat porsi impor mencapai 80 % dari total kebutuhan LPG nasional .",,"[{'aspect': 'porsi impor', 'opinion': 'mencapai 80 %', 'sentiment': 'negative'}]",[],NONE
""" IMDP telah menangkap seorang pria yang mencoba melewati garis keamanan AT & T ' s Playoff Playlist Live di Monument Circle , "" pernyataan resmi IMDP seperti diberitakan Aceshowbiz pada Minggu ( 9 / 1 ) . "" Petugas IMPD menanggapi , menggeledah tas nya dan tidak menemukan bahan peledak , "" lanjut mereka . Saat ini , pria tersebut masih ditahan dan diselidiki di kantor polisi . Polisi juga pastikan tidak ada ancaman lanjutan dan memastikan konser berlanjut sesuai rencana . Keterangan pihak berwenang lainnya menyebut pria itu berusaha menerobos antrean dalam konser dengan memberi tahu orang di sekitar nya bahwa ia memiliki bom di dalam ransel nya . Akibat kejadian tersebut , konser Doja Cat sempat tertunda beberapa saat , namun kembali berlanjut usai penangkapan . Hingga Senin ( 9 / 1 ) pihak Doja Cat belum memberikan pernyataan terkait insiden tersebut . Sebelumnya , Doja Cat harus batal tampil di sisa tur iHeartRadio Jingle Ball pada Desember lalu . Hal itu disebabkan karena diri nya positif Covid - 19 . "" Saya sedih untuk membagikan bahwa saya baru saja dites positif ( Covid - 19 ) juga dan tidak akan lagi dapat tampil di sisa iHeartRadio Jingle Ball Tour , "" tulis Doja dalam sebuah pernyataan yang dibagikan di Instagram . Doja Cat mengaku semangat nya turun karena batal tampil di konser yang akan berlangsung di Philadelphia , Washington D.C. , Atlanta , dan Miami . Namun , ia menyebut kondisi nya baik-baik saja dan berharap segera pulih . Konser anak-anak yang diselenggarakan di Korea Utara menampilkan propaganda anti- Amerika Serikat hingga pencegahan Covid - 19 .",,"[{'aspect': 'pria', 'opinion': 'mencoba melewati garis keamanan', 'sentiment': 'negative'}, {'aspect': 'Petugas IMPD', 'opinion': 'tidak menemukan bahan peledak', 'sentiment': 'positive'}, {'aspect': 'konser', 'opinion': 'tidak ada ancaman lanjutan', 'sentiment': 'positive'}, {'aspect': 'pria', 'opinion': 'berusaha menerobos antrean', 'sentiment': 'negative'}, {'aspect': 'pria', 'opinion': 'memiliki bom', 'sentiment': 'negative'}, {'aspect': 'konser Doja Cat', 'opinion': 'tertunda', 'sentiment': 'negative'}, {'aspect': 'Doja Cat', 'opinion': 'harus batal tampil', 'sentiment': 'negative'}, {'aspect': 'Doja Cat', 'opinion': 'positif Covid - 19', 'sentiment': 'negative'}, {'aspect': 'Doja Cat', 'opinion': 'positif ( Covid - 19 )', 'sentiment': 'negative'}, {'aspect': 'Doja', 'opinion': 'tidak akan lagi dapat tampil', 'sentiment': 'negative'}, {'aspect': 'Doja Cat', 'opinion': 'semangat nya turun', 'sentiment': 'negative'}, {'aspect': 'Doja Cat', 'opinion': 'batal tampil', 'sentiment': 'negative'}, {'aspect': 'Konser anak-anak', 'opinion': 'menampilkan propaganda anti- Amerika', 'sentiment': 'negative'}]","[{'aspect': 'konser', 'opinion': 'tertunda beberapa saat', 'sentiment': 'negative'}, {'aspect': 'pria', 'opinion': 'berusaha menerobos antrean', 'sentiment': 'negative'}, {'aspect': 'pria', 'opinion': 'tidak akan lagi dapat tampil di sisa iHeartRadio Jingle Ball', 'sentiment': 'negative'}, {'aspect': 'pria', 'opinion': 'tidak akan lagi dapat tampil di sisa iHeartRadio Jingle Ball', 'sentiment': 'negative'}]","( konser, tertunda beberapa saat, negative ) ; ( pria, berusaha menerobos antrean, negative ) ; ( pria, tidak akan lagi dapat tampil di sisa iHeartRadio Jingle Ball, negative ) ; ( pria, tidak akan lagi dapat tampil di sisa iHeartRadio Jingle Ball, negative )"
"Sementara itu , status vaksinasi West tidak diketahui .",,"[{'aspect': 'status vaksinasi West', 'opinion': 'tidak diketahui', 'sentiment': 'negative'}]","[{'aspect': 'status vaksinasi West', 'opinion': 'tidak diketahui', 'sentiment': 'negative'}]","( status vaksinasi West, tidak diketahui, negative )"
Prancis memimpin koalisi tahun ini yang mencakup negara-negara di Eropa Timur - wilayah yang paling bergantung pada batu bara di benua itu - untuk mendapatkan energi nuklir dan gas alam yang diklasifikasikan sebagai investasi berkelanjutan .,,[],[],NONE
"Data BPS menunjukkan , Indonesia masih mengimpor barang migas , pupuk , minyak nabati , kulit hingga tekstil .",,[],[],"( Indonesia, masih mengimpor barang migas, kulit hingga tekstil, negative )"
"Kanye menikah dengan Kim Kardashian , sosialita ternama yang menjadi bagian dari keluarga Kardashian . Pihak asosiasi promotor menilai konser musik nantinya sudah bisa dijalankan meski belum diketahui secara pasti kapan pandemi akan berakhir .",,[],"[{'aspect': 'konser musik', 'opinion': 'sudah bisa dijalankan', 'sentiment': 'positive'}]","( konser musik, sudah bisa dijalankan, positive )"
"Tayang di SCTV , Trio Gabut Kursus Imam dibintangi oleh Billy Syahputra , Ge Pamungkas dan Harta Yudana .",,[],[],NONE
Para pebalap MotoGP akan mulai mengaspal untuk menjalani sesi FP1 pada pukul 09.50 - 10.35 WIB .,,[],[],NONE
"Namun , dia mengatakan persyaratan tergantung pada status hubungan luar negeri negara pengimpor dengan Rusia .",,[],[],NONE
"Di penginapan ini , Anda bisa merasakan pengalaman berbeda menginap di kamar dengan view Monkey Forest yang langsung terhampar indah langsung di luar jendela kamar .",,"[{'aspect': 'penginapan', 'opinion': 'merasakan pengalaman berbeda', 'sentiment': 'positive'}]","[{'aspect': 'menginap', 'opinion': 'bisa merasakan pengalaman berbeda', 'sentiment': 'positive'}, {'aspect': 'view Monkey Forest', 'opinion': 'langsung terhampar indah', 'sentiment': 'positive'}]","( menginap, bisa merasakan pengalaman berbeda, positive ) ; ( view Monkey Forest, langsung terhampar indah, positive )"
Jalan Gatot Subroto 9 .,,[],[],NONE
Para penonton terlihat tidak menjaga jarak dan beberapa tak menggunakan masker .,,"[{'aspect': 'penonton', 'opinion': 'tidak menjaga jarak', 'sentiment': 'negative'}, {'aspect': 'penonton', 'opinion': 'tak menggunakan masker', 'sentiment': 'negative'}]","[{'aspect': 'penonton', 'opinion': 'tidak menjaga jarak', 'sentiment': 'negative'}, {'aspect': 'penonton', 'opinion': 'tak menggunakan masker', 'sentiment': 'negative'}]","( penonton, tidak menjaga jarak, negative ) ; ( penonton, tak menggunakan masker, negative )"
"Jumlah cadangan terbukti gas ini masih bisa semakin meningkat , terutama bila kegiatan eksplorasi hulu minyak dan gas bumi ( migas ) terus digalakkan .",,"[{'aspect': 'gas', 'opinion': 'masih bisa semakin meningkat', 'sentiment': 'positive'}]","[{'aspect': 'Jumlah cadangan', 'opinion': 'masih bisa semakin meningkat', 'sentiment': 'positive'}]","( Jumlah cadangan, masih bisa semakin meningkat, positive )"
""" Kami telah melalui begitu banyak hal dan semua itu belum siap . Saya minta maaf , "" kata Adele .",,"[{'aspect': 'Adele', 'opinion': 'belum siap', 'sentiment': 'negative'}]","[{'aspect': 'Adele', 'opinion': 'belum siap', 'sentiment': 'negative'}]","( Adele, belum siap, negative )"
"CNBC Indonesia mencatat , Raffi memiliki beberapa sumber pendapatan utama di antara nya adalah konten YouTube , acara televisi , menjadi duta merek ( brand ambassador ) hingga iklan dan endorsement dari akun Instagram .",,[],[],NONE
"Ini akan menjadi sentimen yang kuat untuk harga gas , tambah mereka .",,[],"[{'aspect': 'harga gas', 'opinion': 'kuat', 'sentiment': 'positive'}]","( harga gas, kuat, positive )"
"Sumber energi utama Kota Pagar Alam berasal dari 3 pembangkit EBT yakni Pembangkit Listrik Tenaga Minihidro ( PLTM ) Green Lahat dengan kapasitas 9,99 Megawatt , Pembangkit Listrik Tenaga Panas Bumi ( PLTP ) Lumut Balai dengan kapasitas 55 Megawatt , dan PLTP Rantau Dedap dengan kapasitas 91,2 Megawatt .",,[],[],NONE
"Sebab , tidak hanya sekali , The Fed bisa menaikkan suku bunga hingga 3 kali di tahun ini .",,"[{'aspect': 'The Fed', 'opinion': 'bisa menaikkan suku bunga hingga 3 kali', 'sentiment': 'negative'}]","[{'aspect': 'The Fed', 'opinion': 'bisa menaikkan suku bunga hingga 3 kali', 'sentiment': 'positive'}]","( The Fed, bisa menaikkan suku bunga hingga 3 kali, positive )"
"Menurut nya , tak ada hal yang perlu dikhawatirkan terkait hal itu .",,[],"[{'aspect': 'hal itu', 'opinion': 'tak ada hal yang perlu dikhawatirkan', 'sentiment': 'positive'}]","( hal itu, tak ada hal yang perlu dikhawatirkan, positive )"
""" Apabila salah satu izin nya tak keluar , maka konser tidak boleh dilaksanakan , "" kata Asep . BTS akan melanjutkan konser Permission to Dance di Las Vegas , Amerika Serikat .",,[],[],NONE
Face ID iPhone SE 3 juga dikabarkan akan memiliki fitur Face ID .,,[],[],NONE
"Di Indonesia , Badan Pengawas Perdagangan Berjangka Komoditi ( Bappebti ) memasukkan Binomo dalam daftar investasi bodong karena tidak terdaftar dan berizin dari regulator tanah air .",,"[{'aspect': 'Binomo', 'opinion': 'investasi bodong', 'sentiment': 'negative'}, {'aspect': 'Binomo', 'opinion': 'tidak terdaftar dan berizin', 'sentiment': 'negative'}]","[{'aspect': 'Binomo', 'opinion': 'daftar investasi bodong', 'sentiment': 'negative'}, {'aspect': 'Binomo', 'opinion': 'tidak terdaftar dan berizin', 'sentiment': 'negative'}]","( Binomo, daftar investasi bodong, negative ) ; ( Binomo, tidak terdaftar dan berizin, negative )"
