input,output,se_order,paradigm
The exotic food is beautifully presented and is a delight in delicious combinations .,"1,2,food style_options,4,5,POS,1,2,food quality,9,9,POS",acos,extraction
Service is not what one would expect from a joint in this price category .,"0,0,service general,2,6,NEG",acos,extraction
skip dessert .,"1,1,food quality,0,0,NEG",acos,extraction
Sauce was watery and the food did n ' t have much flavor .,"0,0,food quality,2,2,NEG,5,5,food quality,6,12,NEG",acos,extraction
"This is such a lovely , peaceful place to eat outside .","7,7,ambience general,4,4,POS,7,7,ambience general,6,6,POS",acos,extraction
Highly recommend it !,"-1,-1,restaurant general,1,1,POS",acos,extraction
We had the lobster sandwich and it was FANTASTIC .,"3,4,food quality,8,8,POS",acos,extraction
Rao ' s has the best service and atmosphere in NYC .,"6,6,service general,5,5,POS,8,8,ambience general,5,5,POS",acos,extraction
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion . . . a bucket of food literally .,"8,11,food style_options,15,15,POS",acos,extraction
"It is nearly impossible to get a table , so if you ever have the chance to go here for dinner , DO NOT pass it up .","-1,-1,restaurant general,22,26,POS",acos,extraction
The service is good and ambience is good for a date or group outing .,"1,1,service general,3,3,POS,5,5,ambience general,3,3,POS",acos,extraction
This is the kind of place you ' d like to take all your friends to and still keep a secret .,"5,5,restaurant miscellaneous,9,9,POS",acos,extraction
I would highly recommend .,"-1,-1,restaurant general,2,3,POS",acos,extraction
I do n ' t think I would go again .,"-1,-1,restaurant general,1,9,NEG",acos,extraction
"The kitchen however , is almost always slow .","1,1,service general,7,7,NEG",acos,extraction
You will find yourself returning quite often .,"-1,-1,restaurant general,4,6,POS",acos,extraction
great toppings definitely a place you need to check out for late night munchies or a mid day boost !,"1,1,food quality,0,0,POS,4,4,restaurant miscellaneous,0,0,POS",acos,extraction
The workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .,"7,7,food style_options,15,15,NEG",acos,extraction
"If you venture off the island of Manhattan and ca n ' t seem to find a great Italian restaurant , drive to Corona .","23,23,restaurant general,17,17,POS",acos,extraction
My son and his girlfriend both wanted cheeseburgers and they were huge !,"7,7,food style_options,11,11,NEU",acos,extraction
"He served me an Uni Hand roll , which I never had before , and let me tell you . . . IT WAS HEAVEN !","4,6,food quality,24,24,POS",acos,extraction
This place is a must visit !,"1,1,restaurant general,4,5,POS",acos,extraction
"The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .","1,1,food quality,3,3,POS,8,9,food quality,3,3,POS,14,14,food quality,3,3,POS,19,19,service general,21,23,POS",acos,extraction
The Four Seasons restaurant is a great experience .,"0,3,restaurant general,6,6,POS",acos,extraction
Mermaid Inn is an overall good restaurant with really good seafood .,"10,10,food quality,5,5,POS,0,1,restaurant general,5,5,POS",acos,extraction
Service was also very good .,"0,0,service general,4,4,POS",acos,extraction
Service was very prompt but slightly rushed .,"0,0,service general,3,3,POS,0,0,service general,6,6,POS",acos,extraction
Try the lobster teriyaki and the rose special roll .,"2,3,food quality,0,0,POS,6,8,food quality,0,0,POS",acos,extraction
Their pad penang is delicious and everything else is fantastic .,"1,2,food quality,4,4,POS,-1,-1,food quality,9,9,POS",acos,extraction
"Even though its good seafood , the prices are too high .","4,4,food quality,3,3,POS,-1,-1,restaurant prices,10,10,NEG",acos,extraction
I would go back .,"-1,-1,restaurant general,2,3,POS",acos,extraction
"But after last night , Spice Grill is the only place I ' m eating indian cuisine .","15,16,food quality,8,10,POS",acos,extraction
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork .,"6,20,food quality,3,3,POS",acos,extraction
Had an awful experience at Casa la Femme on a Saturday dinner .,"5,7,restaurant general,2,2,NEG",acos,extraction
Taxan delicious !,"0,0,food quality,1,1,POS",acos,extraction
I have been to Roth ' s twice and both times were very disappointing .,"4,6,restaurant general,13,13,NEG",acos,extraction
The menu has so many fish items and oysters .,"1,1,food style_options,3,4,POS",acos,extraction
I will definetly be going back .,"-1,-1,restaurant general,4,5,POS",acos,extraction
"I paid just about $ 60 for a good meal , though : )","9,9,food quality,8,8,POS,9,9,food prices,8,8,POS",acos,extraction
"There ' s another girl who I ca n ' t describe , she is about 5 ' 6 `` with brown hair , who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said , so her uninvited opinions are often out of context and nothing to do with what you ' re *really * talking about .","4,4,service general,47,47,NEG",acos,extraction
"The space is limited so be prepared to wait up to 45 minutes - 1 hour , but be richly rewarded when you savor the delicious indo - chinese food .","1,1,restaurant miscellaneous,3,3,NEG,26,29,food quality,25,25,POS",acos,extraction
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !","-1,-1,service general,2,6,NEG",acos,extraction
wont come back again for sure !,"-1,-1,restaurant general,0,2,NEG",acos,extraction
The entertainment was great they have shows that go on through out the dinner .,"1,1,ambience general,3,3,POS",acos,extraction
"When we stumbled on Leon , we thought that we had found quite the gem BUT , we were certainly wrong .","4,4,restaurant general,19,20,NEG",acos,extraction
We asked for sides which the waiter than admitted that he forgot to put in that part of our order .,"6,6,service general,11,11,NEG",acos,extraction
There are no negatives to speak of .,"-1,-1,restaurant general,2,3,POS",acos,extraction
Got a date ? Go here !,"-1,-1,restaurant miscellaneous,4,5,POS",acos,extraction
Definitely worth the trip to Battery Park City !,"-1,-1,restaurant general,1,1,POS",acos,extraction
"The lobster knuckles ( special of the day ) were ok , but pretty tasteless .","1,2,food style_options,10,10,NEU,1,2,food quality,14,14,NEG",acos,extraction
"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .","1,1,service general,4,4,POS,1,1,service general,10,10,NEG,13,14,ambience general,15,18,NEG",acos,extraction
"I have known about this secret for the last 13 years , Emilio ( the Godfather ) has continued to serve food and wine for the gods at mortal prices .","21,21,food quality,26,26,POS,23,23,drinks quality,26,26,POS,21,21,food prices,28,28,POS,23,23,drinks prices,28,28,POS",acos,extraction
I heartily recommend .,"-1,-1,restaurant general,2,2,POS",acos,extraction
Dessert is a joke . . . dont bother,"0,0,food quality,3,3,NEG",acos,extraction
First of all Dal Bukhara Rocks .,"3,4,food quality,5,5,POS",acos,extraction
"They have a delicious banana chocolate dessert , as well as a great green tea tempura .","4,6,food quality,3,3,POS,13,15,food quality,12,12,POS",acos,extraction
"All in all , this midtown gem instantly became one of my favorite sushi restaurants in the city .","-1,-1,restaurant general,12,12,POS",acos,extraction
The food was lousy - too sweet or too salty and the portions tiny .,"1,1,food quality,3,3,NEG,1,1,food quality,5,6,NEG,1,1,food quality,8,9,NEG,12,12,food style_options,13,13,NEG",acos,extraction
If you like spicy food get the chicken vindaloo .,"7,8,food quality,5,5,POS",acos,extraction
I can not imagine better Indian food in all of the city .,"5,6,food quality,4,4,POS",acos,extraction
Good food .,"1,1,food quality,0,0,POS",acos,extraction
Prices too high for this cramped and unappealing resturant .,"8,8,restaurant prices,2,2,NEG,8,8,ambience general,5,5,NEG,8,8,ambience general,7,7,NEG",acos,extraction
"I have it a 4 instead of 5 because of the price ( just chicken tikka masala - no bread of rice - is $ 25 ) , which I would expect at a upscale Indian restaurant but this place doesn ' t have an upscale feel .","39,39,restaurant general,4,7,POS,14,16,food prices,18,21,NEG,46,46,ambience general,40,46,NEG",acos,extraction
"We thought the dessert would be better , Wrong !","3,3,food quality,8,8,NEG",acos,extraction
The food is a diamond in rough - - the food is delicious and homemade with the perfect balance of herbs and tomatoes .,"1,1,food quality,4,4,POS,18,22,food quality,17,17,POS",acos,extraction
It was $ 14 not really bad for a pound of Pastrami - but it did n ' t have much taste - I ' ve had better for less elsewhere !,"-1,-1,food prices,4,6,NEU,-1,-1,food quality,15,21,NEG",acos,extraction
"The Four Seasons has history and it is a sort of landmark of New York City restaurants , but trust me , they will charge you through the nose just so that you can say `` I ' ve been to the four seasons restaurant `` .","0,2,restaurant miscellaneous,8,11,NEU,0,2,restaurant prices,24,28,NEG",acos,extraction
"His response was smug , arrogant , and condescending , totally consistent with his deportment on display all evening .","-1,-1,service general,3,3,NEG,-1,-1,service general,5,5,NEG,-1,-1,service general,8,8,NEG",acos,extraction
I never write on these sites but this restaurant is def worth commending !,"8,8,restaurant general,11,11,POS",acos,extraction
keep up the good work .,"-1,-1,restaurant general,3,3,POS",acos,extraction
The food is prepared quickly and efficiently .,"-1,-1,service general,4,4,POS,-1,-1,service general,6,6,POS",acos,extraction
Love their drink menu .,"2,3,drinks style_options,0,0,POS",acos,extraction
"Creative , consistent , fresh .","-1,-1,food quality,2,2,POS,-1,-1,food style_options,0,0,POS,-1,-1,food quality,4,4,POS",acos,extraction
Hands down the best pizza on the planet .,"4,4,food quality,3,3,POS",acos,extraction
"the salads are delicious , both refreshing and very spicy .","1,1,food quality,3,3,POS,1,1,food quality,6,6,POS,1,1,food quality,9,9,POS",acos,extraction
"i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check .","23,23,service general,34,34,NEG",acos,extraction
"Everytime I decide to try another place on the UES , I get angry that I did n ' t just go to Zucchero Pomodori .","23,24,restaurant general,16,22,POS",acos,extraction
"stick with the chicken , beef , and lamb dishes .","3,3,food quality,0,0,POS,5,5,food quality,0,0,POS,8,9,food quality,0,0,POS",acos,extraction
"Despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .","4,4,food style_options,3,3,NEG,-1,-1,food quality,13,14,POS,-1,-1,food style_options,16,20,POS",acos,extraction
Keep up the good work guys !,"-1,-1,restaurant general,3,3,POS",acos,extraction
"The manager came to the table and said we can do what we want , so we paid for what we did enjoy , the drinks and appetizers , and walked out .","25,25,drinks quality,22,22,POS,27,27,food quality,22,22,POS",acos,extraction
I ' ve never had bad service and the fish is fresh and delicious .,"6,6,service general,3,5,POS,9,9,food quality,11,11,POS,9,9,food quality,13,13,POS",acos,extraction
LOVE the atmosphere - felt like I was in Paris .,"2,2,ambience general,0,0,POS",acos,extraction
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .,"1,2,food quality,4,4,POS",acos,extraction
"My friends settled for rice dishes , but we came back the following day to try the dim sum , which was good . . . not outstanding , but good .","17,18,food quality,22,22,NEU,17,18,food quality,26,27,NEU",acos,extraction
first it took us a long time to find the place .,"10,10,restaurant miscellaneous,2,6,NEG",acos,extraction
Who has room for Cheesesticks with the best pizza in NYC !,"8,8,food quality,7,7,POS",acos,extraction
"It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .","4,4,restaurant miscellaneous,19,23,POS",acos,extraction
Go here for a romantic dinner but not for an all out wow dining experience .,"-1,-1,ambience general,4,4,POS",acos,extraction
Hurley ' s is like Cheers where everyone knows your name and they are ACTUALLY glad you came .,"0,2,service general,15,15,POS",acos,extraction
We could have made a meal of the yummy dumplings from the dumpling menu .,"9,9,food quality,8,8,POS",acos,extraction
"However , our main course was wonderful .","3,4,food quality,6,6,POS",acos,extraction
Appetizers took nearly an hour .,"-1,-1,service general,2,4,NEG",acos,extraction
"For authentic Thai food , look no further than Toons .","2,3,food quality,1,1,POS",acos,extraction
The view is breathtaking the service is top notch . . . the ambiance is wonderful .,"1,1,location general,3,3,POS,5,5,service general,7,8,POS,13,13,ambience general,15,15,POS",acos,extraction
"Great vibe , lots of people .","1,1,ambience general,0,0,POS",acos,extraction
Great bagels made the old - fashioned way .,"1,1,food quality,0,0,POS,1,1,food style_options,0,0,POS",acos,extraction
Only complaint is the pricing - - I believe it would be more reasonable to pay a dollar less on each item listed on the menu .,"25,25,food prices,1,1,NEG",acos,extraction
"If celebrities make you sweat , then your in for a ride , but if your like most around these parts then you ' ll just yawn and wonder whats with all the hype .","-1,-1,restaurant miscellaneous,26,26,NEG",acos,extraction
"Rather than preparing vegetarian dish , the chef presented me with a plate of steamed vegetables ( minus sauce , seasoning , or any form or aesthetic presentation ) .","3,4,food style_options,17,27,NEG",acos,extraction
"THe back garden sitting area is very pleasant , where you can see their personal herb garden .","1,4,ambience general,7,7,POS",acos,extraction
Went here on sat 1 / 26 and was disappointed .,"-1,-1,restaurant general,9,9,NEG",acos,extraction
"The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .","1,1,ambience general,3,3,POS,-1,-1,restaurant general,22,24,POS",acos,extraction
We all agreed that mare is one of the best seafood restaurants in New York .,"4,4,restaurant general,9,9,POS",acos,extraction
the bestt !,"-1,-1,restaurant general,1,1,POS",acos,extraction
This place is worth an one - hour drive .,"1,1,restaurant general,3,3,POS",acos,extraction
The duck confit is always amazing and the foie gras terrine with figs was out of this world .,"8,12,food quality,14,17,POS,1,2,food quality,5,5,POS",acos,extraction
"I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .","9,10,food quality,14,14,POS",acos,extraction
"im not necessarily fanatical about this place , but it was a fun time for low pirces .","6,6,restaurant general,3,3,POS,6,6,restaurant prices,3,3,POS",acos,extraction
"We concluded with tiramisu chocolate cake , both were delicious .","3,5,food quality,9,9,POS",acos,extraction
"Eating in , the atmosphere saves it , but at your desk , it ' s a very disappointing experience .","4,4,ambience general,5,5,POS,-1,-1,restaurant general,18,18,NEG",acos,extraction
honestly the worst sushi my husband and i had in our entire lives .,"3,3,food quality,2,2,NEG",acos,extraction
The only beverage we did receive was water in dirty glasses !,"-1,-1,service general,9,9,NEG",acos,extraction
"I showed it to the manager , and he smilingly apologized and brought us two free desserts ( but did not ask us what we wanted and so brought the last two desserts we would have asked for ) .","5,5,service general,9,9,POS",acos,extraction
"Just because it ' s cheap does NOT mean the portions are small or the food is nasty , IT IS GREAT !","15,15,food quality,21,21,POS,-1,-1,restaurant prices,5,5,POS",acos,extraction
Love Al Di La,"1,3,restaurant general,0,0,POS",acos,extraction
I ' d definitely go back again .,"-1,-1,restaurant general,4,5,POS",acos,extraction
"Cute place , nice wait staff but would never go there again .","4,5,service general,3,3,POS,1,1,ambience general,0,0,POS,1,1,restaurant general,8,9,NEG",acos,extraction
The place is a BISTRO which means : simple dishes and wine served efficiently in a bustling atmosphere .,"9,9,food style_options,8,8,POS,-1,-1,service general,12,13,POS,17,17,ambience general,16,16,POS",acos,extraction
It ' s simply the best meal in NYC .,"6,6,food quality,5,5,POS",acos,extraction
The worst excuse for Japanese food I ' ve ever encountered .,"-1,-1,restaurant miscellaneous,1,1,NEG",acos,extraction
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .","16,16,food quality,20,20,POS,23,24,food quality,26,26,POS,0,1,restaurant general,6,6,POS",acos,extraction
"Service was slow , but the people were friendly .","0,0,service general,2,2,NEG,6,6,service general,8,8,POS",acos,extraction
Cute and decorative .,"-1,-1,ambience general,0,0,POS,-1,-1,ambience general,2,2,POS",acos,extraction
"Try the crunchy tuna , it is to die for .","2,3,food quality,0,0,POS,2,3,food quality,8,9,POS",acos,extraction
"For those that go once and do n ' t enjoy it , all I can say is that they just do n ' t get it .","-1,-1,restaurant miscellaneous,10,10,POS",acos,extraction
Always busy but fast moving .,"-1,-1,service general,3,4,POS",acos,extraction
Maggot in the food !,"3,3,food quality,0,0,NEG",acos,extraction
"The decor is vibrant and eye - pleasing with several semi - private boths on the right side of the dining hall , which are great for a date .","1,1,ambience general,3,3,POS,1,1,ambience general,5,7,POS,10,13,ambience general,25,25,POS",acos,extraction
It is quite a spectacular scene i ' ll give them that .,"5,5,ambience general,4,4,POS",acos,extraction
We paid and left because we didn ' t feel like arguing any more .,"-1,-1,service general,11,11,NEG",acos,extraction
Everyone raved about the atmosphere ( elegant rooms and absolutely incomparable views ) and the fabulous food !,"4,4,ambience general,1,1,POS,7,7,ambience general,6,6,POS,11,11,location general,10,10,POS,16,16,food quality,15,15,POS",acos,extraction
"Seating is always prompt , though the restaurant does fill up in the evening .","0,0,service general,3,3,POS",acos,extraction
"Just straight up cheap , good food .","6,6,food quality,5,5,POS,6,6,food prices,3,3,POS",acos,extraction
The lox is always fresh too .,"1,1,food quality,4,4,POS",acos,extraction
The food was exceptional .,"1,1,food quality,3,3,POS",acos,extraction
Best Reuben sandwich ever !,"1,2,food quality,0,0,POS",acos,extraction
"Went here last night - nice decor , good service , but the food was surprisingly excellent .","6,6,ambience general,5,5,POS,9,9,service general,8,8,POS,13,13,food quality,16,16,POS",acos,extraction
These are overpriced and you can get better just around the corner :,"-1,-1,food prices,2,2,NEG,-1,-1,food quality,5,7,NEG",acos,extraction
It hits the spot every time,"-1,-1,restaurant general,1,3,POS",acos,extraction
"A few tips : skip the turnip cake , roast pork buns and egg custards .","6,7,food quality,4,4,NEG,9,11,food quality,4,4,NEG,13,14,food quality,4,4,NEG",acos,extraction
this is can became on e of the NY Italian Food fare institutions .,"-1,-1,restaurant general,11,12,POS",acos,extraction
"Quite frankly , this is some of the worst sushi I have ever tried .","9,9,food quality,8,8,NEG",acos,extraction
I ' ve been there three times and have always had wonderful experiences .,"-1,-1,restaurant general,11,11,POS",acos,extraction
It ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth !,"18,18,service general,11,11,POS",acos,extraction
"The wait here is long for dim sum , but if you do n ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .","1,1,service general,4,4,NEG,26,26,ambience general,23,23,NEG,-1,-1,restaurant miscellaneous,35,35,NEG",acos,extraction
Great food !,"1,1,food quality,0,0,POS",acos,extraction
"In the summer months , the back garden area is really nice .","6,8,ambience general,11,11,POS",acos,extraction
Prices are in line .,"-1,-1,restaurant prices,2,3,NEU",acos,extraction
Decor is nice though service can be spotty .,"0,0,ambience general,2,2,POS,4,4,service general,7,7,NEG",acos,extraction
"Kind , attentive wait staff .","3,4,service general,0,0,POS,3,4,service general,2,2,POS",acos,extraction
"Good , fast service .","3,3,service general,0,0,POS,3,3,service general,2,2,POS",acos,extraction
"It was served with skin , over a bed of extremely undercooked spinach and mashed potatoes .","-1,-1,food style_options,2,4,NEG,12,12,food quality,11,11,NEG",acos,extraction
The food is authentic Italian - delicious !,"1,1,food quality,3,4,POS,1,1,food quality,6,6,POS",acos,extraction
We were charged full price .,"-1,-1,service general,3,4,NEG",acos,extraction
The food was bland oily .,"1,1,food quality,3,4,NEG",acos,extraction
What a great place !,"3,3,restaurant general,2,2,POS",acos,extraction
"Great friendly service , Fast seating , Fast Delivery , Excellent sushi .","2,2,service general,0,1,POS,5,5,service general,4,4,POS,8,8,service general,4,4,POS,11,11,food quality,10,10,POS",acos,extraction
"This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .","1,1,restaurant prices,3,3,NEG,9,9,food quality,11,11,POS,16,16,service general,24,29,NEG",acos,extraction
The Prix Fixe menu is worth every penny and you get more than enough ( both in quantity AND quality ) .,"1,3,food quality,5,5,POS,1,3,food style_options,5,5,POS,1,3,food prices,5,5,POS",acos,extraction
"This was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater .","-1,-1,food quality,9,9,POS,-1,-1,ambience general,3,4,POS,-1,-1,ambience general,6,6,POS",acos,extraction
Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .,"0,1,food quality,3,3,NEG,5,7,food quality,12,12,NEG,-1,-1,ambience general,20,20,NEG,-1,-1,ambience general,22,22,NEG",acos,extraction
The frizzy retro girl ( with winged / Dame Edna glasses ) will yell at you if you try to order a drink .,"3,3,service general,1,1,NEG",acos,extraction
"Servers are all different , Greg is my favorite .","5,5,service general,8,8,POS",acos,extraction
Definitely a great spot for a nice occasion or date .,"3,3,restaurant miscellaneous,2,2,POS",acos,extraction
Loved it !,"-1,-1,restaurant general,0,0,POS",acos,extraction
To top it all off . . the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant .,"-1,-1,service general,48,51,NEG",acos,extraction
There is a downside if you ' re ordering in - - the delivery guys have MAJOR attitude .,"13,14,service general,3,3,NEG",acos,extraction
We will definitely go back .,"-1,-1,restaurant general,3,4,POS",acos,extraction
"The service varys from day to day - sometimes they ' re very nice , and sometimes not .","1,1,service general,2,2,NEG",acos,extraction
food was luke warm .,"0,0,food quality,2,3,NEG",acos,extraction
Somehow working the italian charm with constant mille grazie does not constitute proper service .,"13,13,service general,10,12,NEG",acos,extraction
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE .,"-1,-1,restaurant general,7,7,NEG",acos,extraction
Great pizza and fantastic service .,"1,1,food quality,0,0,POS,4,4,service general,3,3,POS",acos,extraction
so delicious ! ! ! ! ! !,"-1,-1,food quality,1,1,POS",acos,extraction
My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin .,"1,1,food quality,3,3,NEG",acos,extraction
I had a great experience .,"-1,-1,restaurant general,3,3,POS",acos,extraction
The only thing that my friend left out is that when we sat down at the bar the bartender disappeared .,"18,18,service general,19,19,NEG",acos,extraction
The service was excellent - friendly and attentive .,"1,1,service general,3,3,POS,1,1,service general,5,5,POS,1,1,service general,7,7,POS",acos,extraction
The potato balls were not dry at all . . . in fact it was buttery .,"1,2,food quality,4,5,POS",acos,extraction
Best Taiwanese food in NY !,"1,2,food quality,0,0,POS",acos,extraction
The place is beautiful !,"1,1,ambience general,3,3,POS",acos,extraction
"All in all , the food was great ( except for the dessserts ) .","5,5,food quality,7,7,POS",acos,extraction
Quite simply it ' s like stepping out of Manhattan and into a haven of tranquility .,"-1,-1,ambience general,12,15,POS",acos,extraction
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,"3,4,service general,18,19,NEG",acos,extraction
Everyone must come here at least once .,"-1,-1,restaurant general,2,6,POS",acos,extraction
it ' s the only place you can get yummy authentic japanese comfort food .,"11,13,food quality,9,10,POS",acos,extraction
Priced at upper intermediate range .,"-1,-1,restaurant prices,2,3,NEG",acos,extraction
"whoever the jazz duo was , they were on POINT .","2,3,ambience general,8,9,POS",acos,extraction
I would not expect this for a $ 55 dinner .,"9,9,food quality,1,3,NEG,9,9,food prices,7,8,NEG",acos,extraction
I was pleasantly surprised to find this gem in Hoboken .,"-1,-1,restaurant general,2,3,POS",acos,extraction
"I wanted to go there to see if it was worth it and sadly , curiousity got the best of me and I paid dearly for it .","-1,-1,restaurant general,13,13,NEG,-1,-1,restaurant prices,23,26,NEG",acos,extraction
"The service is ok , some of the people did n ' t get what they asked for .","1,1,service general,3,3,NEU",acos,extraction
"The dessert ( we had a pear torte ) was good - but , once again , the staff was unable to provide appropriate drink suggestions .","6,7,food quality,10,10,POS,18,18,service general,20,22,NEG",acos,extraction
Food is excellent .,"0,0,food quality,2,2,POS",acos,extraction
"I also ordered the Change Mojito , which was out of this world .","4,5,drinks quality,9,12,POS",acos,extraction
Beautiful experience .,"-1,-1,restaurant general,0,0,POS",acos,extraction
I ' ve enjoyed 99 % of the dishes we ' ve ordered with the only exceptions being the occasional too - authentic - for - me dish ( I ' m a daring eater but not THAT daring ) .,"8,8,food quality,3,3,POS,27,27,food quality,20,26,NEG",acos,extraction
The sangria was pretty tasty and good on a hot muggy day .,"1,1,drinks quality,4,4,POS,1,1,drinks quality,6,6,POS",acos,extraction
"Love this place , every time we are in the city this is one of the places we always go .","2,2,restaurant general,0,0,POS",acos,extraction
The staff is very good .,"1,1,service general,4,4,POS",acos,extraction
"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .","-1,-1,ambience general,5,5,NEU,11,11,ambience general,13,13,POS,19,20,food quality,18,18,POS",acos,extraction
I recently tried Suan and I thought that it was great .,"3,3,restaurant general,10,10,POS",acos,extraction
"Service , however , was excellent . . . and I liked the setting / atmosphere a lot .","0,0,service general,5,5,POS,13,15,ambience general,11,11,POS",acos,extraction
"After all that , they complained to me about the small tip .","-1,-1,service general,5,5,NEG",acos,extraction
Service was quick .,"0,0,service general,2,2,POS",acos,extraction
"Cool atmosphere , the fire place in the back really ads to it but needs a bit more heat throughout on a cold night .","1,1,ambience general,0,0,POS,4,5,ambience general,9,12,POS",acos,extraction
it is not consistent .,"-1,-1,restaurant general,2,3,NEG",acos,extraction
my favorite place lol,"2,2,restaurant general,1,1,POS",acos,extraction
First went here to enjoy their garden terrace .,"6,7,ambience general,4,4,POS",acos,extraction
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan .,"1,3,food quality,5,10,POS",acos,extraction
"I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","3,4,food quality,1,1,POS,6,7,food quality,1,1,POS,10,11,food quality,1,1,POS,15,18,food quality,1,1,POS",acos,extraction
"Maybe it was the great company ( I had friends visiting from Philly – yes , it was not a date this time ) or the super reasonable price point , but I just can ’ t say enough good things about this brasserie .","43,43,restaurant general,39,39,POS,43,43,restaurant prices,39,39,POS",acos,extraction
The wine list is extensive and impressive .,"1,2,drinks style_options,4,4,POS,1,2,drinks style_options,6,6,POS",acos,extraction
The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand .,"1,1,service general,15,15,NEG",acos,extraction
"The bagels always warm , soft on the inside , crispy on the outside and enormous in size .","1,1,food quality,3,3,POS,1,1,food quality,5,5,POS,1,1,food quality,10,10,POS,1,1,food style_options,15,15,POS",acos,extraction
Mizu is home to creative and unique rolls not to found anywhere else .,"7,7,food style_options,6,6,POS",acos,extraction
All in all we ' re already coming up with excuses to go ahead really soon in the next few wks ! ! ! !,"-1,-1,restaurant general,12,15,POS",acos,extraction
I will NEVER return .,"-1,-1,restaurant general,2,3,NEG",acos,extraction
"Both times I was extremely dissappointed by the service , which was boarderline rude .","8,8,service general,5,5,NEG,8,8,service general,13,13,NEG",acos,extraction
Go hungry and enjoy .,"-1,-1,restaurant general,3,3,POS",acos,extraction
My boyfriend had Prime Rib it was good .,"3,4,food quality,7,7,POS",acos,extraction
We had a great time at the Jekyll and hyde Pub last night .,"7,10,restaurant general,3,4,POS",acos,extraction
The real problem I had with this place was the complete lack of service .,"13,13,service general,11,12,NEG",acos,extraction
"Terrible , terrible management - deserves to be shut - down .","3,3,service general,0,0,NEG,3,3,service general,2,2,NEG,-1,-1,restaurant general,5,10,NEG",acos,extraction
Try their chef ' s specials - - they are to die for .,"2,5,food quality,0,0,POS,2,5,food quality,11,12,POS",acos,extraction
"While the ambiance and atmosphere were great , the food and service could have been a lot better .","2,2,ambience general,6,6,POS,4,4,ambience general,6,6,POS,9,9,food quality,12,17,NEG,11,11,service general,12,17,NEG",acos,extraction
"Small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .","8,8,food quality,10,11,NEG,15,15,food quality,19,19,POS,1,4,food general,0,0,NEG",acos,extraction
Great find in the West Village !,"-1,-1,restaurant general,0,0,POS",acos,extraction
I absolutely love this place ! ! !,"4,4,restaurant general,2,2,POS",acos,extraction
I loved this place ! !,"3,3,restaurant general,1,1,POS",acos,extraction
The characters really make for an enjoyable experience .,"1,1,ambience general,6,6,POS",acos,extraction
Raymond the bartender rocks !,"0,0,service general,3,3,POS",acos,extraction
The food is amazing . . . especially if you get the Chef ' s tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,"1,1,food quality,3,3,POS,31,33,drinks style_options,30,30,POS,12,16,food quality,19,19,POS",acos,extraction
I come here enjoy very much with husband .,"-1,-1,restaurant general,3,3,POS",acos,extraction
I LOVE their Thai,"3,3,food quality,1,1,POS",acos,extraction
AMAZING MY FAVORITE ! ! !,"-1,-1,restaurant general,2,2,POS",acos,extraction
I felt as though I were eating in Paris .,"-1,-1,food quality,6,8,POS",acos,extraction
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .","9,9,food quality,12,12,NEG,22,22,food quality,15,18,NEG",acos,extraction
I couldn ' t even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach .,"-1,-1,food style_options,1,5,NEG",acos,extraction
