input,output,se_order,paradigm
"He served me an Uni Hand roll , which I never had before , and let me tell you . . . IT WAS HEAVEN !","( Uni Hand roll , food quality , HEAVEN , positive )",acos,extraction
This place is a must visit !,"( place , restaurant general , must visit , positive )",acos,extraction
"The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .","( food , food quality , delicious , positive ) ; ( halibut special , food quality , delicious , positive ) ; ( steak , food quality , delicious , positive ) ; ( service , service general , top - notch , positive )",acos,extraction
The Four Seasons restaurant is a great experience .,"( The Four Seasons restaurant , restaurant general , great , positive )",acos,extraction
Mermaid Inn is an overall good restaurant with really good seafood .,"( seafood , food quality , good , positive ) ; ( Mermaid Inn , restaurant general , good , positive )",acos,extraction
Service was also very good .,"( Service , service general , good , positive )",acos,extraction
Service was very prompt but slightly rushed .,"( Service , service general , prompt , positive ) ; ( Service , service general , rushed , positive )",acos,extraction
Try the lobster teriyaki and the rose special roll .,"( lobster teriyaki , food quality , Try , positive ) ; ( rose special roll , food quality , Try , positive )",acos,extraction
Their pad penang is delicious and everything else is fantastic .,"( pad penang , food quality , delicious , positive ) ; ( NULL , food quality , fantastic , positive )",acos,extraction
"Even though its good seafood , the prices are too high .","( seafood , food quality , good , positive ) ; ( NULL , restaurant prices , high , negative )",acos,extraction
I would go back .,"( NULL , restaurant general , go back , positive )",acos,extraction
"But after last night , Spice Grill is the only place I ' m eating indian cuisine .","( indian cuisine , food quality , the only place , positive )",acos,extraction
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork .,"( egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork , food quality , love , positive )",acos,extraction
Had an awful experience at Casa la Femme on a Saturday dinner .,"( Casa la Femme , restaurant general , awful , negative )",acos,extraction
Taxan delicious !,"( Taxan , food quality , delicious , positive )",acos,extraction
I have been to Roth ' s twice and both times were very disappointing .,"( Roth ' s , restaurant general , disappointing , negative )",acos,extraction
The menu has so many fish items and oysters .,"( menu , food style_options , so many , positive )",acos,extraction
I will definetly be going back .,"( NULL , restaurant general , going back , positive )",acos,extraction
"I paid just about $ 60 for a good meal , though : )","( meal , food quality , good , positive ) ; ( meal , food prices , good , positive )",acos,extraction
"There ' s another girl who I ca n ' t describe , she is about 5 ' 6 `` with brown hair , who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said , so her uninvited opinions are often out of context and nothing to do with what you ' re *really * talking about .","( girl , service general , uninvited , negative )",acos,extraction
"The space is limited so be prepared to wait up to 45 minutes - 1 hour , but be richly rewarded when you savor the delicious indo - chinese food .","( space , restaurant miscellaneous , limited , negative ) ; ( indo - chinese food , food quality , delicious , positive )",acos,extraction
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !","( NULL , service general , not helpful in the least , negative )",acos,extraction
wont come back again for sure !,"( NULL , restaurant general , wont come back , negative )",acos,extraction
The entertainment was great they have shows that go on through out the dinner .,"( entertainment , ambience general , great , positive )",acos,extraction
"When we stumbled on Leon , we thought that we had found quite the gem BUT , we were certainly wrong .","( Leon , restaurant general , certainly wrong , negative )",acos,extraction
We asked for sides which the waiter than admitted that he forgot to put in that part of our order .,"( waiter , service general , forgot , negative )",acos,extraction
There are no negatives to speak of .,"( NULL , restaurant general , no negatives , positive )",acos,extraction
Got a date ? Go here !,"( NULL , restaurant miscellaneous , Go here , positive )",acos,extraction
Definitely worth the trip to Battery Park City !,"( NULL , restaurant general , worth , positive )",acos,extraction
"The lobster knuckles ( special of the day ) were ok , but pretty tasteless .","( lobster knuckles , food style_options , ok , neutral ) ; ( lobster knuckles , food quality , tasteless , negative )",acos,extraction
"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .","( staff , service general , nice , positive ) ; ( staff , service general , stressed , negative ) ; ( unisex bathroom , ambience general , needs to be cleaned , negative )",acos,extraction
"I have known about this secret for the last 13 years , Emilio ( the Godfather ) has continued to serve food and wine for the gods at mortal prices .","( food , food quality , gods , positive ) ; ( wine , drinks quality , gods , positive ) ; ( food , food prices , mortal , positive ) ; ( wine , drinks prices , mortal , positive )",acos,extraction
I heartily recommend .,"( NULL , restaurant general , recommend , positive )",acos,extraction
Dessert is a joke . . . dont bother,"( Dessert , food quality , joke , negative )",acos,extraction
First of all Dal Bukhara Rocks .,"( Dal Bukhara , food quality , Rocks , positive )",acos,extraction
"They have a delicious banana chocolate dessert , as well as a great green tea tempura .","( banana chocolate dessert , food quality , delicious , positive ) ; ( green tea tempura , food quality , great , positive )",acos,extraction
"All in all , this midtown gem instantly became one of my favorite sushi restaurants in the city .","( NULL , restaurant general , favorite , positive )",acos,extraction
The food was lousy - too sweet or too salty and the portions tiny .,"( food , food quality , lousy , negative ) ; ( food , food quality , too sweet , negative ) ; ( food , food quality , too salty , negative ) ; ( portions , food style_options , tiny , negative )",acos,extraction
If you like spicy food get the chicken vindaloo .,"( chicken vindaloo , food quality , get , positive )",acos,extraction
I can not imagine better Indian food in all of the city .,"( Indian food , food quality , better , positive )",acos,extraction
Good food .,"( food , food quality , Good , positive )",acos,extraction
Prices too high for this cramped and unappealing resturant .,"( resturant , restaurant prices , high , negative ) ; ( resturant , ambience general , cramped , negative ) ; ( resturant , ambience general , unappealing , negative )",acos,extraction
"I have it a 4 instead of 5 because of the price ( just chicken tikka masala - no bread of rice - is $ 25 ) , which I would expect at a upscale Indian restaurant but this place doesn ' t have an upscale feel .","( place , restaurant general , 4 instead of 5 , positive ) ; ( chicken tikka masala , food prices , no bread of rice , negative ) ; ( feel , ambience general , doesn ' t have an upscale feel , negative )",acos,extraction
"We thought the dessert would be better , Wrong !","( dessert , food quality , Wrong , negative )",acos,extraction
The food is a diamond in rough - - the food is delicious and homemade with the perfect balance of herbs and tomatoes .,"( food , food quality , diamond , positive ) ; ( balance of herbs and tomatoes , food quality , perfect , positive )",acos,extraction
It was $ 14 not really bad for a pound of Pastrami - but it did n ' t have much taste - I ' ve had better for less elsewhere !,"( NULL , food prices , not really bad , neutral ) ; ( NULL , food quality , did n ' t have much taste , negative )",acos,extraction
"The Four Seasons has history and it is a sort of landmark of New York City restaurants , but trust me , they will charge you through the nose just so that you can say `` I ' ve been to the four seasons restaurant `` .","( The Four Seasons , restaurant miscellaneous , a sort of landmark , neutral ) ; ( The Four Seasons , restaurant prices , charge you through the nose , negative )",acos,extraction
"His response was smug , arrogant , and condescending , totally consistent with his deportment on display all evening .","( NULL , service general , smug , negative ) ; ( NULL , service general , arrogant , negative ) ; ( NULL , service general , condescending , negative )",acos,extraction
I never write on these sites but this restaurant is def worth commending !,"( restaurant , restaurant general , worth , positive )",acos,extraction
keep up the good work .,"( NULL , restaurant general , good , positive )",acos,extraction
The food is prepared quickly and efficiently .,"( NULL , service general , quickly , positive ) ; ( NULL , service general , efficiently , positive )",acos,extraction
Love their drink menu .,"( drink menu , drinks style_options , Love , positive )",acos,extraction
"Creative , consistent , fresh .","( NULL , food quality , consistent , positive ) ; ( NULL , food style_options , Creative , positive ) ; ( NULL , food quality , fresh , positive )",acos,extraction
Hands down the best pizza on the planet .,"( pizza , food quality , best , positive )",acos,extraction
"the salads are delicious , both refreshing and very spicy .","( salads , food quality , delicious , positive ) ; ( salads , food quality , refreshing , positive ) ; ( salads , food quality , spicy , positive )",acos,extraction
"i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check .","( waiter , service general , bad , negative )",acos,extraction
"Everytime I decide to try another place on the UES , I get angry that I did n ' t just go to Zucchero Pomodori .","( Zucchero Pomodori , restaurant general , did n ' t just go to , positive )",acos,extraction
"stick with the chicken , beef , and lamb dishes .","( chicken , food quality , stick , positive ) ; ( beef , food quality , stick , positive ) ; ( lamb dishes , food quality , stick , positive )",acos,extraction
"Despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .","( menu , food style_options , limited , negative ) ; ( NULL , food quality , ultra fresh , positive ) ; ( NULL , food style_options , a work of food art , positive )",acos,extraction
Keep up the good work guys !,"( NULL , restaurant general , good , positive )",acos,extraction
"The manager came to the table and said we can do what we want , so we paid for what we did enjoy , the drinks and appetizers , and walked out .","( drinks , drinks quality , enjoy , positive ) ; ( appetizers , food quality , enjoy , positive )",acos,extraction
I ' ve never had bad service and the fish is fresh and delicious .,"( service , service general , never had bad , positive ) ; ( fish , food quality , fresh , positive ) ; ( fish , food quality , delicious , positive )",acos,extraction
LOVE the atmosphere - felt like I was in Paris .,"( atmosphere , ambience general , LOVE , positive )",acos,extraction
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .,"( hot dogs , food quality , juicy , positive )",acos,extraction
"My friends settled for rice dishes , but we came back the following day to try the dim sum , which was good . . . not outstanding , but good .","( dim sum , food quality , good , neutral ) ; ( dim sum , food quality , not outstanding , neutral )",acos,extraction
first it took us a long time to find the place .,"( place , restaurant miscellaneous , took us a long time , negative )",acos,extraction
Who has room for Cheesesticks with the best pizza in NYC !,"( pizza , food quality , best , positive )",acos,extraction
"It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .","( place , restaurant miscellaneous , the last place we stop , positive )",acos,extraction
Go here for a romantic dinner but not for an all out wow dining experience .,"( NULL , ambience general , romantic , positive )",acos,extraction
Hurley ' s is like Cheers where everyone knows your name and they are ACTUALLY glad you came .,"( Hurley ' s , service general , glad , positive )",acos,extraction
We could have made a meal of the yummy dumplings from the dumpling menu .,"( dumplings , food quality , yummy , positive )",acos,extraction
"However , our main course was wonderful .","( main course , food quality , wonderful , positive )",acos,extraction
Appetizers took nearly an hour .,"( NULL , service general , nearly an hour , negative )",acos,extraction
"For authentic Thai food , look no further than Toons .","( Thai food , food quality , authentic , positive )",acos,extraction
The view is breathtaking the service is top notch . . . the ambiance is wonderful .,"( view , location general , breathtaking , positive ) ; ( service , service general , top notch , positive ) ; ( ambiance , ambience general , wonderful , positive )",acos,extraction
"Great vibe , lots of people .","( vibe , ambience general , Great , positive )",acos,extraction
Great bagels made the old - fashioned way .,"( bagels , food quality , Great , positive ) ; ( bagels , food style_options , Great , positive )",acos,extraction
Only complaint is the pricing - - I believe it would be more reasonable to pay a dollar less on each item listed on the menu .,"( menu , food prices , complaint , negative )",acos,extraction
"If celebrities make you sweat , then your in for a ride , but if your like most around these parts then you ' ll just yawn and wonder whats with all the hype .","( NULL , restaurant miscellaneous , yawn , negative )",acos,extraction
"Rather than preparing vegetarian dish , the chef presented me with a plate of steamed vegetables ( minus sauce , seasoning , or any form or aesthetic presentation ) .","( vegetarian dish , food style_options , minus sauce , seasoning , or any form or aesthetic presentation , negative )",acos,extraction
"THe back garden sitting area is very pleasant , where you can see their personal herb garden .","( back garden sitting area , ambience general , pleasant , positive )",acos,extraction
Went here on sat 1 / 26 and was disappointed .,"( NULL , restaurant general , disappointed , negative )",acos,extraction
"The DJ is awesome , I have been there for my birthday and a bunch of other times with friends and I keep going back .","( DJ , ambience general , awesome , positive ) ; ( NULL , restaurant general , keep going back , positive )",acos,extraction
We all agreed that mare is one of the best seafood restaurants in New York .,"( mare , restaurant general , best , positive )",acos,extraction
the bestt !,"( NULL , restaurant general , bestt , positive )",acos,extraction
This place is worth an one - hour drive .,"( place , restaurant general , worth , positive )",acos,extraction
The duck confit is always amazing and the foie gras terrine with figs was out of this world .,"( foie gras terrine with figs , food quality , out of this world , positive ) ; ( duck confit , food quality , amazing , positive )",acos,extraction
"I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .","( sea urchin , food quality , heavenly , positive )",acos,extraction
"im not necessarily fanatical about this place , but it was a fun time for low pirces .","( place , restaurant general , fanatical , positive ) ; ( place , restaurant prices , fanatical , positive )",acos,extraction
"We concluded with tiramisu chocolate cake , both were delicious .","( tiramisu chocolate cake , food quality , delicious , positive )",acos,extraction
"Eating in , the atmosphere saves it , but at your desk , it ' s a very disappointing experience .","( atmosphere , ambience general , saves , positive ) ; ( NULL , restaurant general , disappointing , negative )",acos,extraction
honestly the worst sushi my husband and i had in our entire lives .,"( sushi , food quality , worst , negative )",acos,extraction
The only beverage we did receive was water in dirty glasses !,"( NULL , service general , dirty , negative )",acos,extraction
"I showed it to the manager , and he smilingly apologized and brought us two free desserts ( but did not ask us what we wanted and so brought the last two desserts we would have asked for ) .","( manager , service general , smilingly , positive )",acos,extraction
"Just because it ' s cheap does NOT mean the portions are small or the food is nasty , IT IS GREAT !","( food , food quality , GREAT , positive ) ; ( NULL , restaurant prices , cheap , positive )",acos,extraction
Love Al Di La,"( Al Di La , restaurant general , Love , positive )",acos,extraction
I ' d definitely go back again .,"( NULL , restaurant general , go back , positive )",acos,extraction
"Cute place , nice wait staff but would never go there again .","( wait staff , service general , nice , positive ) ; ( place , ambience general , Cute , positive ) ; ( place , restaurant general , never go , negative )",acos,extraction
The place is a BISTRO which means : simple dishes and wine served efficiently in a bustling atmosphere .,"( dishes , food style_options , simple , positive ) ; ( NULL , service general , served efficiently , positive ) ; ( atmosphere , ambience general , bustling , positive )",acos,extraction
It ' s simply the best meal in NYC .,"( meal , food quality , best , positive )",acos,extraction
The worst excuse for Japanese food I ' ve ever encountered .,"( NULL , restaurant miscellaneous , worst , negative )",acos,extraction
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .","( sushi , food quality , great , positive ) ; ( thai food , food quality , excellent , positive ) ; ( Planet Thailand , restaurant general , hit , positive )",acos,extraction
"Service was slow , but the people were friendly .","( Service , service general , slow , negative ) ; ( people , service general , friendly , positive )",acos,extraction
Cute and decorative .,"( NULL , ambience general , Cute , positive ) ; ( NULL , ambience general , decorative , positive )",acos,extraction
"Try the crunchy tuna , it is to die for .","( crunchy tuna , food quality , Try , positive ) ; ( crunchy tuna , food quality , die for , positive )",acos,extraction
"For those that go once and do n ' t enjoy it , all I can say is that they just do n ' t get it .","( NULL , restaurant miscellaneous , enjoy , positive )",acos,extraction
Always busy but fast moving .,"( NULL , service general , fast moving , positive )",acos,extraction
Maggot in the food !,"( food , food quality , Maggot , negative )",acos,extraction
"The decor is vibrant and eye - pleasing with several semi - private boths on the right side of the dining hall , which are great for a date .","( decor , ambience general , vibrant , positive ) ; ( decor , ambience general , eye - pleasing , positive ) ; ( semi - private boths , ambience general , great , positive )",acos,extraction
It is quite a spectacular scene i ' ll give them that .,"( scene , ambience general , spectacular , positive )",acos,extraction
We paid and left because we didn ' t feel like arguing any more .,"( NULL , service general , arguing , negative )",acos,extraction
Everyone raved about the atmosphere ( elegant rooms and absolutely incomparable views ) and the fabulous food !,"( atmosphere , ambience general , raved , positive ) ; ( rooms , ambience general , elegant , positive ) ; ( views , location general , incomparable , positive ) ; ( food , food quality , fabulous , positive )",acos,extraction
"Seating is always prompt , though the restaurant does fill up in the evening .","( Seating , service general , prompt , positive )",acos,extraction
"Just straight up cheap , good food .","( food , food quality , good , positive ) ; ( food , food prices , cheap , positive )",acos,extraction
The lox is always fresh too .,"( lox , food quality , fresh , positive )",acos,extraction
The food was exceptional .,"( food , food quality , exceptional , positive )",acos,extraction
Best Reuben sandwich ever !,"( Reuben sandwich , food quality , Best , positive )",acos,extraction
"Went here last night - nice decor , good service , but the food was surprisingly excellent .","( decor , ambience general , nice , positive ) ; ( service , service general , good , positive ) ; ( food , food quality , excellent , positive )",acos,extraction
These are overpriced and you can get better just around the corner :,"( NULL , food prices , overpriced , negative ) ; ( NULL , food quality , can get better , negative )",acos,extraction
It hits the spot every time,"( NULL , restaurant general , hits the spot , positive )",acos,extraction
"A few tips : skip the turnip cake , roast pork buns and egg custards .","( turnip cake , food quality , skip , negative ) ; ( roast pork buns , food quality , skip , negative ) ; ( egg custards , food quality , skip , negative )",acos,extraction
this is can became on e of the NY Italian Food fare institutions .,"( NULL , restaurant general , fare institutions , positive )",acos,extraction
"Quite frankly , this is some of the worst sushi I have ever tried .","( sushi , food quality , worst , negative )",acos,extraction
I ' ve been there three times and have always had wonderful experiences .,"( NULL , restaurant general , wonderful , positive )",acos,extraction
It ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth !,"( waiter , service general , cute , positive )",acos,extraction
"The wait here is long for dim sum , but if you do n ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .","( wait , service general , long , negative ) ; ( atmosphere , ambience general , raucous , negative ) ; ( NULL , restaurant miscellaneous , sleek , negative )",acos,extraction
Great food !,"( food , food quality , Great , positive )",acos,extraction
"In the summer months , the back garden area is really nice .","( back garden area , ambience general , nice , positive )",acos,extraction
Prices are in line .,"( NULL , restaurant prices , in line , neutral )",acos,extraction
Decor is nice though service can be spotty .,"( Decor , ambience general , nice , positive ) ; ( service , service general , spotty , negative )",acos,extraction
"Kind , attentive wait staff .","( wait staff , service general , Kind , positive ) ; ( wait staff , service general , attentive , positive )",acos,extraction
"Good , fast service .","( service , service general , Good , positive ) ; ( service , service general , fast , positive )",acos,extraction
"It was served with skin , over a bed of extremely undercooked spinach and mashed potatoes .","( NULL , food style_options , served with skin , negative ) ; ( spinach , food quality , undercooked , negative )",acos,extraction
The food is authentic Italian - delicious !,"( food , food quality , authentic Italian , positive ) ; ( food , food quality , delicious , positive )",acos,extraction
We were charged full price .,"( NULL , service general , full price , negative )",acos,extraction
The food was bland oily .,"( food , food quality , bland oily , negative )",acos,extraction
What a great place !,"( place , restaurant general , great , positive )",acos,extraction
"Great friendly service , Fast seating , Fast Delivery , Excellent sushi .","( service , service general , Great friendly , positive ) ; ( seating , service general , Fast , positive ) ; ( Delivery , service general , Fast , positive ) ; ( sushi , food quality , Excellent , positive )",acos,extraction
"This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .","( place , restaurant prices , pricey , negative ) ; ( food , food quality , worth , positive ) ; ( service , service general , paying a quater of the price , negative )",acos,extraction
The Prix Fixe menu is worth every penny and you get more than enough ( both in quantity AND quality ) .,"( Prix Fixe menu , food quality , worth , positive ) ; ( Prix Fixe menu , food style_options , worth , positive ) ; ( Prix Fixe menu , food prices , worth , positive )",acos,extraction
"This was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater .","( NULL , food quality , delicious , positive ) ; ( NULL , ambience general , perfect quiet , positive ) ; ( NULL , ambience general , relaxing , positive )",acos,extraction
Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .,"( Chow fun , food quality , dry , negative ) ; ( pork shu mai , food quality , greasy , negative ) ; ( NULL , ambience general , loud , negative ) ; ( NULL , ambience general , rude , negative )",acos,extraction
The frizzy retro girl ( with winged / Dame Edna glasses ) will yell at you if you try to order a drink .,"( girl , service general , frizzy , negative )",acos,extraction
"Servers are all different , Greg is my favorite .","( Greg , service general , favorite , positive )",acos,extraction
Definitely a great spot for a nice occasion or date .,"( spot , restaurant miscellaneous , great , positive )",acos,extraction
Loved it !,"( NULL , restaurant general , Loved , positive )",acos,extraction
To top it all off . . the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant .,"( NULL , service general , never made it around , negative )",acos,extraction
There is a downside if you ' re ordering in - - the delivery guys have MAJOR attitude .,"( delivery guys , service general , downside , negative )",acos,extraction
We will definitely go back .,"( NULL , restaurant general , go back , positive )",acos,extraction
"The service varys from day to day - sometimes they ' re very nice , and sometimes not .","( service , service general , varys , negative )",acos,extraction
food was luke warm .,"( food , food quality , luke warm , negative )",acos,extraction
Somehow working the italian charm with constant mille grazie does not constitute proper service .,"( service , service general , not constitute proper , negative )",acos,extraction
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE .,"( NULL , restaurant general , UNPLEASANT , negative )",acos,extraction
Great pizza and fantastic service .,"( pizza , food quality , Great , positive ) ; ( service , service general , fantastic , positive )",acos,extraction
so delicious ! ! ! ! ! !,"( NULL , food quality , delicious , positive )",acos,extraction
My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin .,"( chicken , food quality , inedible , negative )",acos,extraction
I had a great experience .,"( NULL , restaurant general , great , positive )",acos,extraction
The only thing that my friend left out is that when we sat down at the bar the bartender disappeared .,"( bartender , service general , disappeared , negative )",acos,extraction
The service was excellent - friendly and attentive .,"( service , service general , excellent , positive ) ; ( service , service general , friendly , positive ) ; ( service , service general , attentive , positive )",acos,extraction
The potato balls were not dry at all . . . in fact it was buttery .,"( potato balls , food quality , not dry , positive )",acos,extraction
Best Taiwanese food in NY !,"( Taiwanese food , food quality , Best , positive )",acos,extraction
The place is beautiful !,"( place , ambience general , beautiful , positive )",acos,extraction
"All in all , the food was great ( except for the dessserts ) .","( food , food quality , great , positive )",acos,extraction
Quite simply it ' s like stepping out of Manhattan and into a haven of tranquility .,"( NULL , ambience general , a haven of tranquility , positive )",acos,extraction
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,"( cart attendant , service general , walked away , negative )",acos,extraction
Everyone must come here at least once .,"( NULL , restaurant general , come here at least once , positive )",acos,extraction
it ' s the only place you can get yummy authentic japanese comfort food .,"( japanese comfort food , food quality , yummy authentic , positive )",acos,extraction
Priced at upper intermediate range .,"( NULL , restaurant prices , upper intermediate , negative )",acos,extraction
"whoever the jazz duo was , they were on POINT .","( jazz duo , ambience general , on POINT , positive )",acos,extraction
I would not expect this for a $ 55 dinner .,"( dinner , food quality , would not expect , negative ) ; ( dinner , food prices , $ 55 , negative )",acos,extraction
I was pleasantly surprised to find this gem in Hoboken .,"( NULL , restaurant general , pleasantly surprised , positive )",acos,extraction
"I wanted to go there to see if it was worth it and sadly , curiousity got the best of me and I paid dearly for it .","( NULL , restaurant general , sadly , negative ) ; ( NULL , restaurant prices , paid dearly for it , negative )",acos,extraction
"The service is ok , some of the people did n ' t get what they asked for .","( service , service general , ok , neutral )",acos,extraction
"The dessert ( we had a pear torte ) was good - but , once again , the staff was unable to provide appropriate drink suggestions .","( pear torte , food quality , good , positive ) ; ( staff , service general , unable to provide , negative )",acos,extraction
Food is excellent .,"( Food , food quality , excellent , positive )",acos,extraction
"I also ordered the Change Mojito , which was out of this world .","( Change Mojito , drinks quality , out of this world , positive )",acos,extraction
Beautiful experience .,"( NULL , restaurant general , Beautiful , positive )",acos,extraction
I ' ve enjoyed 99 % of the dishes we ' ve ordered with the only exceptions being the occasional too - authentic - for - me dish ( I ' m a daring eater but not THAT daring ) .,"( dishes , food quality , enjoyed , positive ) ; ( dish , food quality , too - authentic - for - me , negative )",acos,extraction
The sangria was pretty tasty and good on a hot muggy day .,"( sangria , drinks quality , tasty , positive ) ; ( sangria , drinks quality , good , positive )",acos,extraction
"Love this place , every time we are in the city this is one of the places we always go .","( place , restaurant general , Love , positive )",acos,extraction
The staff is very good .,"( staff , service general , good , positive )",acos,extraction
"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .","( NULL , ambience general , packed , neutral ) ; ( vibe , ambience general , good , positive ) ; ( French food , food quality , best , positive )",acos,extraction
I recently tried Suan and I thought that it was great .,"( Suan , restaurant general , great , positive )",acos,extraction
"Service , however , was excellent . . . and I liked the setting / atmosphere a lot .","( Service , service general , excellent , positive ) ; ( setting / atmosphere , ambience general , liked , positive )",acos,extraction
"After all that , they complained to me about the small tip .","( NULL , service general , complained , negative )",acos,extraction
Service was quick .,"( Service , service general , quick , positive )",acos,extraction
"Cool atmosphere , the fire place in the back really ads to it but needs a bit more heat throughout on a cold night .","( atmosphere , ambience general , Cool , positive ) ; ( fire place , ambience general , really ads to it , positive )",acos,extraction
it is not consistent .,"( NULL , restaurant general , not consistent , negative )",acos,extraction
my favorite place lol,"( place , restaurant general , favorite , positive )",acos,extraction
First went here to enjoy their garden terrace .,"( garden terrace , ambience general , enjoy , positive )",acos,extraction
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan .,"( cold appetizer dishes , food quality , like the way I remember them , positive )",acos,extraction
"I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","( jelly fish , food quality , recommend , positive ) ; ( drunken chicken , food quality , recommend , positive ) ; ( soupy dumplings , food quality , recommend , positive ) ; ( stir fry blue crab , food quality , recommend , positive )",acos,extraction
"Maybe it was the great company ( I had friends visiting from Philly – yes , it was not a date this time ) or the super reasonable price point , but I just can ’ t say enough good things about this brasserie .","( brasserie , restaurant general , good , positive ) ; ( brasserie , restaurant prices , good , positive )",acos,extraction
The wine list is extensive and impressive .,"( wine list , drinks style_options , extensive , positive ) ; ( wine list , drinks style_options , impressive , positive )",acos,extraction
The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand .,"( waiter , service general , garbage , negative )",acos,extraction
"The bagels always warm , soft on the inside , crispy on the outside and enormous in size .","( bagels , food quality , warm , positive ) ; ( bagels , food quality , soft , positive ) ; ( bagels , food quality , crispy , positive ) ; ( bagels , food style_options , enormous , positive )",acos,extraction
Mizu is home to creative and unique rolls not to found anywhere else .,"( rolls , food style_options , unique , positive )",acos,extraction
All in all we ' re already coming up with excuses to go ahead really soon in the next few wks ! ! ! !,"( NULL , restaurant general , go ahead really soon , positive )",acos,extraction
I will NEVER return .,"( NULL , restaurant general , NEVER return , negative )",acos,extraction
"Both times I was extremely dissappointed by the service , which was boarderline rude .","( service , service general , dissappointed , negative ) ; ( service , service general , rude , negative )",acos,extraction
Go hungry and enjoy .,"( NULL , restaurant general , enjoy , positive )",acos,extraction
My boyfriend had Prime Rib it was good .,"( Prime Rib , food quality , good , positive )",acos,extraction
We had a great time at the Jekyll and hyde Pub last night .,"( Jekyll and hyde Pub , restaurant general , great time , positive )",acos,extraction
The real problem I had with this place was the complete lack of service .,"( service , service general , lack of , negative )",acos,extraction
"Terrible , terrible management - deserves to be shut - down .","( management , service general , Terrible , negative ) ; ( management , service general , terrible , negative ) ; ( NULL , restaurant general , deserves to be shut - down , negative )",acos,extraction
Try their chef ' s specials - - they are to die for .,"( chef ' s specials , food quality , Try , positive ) ; ( chef ' s specials , food quality , die for , positive )",acos,extraction
"While the ambiance and atmosphere were great , the food and service could have been a lot better .","( ambiance , ambience general , great , positive ) ; ( atmosphere , ambience general , great , positive ) ; ( food , food quality , could have been a lot better , negative ) ; ( service , service general , could have been a lot better , negative )",acos,extraction
"Small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .","( salmon , food quality , wasnt impressed , negative ) ; ( chicken , food quality , good , positive ) ; ( servings for main entree , food general , Small , negative )",acos,extraction
Great find in the West Village !,"( NULL , restaurant general , Great , positive )",acos,extraction
I absolutely love this place ! ! !,"( place , restaurant general , love , positive )",acos,extraction
I loved this place ! !,"( place , restaurant general , loved , positive )",acos,extraction
The characters really make for an enjoyable experience .,"( characters , ambience general , enjoyable , positive )",acos,extraction
Raymond the bartender rocks !,"( Raymond , service general , rocks , positive )",acos,extraction
The food is amazing . . . especially if you get the Chef ' s tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,"( food , food quality , amazing , positive ) ; ( selection of wines , drinks style_options , extensive , positive ) ; ( Chef ' s tasting menu , food quality , favourite , positive )",acos,extraction
I come here enjoy very much with husband .,"( NULL , restaurant general , enjoy , positive )",acos,extraction
I LOVE their Thai,"( Thai , food quality , LOVE , positive )",acos,extraction
AMAZING MY FAVORITE ! ! !,"( NULL , restaurant general , FAVORITE , positive )",acos,extraction
I felt as though I were eating in Paris .,"( NULL , food quality , eating in Paris , positive )",acos,extraction
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .","( food , food quality , spicy , negative ) ; ( spice , food quality , could barely eat it , negative )",acos,extraction
I couldn ' t even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach .,"( NULL , food style_options , couldn ' t even enjoy , negative )",acos,extraction
