text_a,text_b,label
""" Kami melihat rawat inap berkurang , tetapi dengar , angka kematian masih tinggi . Kita belum berada di akhir pandemi ini , "" jelas Harris .",rawat inap-masih tinggi,0
""" Kami melihat rawat inap berkurang , tetapi dengar , angka kematian masih tinggi . Kita belum berada di akhir pandemi ini , "" jelas Harris .",angka kematian-berkurang,0
""" Kami melihat rawat inap berkurang , tetapi dengar , angka kematian masih tinggi . Kita belum berada di akhir pandemi ini , "" jelas Harris .",angka kematian-masih tinggi,1
""" Virus ini sangat licik , dan pada setiap kesempatan nya telah menipu kita , "" kata nya .",virus-sangat licik,1
""" Virus ini sangat licik , dan pada setiap kesempatan nya telah menipu kita , "" kata nya .",virus-menipu,1
"Selalu ada ancaman varian lain yang muncul , ditambah risiko mengembangkan apa yang disebut "" covid panjang "" , bahkan setelah infeksi ringan .",ancaman varian lain-selalu ada,1
"sepertinya [ Covid ] tidak akan hilang sepenuh nya , "" kata Kales . Kales percaya inilah saat nya untuk "" move on "" dari pandemi . "" Saya pikir sudah waktu nya untuk ...",covid-tidak akan hilang sepenuh nya,1
"Mula nya , eks Kepala Staf Kepresidenan angkat bicara perihal angka kasus kematian Covid - 19 yang mencapai 111 orang dalam satu hari .",angka kasus kematian covid - 19-mencapai 111 orang,1
""" Kita percaya hasil vaksinasi kita , dosis 1 maupun 2 berjalan baik . Disiplin kita juga selama jalan baik . Kemudian penanganan komorbid , "" jelas nya .",hasil vaksinasi-berjalan baik,1
""" Kita percaya hasil vaksinasi kita , dosis 1 maupun 2 berjalan baik . Disiplin kita juga selama jalan baik . Kemudian penanganan komorbid , "" jelas nya .",hasil vaksinasi-selama jalan baik,0
""" Kita percaya hasil vaksinasi kita , dosis 1 maupun 2 berjalan baik . Disiplin kita juga selama jalan baik . Kemudian penanganan komorbid , "" jelas nya .",disiplin-berjalan baik,0
""" Kita percaya hasil vaksinasi kita , dosis 1 maupun 2 berjalan baik . Disiplin kita juga selama jalan baik . Kemudian penanganan komorbid , "" jelas nya .",disiplin-selama jalan baik,1
""" Kami mendorong dengan protokol kesehatan yang ketat dan sudah vaksin dua kali , apalagi sudah booster , dengan protokol kesehatan yang ketat , silahkan saja jalan-jalan ke mana , masuk mal dan sebagai nya gunakan PeduliLindungi , "" jelas nya Kemarin , angka kasus Covid - 19 sendiri masih cukup tinggi .",angka kasus covid - 19-masih cukup tinggi,1
"Data Satuan Tugas Penanganan Covid - 19 , kasus harian Covid - 19 mencatatkan angka hingga 57.049 kasus baru , dan merupakan rekor tertinggi sepanjang sejarah . Jakarta , CNBC Indonesia - Menteri Keuangan Sri Mulyani Indrawati mengakui makin banyak PNS yang melakukan perjalanan dinas di awal tahun .",kasus harian covid - 19-mencatatkan angka hingga 57.049 kasus baru,1
"Data Satuan Tugas Penanganan Covid - 19 , kasus harian Covid - 19 mencatatkan angka hingga 57.049 kasus baru , dan merupakan rekor tertinggi sepanjang sejarah . Jakarta , CNBC Indonesia - Menteri Keuangan Sri Mulyani Indrawati mengakui makin banyak PNS yang melakukan perjalanan dinas di awal tahun .",kasus harian covid - 19-rekor tertinggi sepanjang sejarah,1
""" Ada yang cukup menonjol yakni perjalanan dinas Rp 0,4 triliun ( Rp 400 miliar ) dibandingkan tahun lalu Rp 0,2 triliun ( Rp 200 miliar ) di Januari . Jadi terjadi kenaikan 69 %, "" ujar nya dalam konferensi pers APBN KiTa .","perjalanan dinas-terjadi kenaikan 69 %,",1
"Menurut nya , perjalanan dinas mulai terjadi di awal tahun disebabkan situasi Covid - 19 yang sudah melandai pada saat itu .",covid - 19-sudah melandai,1
""" Ini karena Januari kemarin situasi covid - 19 rendah sehingga banyak kegiatan Kementerian / Lembaga ( K / L ) lakukan perjalanan dinas , "" jelas nya .",situasi covid - 19-rendah,1
Dimana setelah libur natal dan tahun baru terjadi kenaikan kasus yang begitu signifikan .,kenaikan kasus-begitu signifikan,1
""" Jadi ini beda dibandingkan Januari 2021 yang sesudah nataru terjadi lonjakan Covid - 19 , "" pungkas nya . Jakarta , CNBC Indonesia - Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi ( MenPAN - RB ) Tjahjo Ku molo mencabut larangan pembatasan bepergian ke luar negeri bagi aparatur sipil negara ( ASN ) / PNS .",covid - 19-terjadi lonjakan,1
""" Jadi ini beda dibandingkan Januari 2021 yang sesudah nataru terjadi lonjakan Covid - 19 , "" pungkas nya . Jakarta , CNBC Indonesia - Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi ( MenPAN - RB ) Tjahjo Ku molo mencabut larangan pembatasan bepergian ke luar negeri bagi aparatur sipil negara ( ASN ) / PNS .",covid - 19-mencabut larangan pembatasan bepergian ke luar negeri bagi aparatur sipil negara ( asn ) / pns,0
""" Jadi ini beda dibandingkan Januari 2021 yang sesudah nataru terjadi lonjakan Covid - 19 , "" pungkas nya . Jakarta , CNBC Indonesia - Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi ( MenPAN - RB ) Tjahjo Ku molo mencabut larangan pembatasan bepergian ke luar negeri bagi aparatur sipil negara ( ASN ) / PNS .",menteri pendayagunaan aparatur negara dan reformasi birokrasi ( menpan - rb ) tjahjo ku molo-terjadi lonjakan,0
""" Jadi ini beda dibandingkan Januari 2021 yang sesudah nataru terjadi lonjakan Covid - 19 , "" pungkas nya . Jakarta , CNBC Indonesia - Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi ( MenPAN - RB ) Tjahjo Ku molo mencabut larangan pembatasan bepergian ke luar negeri bagi aparatur sipil negara ( ASN ) / PNS .",menteri pendayagunaan aparatur negara dan reformasi birokrasi ( menpan - rb ) tjahjo ku molo-mencabut larangan pembatasan bepergian ke luar negeri bagi aparatur sipil negara ( asn ) / pns,1
Arti nya PNS bisa mulai dinas luar negeri alias ' jalan-jalan ' ke luar negara Indonesia .,pns-bisa mulai dinas luar negeri,1
"BTS dinominasikan untuk Best Pop Duo or Group Performance berkat single hit Butter . Jungkook BTS mengungkapkan perasaan nya usai merampungkan hari pertama konser BTS 2022 , Permission to Dance on Stage - Seoul .",bts-dinominasikan untuk best pop duo or group performance,1
"Sehingga , Jungkook BTS mengaku sangat senang akhirnya bisa kembali menggelar konser di ' rumah ' setelah sempat ditunda dua tahun karena pandemi Covid - 19 .",jungkook bts-sangat senang,1
"Sehingga , Jungkook BTS mengaku sangat senang akhirnya bisa kembali menggelar konser di ' rumah ' setelah sempat ditunda dua tahun karena pandemi Covid - 19 .",jungkook bts-bisa kembali menggelar konser di ' rumah ',1
""" Secara keseluruhan , saya merasa sangat bahagia hari ini . Hanya sangat senang . Dan ... sejujur nya , saya merasa seperti di rumah sendiri , "" kata member termuda BTS ini .",member termuda bts-sangat senang,1
""" Secara keseluruhan , saya merasa sangat bahagia hari ini . Hanya sangat senang . Dan ... sejujur nya , saya merasa seperti di rumah sendiri , "" kata member termuda BTS ini .",member termuda bts-merasa seperti di rumah sendiri,1
""" Secara keseluruhan , saya merasa sangat bahagia hari ini . Hanya sangat senang . Dan ... sejujur nya , saya merasa seperti di rumah sendiri , "" kata member termuda BTS ini .",member termuda bts-sangat bahagia,1
Jungkook juga menyatakan tetap menikmati konser tersebut karena memang sebelumnya BTS telah beberapa kali membuat konser tanpa ada sorak-sorak penonton .,jungkook-tetap menikmati konser,1
""" Bagaimanapun , itu benar-benar terasa seperti tantangan baru bagi saya . Tapi secara keseluruhan , saya senang itu berjalan dengan sukses tanpa ada yang terluka , "" kata Jungkook .",jungkook-senang,1
"Dalam siaran pers tersebut , Bieber turut menyampaikan kegembiraan untuk segera kembali konser di Indonesia .",bieber-menyampaikan kegembiraan,1
""" Sulit untuk percaya bahwa sudah 11 tahun , tapi saya begitu bersemangat untuk kembali ke Indonesia ! Amat bersyukur dan tak sabar untuk menghabiskan dua malam yang menakjubkan dengan penggemar terbaik di dunia , "" tulis Bieber .",bieber-begitu bersemangat,1
""" Sulit untuk percaya bahwa sudah 11 tahun , tapi saya begitu bersemangat untuk kembali ke Indonesia ! Amat bersyukur dan tak sabar untuk menghabiskan dua malam yang menakjubkan dengan penggemar terbaik di dunia , "" tulis Bieber .",bieber-amat bersyukur,1
""" Sulit untuk percaya bahwa sudah 11 tahun , tapi saya begitu bersemangat untuk kembali ke Indonesia ! Amat bersyukur dan tak sabar untuk menghabiskan dua malam yang menakjubkan dengan penggemar terbaik di dunia , "" tulis Bieber .",bieber-tak sabar untuk menghabiskan dua malam yang menakjubkan,1
"Album tersebut dirilis pada Maret 2021 yang lalu dan merupakan debut album yang paling banyak diputar di 117 negara . Justin Bieber resmi bakal konser di Indonesia dalam gelaran Justice World Tour pada 3 November 2022 di Stadion Madya Gelora Bung Karno , Jakarta .",album-paling banyak diputar,1
"Namun , 88rising menunda gelaran itu pada 2 Maret 2020 karena merebak nya Covid - 19 di berbagai negara , termasuk Indonesia .",88rising-menunda gelaran,1
"Namun , 88rising menunda gelaran itu pada 2 Maret 2020 karena merebak nya Covid - 19 di berbagai negara , termasuk Indonesia .",88rising-merebak,0
"Namun , 88rising menunda gelaran itu pada 2 Maret 2020 karena merebak nya Covid - 19 di berbagai negara , termasuk Indonesia .",covid - 19-menunda gelaran,0
"Namun , 88rising menunda gelaran itu pada 2 Maret 2020 karena merebak nya Covid - 19 di berbagai negara , termasuk Indonesia .",covid - 19-merebak,1
""" Kepada seluruh keluarga Jakarta , setelah pertimbangan serius dan penyesalan mendalam , karena situasi virus corona baru-baru ini kami menunda Head in the Clouds Jakarta , "" kata pernyataan 88rising lewat media sosial kala itu .",88rising-menunda head in the clouds jakarta,1
Lokasi itu disebut tidak bisa disewa karena tengah berada dalam proses pemeliharaan atau maintenance .,lokasi-tidak bisa disewa,1
Acara musik yang diadakan di area Critical 11 Bandung tepat nya di dekat Bandara Husein Sastranegara terpaksa dihentikan karena panitia diduga tak mengantongi izin dari petugas Satgas Covid - 19 .,panitia-diduga tak mengantongi izin,1
"Sebelumnya , pihak satgas menerima laporan ada nya penonton yang membludak karena tinggi nya antusias menyaksikan acara musik .",penonton-membludak,1
""" Sudah enggak ada [ penonton ] , tadi dari jam 18.30 WIB juga sudah diimbau . Ditanya izin , ( panitia ) tidak memperlihatkan baik dari satgas maupun polres soal izin keramaian . Setelah itu ya sudah tidak boleh ada kegiatan , "" tutur nya .",izin-( panitia ) tidak memperlihatkan,1
"Asep menambahkan , dikarenakan konser musik tersebut belum dimulai , maka satgas tidak memberikan sanksi kepada pihak panitia atau penyelenggara .",satgas-tidak memberikan sanksi,1
"Selain itu , konser Permission to Dance On Stage - Seoul ini , BTS akan menampilkan sejumlah hits mulai dari album lama hingga terbaru , seperti DNA , Butter , Dynamite , hingga Permission to Dance . Presiden Joko Widodo disebut akan melonggarkan kegiatan seni budaya , termasuk konser musik hingga 80 persen .",presiden joko widodo-akan melonggarkan kegiatan seni budaya,1
Kegiatan seni budaya di atasi 25 - 50 persen sesuai level asesmen setiap daerah . Justin Bieber positif Covid - 19 .,justin bieber-positif covid - 19,1
"Melalui unggahan di media sosial , Senin ( 21 / 2 ) waktu Indonesia , Scooter Braun juga menjelaskan dugaan dari mana Justin Bieber terpapar Covid - 19 .",justin bieber-terpapar covid - 19,1
"Scooter menduga Justin Bieber terpapar Covid - 19 saat menghadiri Super Bowl beberapa hari lalu dan kedapatan berada dekat dengan pebisnis hiburan di Los Angeles , John Terzian .",justin bieber-terpapar covid - 19,1
"Braun menyebut , Terzian diduga sebagai orang yang memaparkan Covid - 19 kepada nya pada Desember lalu .",terzian-memaparkan covid - 19,1
"[ Gambas :I nstagram ] Sementara itu , konser Justin Bieber di Las Vegas mundur beberapa bulan .",konser justin bieber di las vegas-mundur,1
""" Karena hasil positif Covid dalam keluarga Justice Tour , sayang nya kami harus menunda pertunjukan hari Minggu di Las Vegas , "" tulis pernyataan dari pihak penyelenggara seperti yang diunggah pada akun penggemar , dikutip dari Variety .",keluarga justice tour-positif covid,1
""" Karena hasil positif Covid dalam keluarga Justice Tour , sayang nya kami harus menunda pertunjukan hari Minggu di Las Vegas , "" tulis pernyataan dari pihak penyelenggara seperti yang diunggah pada akun penggemar , dikutip dari Variety .",keluarga justice tour-menunda pertunjukan,1
"Sementara itu , jumlah kasus Covid - 19 di Amerika Serikat menurun setelah beberapa pekan lalu varian Omicron membuat gelombang tiga yang parah di Negeri Paman Sam .",varian omicron-membuat gelombang tiga yang parah,1
Angka tersebut jauh lebih rendah dibanding puncak gelombang tiga Covid di AS yang terjadi pada 13 - 14 Februari dengan kisaran kasus baru sekitar 900 ribu kasus sehari .,angka tersebut-jauh lebih rendah dibanding puncak gelombang tiga covid di as,1
"Kini jumlah kasus Covid - 19 secara keseluruhan di Amerika Serikat menjadi 78,4 juta kasus dengan korban meninggal dunia mencapai 933 ribu jiwa . Beberapa waktu lalu , beredar video viral berisi konser yang berisi penuh penonton .",konser-berisi penuh penonton,1
Tri Suaka merupakan penyanyi asal Yogyakarta yang nama nya melambung di media sosial .,tri suaka-melambung di media sosial,1
"Netizen pun banyak yang kesal dan menyayangkan kondisi tersebut , terlebih Indonesia kini sedang dilanda gelombang ketiga pandemi Covid - 19 , khusus nya akibat varian Omicron .",netizen-banyak yang kesal,1
"Netizen pun banyak yang kesal dan menyayangkan kondisi tersebut , terlebih Indonesia kini sedang dilanda gelombang ketiga pandemi Covid - 19 , khusus nya akibat varian Omicron .",netizen-menyayangkan,1
"Netizen pun banyak yang kesal dan menyayangkan kondisi tersebut , terlebih Indonesia kini sedang dilanda gelombang ketiga pandemi Covid - 19 , khusus nya akibat varian Omicron .",netizen-dilanda gelombang ketiga pandemi covid - 19,0
"Netizen pun banyak yang kesal dan menyayangkan kondisi tersebut , terlebih Indonesia kini sedang dilanda gelombang ketiga pandemi Covid - 19 , khusus nya akibat varian Omicron .",indonesia-banyak yang kesal,0
"Netizen pun banyak yang kesal dan menyayangkan kondisi tersebut , terlebih Indonesia kini sedang dilanda gelombang ketiga pandemi Covid - 19 , khusus nya akibat varian Omicron .",indonesia-menyayangkan,0
"Netizen pun banyak yang kesal dan menyayangkan kondisi tersebut , terlebih Indonesia kini sedang dilanda gelombang ketiga pandemi Covid - 19 , khusus nya akibat varian Omicron .",indonesia-dilanda gelombang ketiga pandemi covid - 19,1
"[ Gambas :I nstagram ] Diberitakan detikHot , Satuan Tugas ( Satgas ) Covid - 19 Kabupaten Subang menyebut acara tersebut tidak sesuai dengan izin yang diajukan penyelenggara kepada pihak kepolisian .",acara-tidak sesuai dengan izin,1
""" Mungkin acara yang menghadirkan band dikagumi kaum milenial sehingga respon nya pun terjadi nya penumpukan banyak orang dan kerumunan akibat reaksi dari masyarakat , "" lanjut nya .",band-dikagumi kaum milenial,1
""" Mungkin acara yang menghadirkan band dikagumi kaum milenial sehingga respon nya pun terjadi nya penumpukan banyak orang dan kerumunan akibat reaksi dari masyarakat , "" lanjut nya .",band-terjadi nya penumpukan banyak orang,0
""" Mungkin acara yang menghadirkan band dikagumi kaum milenial sehingga respon nya pun terjadi nya penumpukan banyak orang dan kerumunan akibat reaksi dari masyarakat , "" lanjut nya .",band-kerumunan akibat reaksi,0
""" Mungkin acara yang menghadirkan band dikagumi kaum milenial sehingga respon nya pun terjadi nya penumpukan banyak orang dan kerumunan akibat reaksi dari masyarakat , "" lanjut nya .",respon-dikagumi kaum milenial,0
""" Mungkin acara yang menghadirkan band dikagumi kaum milenial sehingga respon nya pun terjadi nya penumpukan banyak orang dan kerumunan akibat reaksi dari masyarakat , "" lanjut nya .",respon-terjadi nya penumpukan banyak orang,1
""" Mungkin acara yang menghadirkan band dikagumi kaum milenial sehingga respon nya pun terjadi nya penumpukan banyak orang dan kerumunan akibat reaksi dari masyarakat , "" lanjut nya .",respon-kerumunan akibat reaksi,1
""" Berdasarkan hasil evaluasi dan koordinasi , satgas langsung memberikan sanksi dengan penutupan sementara di objek wisata itu selama beberapa hari ke depan . "" kata Maxi .",satgas-memberikan sanksi,1
""" Berdasarkan hasil evaluasi dan koordinasi , satgas langsung memberikan sanksi dengan penutupan sementara di objek wisata itu selama beberapa hari ke depan . "" kata Maxi .",satgas-penutupan sementara di objek wisata,1
"Sementara itu , Tri Suaka buka suara terkait konser nya yang bejubel penonton dan melanggar protokol kesehatan .",konser-bejubel penonton,1
"Sementara itu , Tri Suaka buka suara terkait konser nya yang bejubel penonton dan melanggar protokol kesehatan .",konser-melanggar protokol kesehatan,1
lanjut ke sebelah ... Polda Jawa Barat bakal memeriksa penyelenggara konser musisi Tri Suaka di Subang yang menimbulkan kerumunan abai protokol kesehatan .,konser musisi tri suaka-menimbulkan kerumunan,1
lanjut ke sebelah ... Polda Jawa Barat bakal memeriksa penyelenggara konser musisi Tri Suaka di Subang yang menimbulkan kerumunan abai protokol kesehatan .,konser musisi tri suaka-abai protokol kesehatan,1
"Sebelumnya , viral ratusan lebih penonton yang berjubel di Subang menyaksikan konser musik Tri Suaka dan Nabila Maharani .",konser musik tri suaka dan nabila maharani-ratusan lebih penonton yang berjubel,1
"Dalam video yang diunggah di Youtube , nampak para penonton berjubel dan menyanyikan lagu yang didendangkan para penyanyi di atas panggung .",penonton-berjubel,1
Dia meminta agar pemerintah kabupaten Subang memberi sanksi tegas kepada pihak yang menyebabkan kerumunan abai protokol kesehatan pencegahan Covid - 19 .,pemerintah kabupaten subang-memberi sanksi tegas,1
Upaya pembubaran konser musik di Makassar diwarnai oleh pelemparan botol terhadap Satuan Tugas ( Satgas ) Pengurai Kerumunan ( Raika ) .,upaya pembubaran konser musik-diwarnai oleh pelemparan botol,1
Petugas sendiri hendak menertibkan konser bertajuk ' Corat Coret Fest 2022 ' itu lantaran memicu kerumuman dan melebihi kapasitas penonton .,corat coret fest 2022-memicu kerumuman,1
Petugas sendiri hendak menertibkan konser bertajuk ' Corat Coret Fest 2022 ' itu lantaran memicu kerumuman dan melebihi kapasitas penonton .,corat coret fest 2022-melebihi kapasitas penonton,1
"Hasil nya , petugas memberikan kesempatan kepada artis yang ditampilkan pada konser musik tersebut guna meredam lemparan penonton yang membludak .",petugas-memberikan kesempatan,1
"Hasil nya , petugas memberikan kesempatan kepada artis yang ditampilkan pada konser musik tersebut guna meredam lemparan penonton yang membludak .",petugas-membludak,0
"Hasil nya , petugas memberikan kesempatan kepada artis yang ditampilkan pada konser musik tersebut guna meredam lemparan penonton yang membludak .",lemparan penonton-memberikan kesempatan,0
"Hasil nya , petugas memberikan kesempatan kepada artis yang ditampilkan pada konser musik tersebut guna meredam lemparan penonton yang membludak .",lemparan penonton-membludak,1
""" Ini konser anak muda milenial , namun kelebihan kapasitas penonton nya dan melanggar prokes . Kemudian dilakukan pembubaran , "" kata Kepala Bagian Operasional Polrestabes Makassar , Kompol Wahyu Basuki di lokasi , Sabtu ( 5 / 2 ) .",konser anak muda milenial-kelebihan kapasitas penonton,1
""" Ini konser anak muda milenial , namun kelebihan kapasitas penonton nya dan melanggar prokes . Kemudian dilakukan pembubaran , "" kata Kepala Bagian Operasional Polrestabes Makassar , Kompol Wahyu Basuki di lokasi , Sabtu ( 5 / 2 ) .",konser anak muda milenial-melanggar prokes,1
""" Ini konser anak muda milenial , namun kelebihan kapasitas penonton nya dan melanggar prokes . Kemudian dilakukan pembubaran , "" kata Kepala Bagian Operasional Polrestabes Makassar , Kompol Wahyu Basuki di lokasi , Sabtu ( 5 / 2 ) .",konser anak muda milenial-dilakukan pembubaran,1
"Dia , yang juga mantan Kepala Satuan Sabhara Polrestabes Makassar ini , pun memastikan panitia penyelenggara acara ini akan diproses dan dikenakan sanksi .",panitia penyelenggara acara-akan diproses dan dikenakan sanksi,1
"Sebelumnya , acara festival musik yang menyebabkan kerumunan warga dibubarkan Tim Pengurai Kerumunan ( Raika ) Kota Makassar , Sulawesi Selatan .",festival musik-menyebabkan kerumunan warga,1
"Sebelumnya , acara festival musik yang menyebabkan kerumunan warga dibubarkan Tim Pengurai Kerumunan ( Raika ) Kota Makassar , Sulawesi Selatan .",festival musik-dibubarkan,1
"Tak hanya , sebagian besar penonton yang datang ke acara tersebut tidak menggunakan masker sehingga Tim Satgas Raika pun melakukan penindakan tegas dengan membubarkan festival itu .",festival-tidak menggunakan masker,1
"Tak hanya , sebagian besar penonton yang datang ke acara tersebut tidak menggunakan masker sehingga Tim Satgas Raika pun melakukan penindakan tegas dengan membubarkan festival itu .",festival-membubarkan,1
"Dalam pembubaran tersebut petugas sempat memadamkan arus listrik , namun para penonton yang notabene nya dihadiri kaum milenial ini tetap bertahan . Kepolisian turut memeriksa anggota Satgas Covid - 19 Kota Makassar dalam kasus konser musik menimbulkan kerumunan abai protokol kesehatan .",penonton-tetap bertahan,1
"Dalam pembubaran tersebut petugas sempat memadamkan arus listrik , namun para penonton yang notabene nya dihadiri kaum milenial ini tetap bertahan . Kepolisian turut memeriksa anggota Satgas Covid - 19 Kota Makassar dalam kasus konser musik menimbulkan kerumunan abai protokol kesehatan .",penonton-menimbulkan kerumunan,0
"Dalam pembubaran tersebut petugas sempat memadamkan arus listrik , namun para penonton yang notabene nya dihadiri kaum milenial ini tetap bertahan . Kepolisian turut memeriksa anggota Satgas Covid - 19 Kota Makassar dalam kasus konser musik menimbulkan kerumunan abai protokol kesehatan .",penonton-abai protokol kesehatan,0
"Dalam pembubaran tersebut petugas sempat memadamkan arus listrik , namun para penonton yang notabene nya dihadiri kaum milenial ini tetap bertahan . Kepolisian turut memeriksa anggota Satgas Covid - 19 Kota Makassar dalam kasus konser musik menimbulkan kerumunan abai protokol kesehatan .",konser musik-tetap bertahan,0
"Dalam pembubaran tersebut petugas sempat memadamkan arus listrik , namun para penonton yang notabene nya dihadiri kaum milenial ini tetap bertahan . Kepolisian turut memeriksa anggota Satgas Covid - 19 Kota Makassar dalam kasus konser musik menimbulkan kerumunan abai protokol kesehatan .",konser musik-menimbulkan kerumunan,1
"Dalam pembubaran tersebut petugas sempat memadamkan arus listrik , namun para penonton yang notabene nya dihadiri kaum milenial ini tetap bertahan . Kepolisian turut memeriksa anggota Satgas Covid - 19 Kota Makassar dalam kasus konser musik menimbulkan kerumunan abai protokol kesehatan .",konser musik-abai protokol kesehatan,1
"Kapolrestabes Makassar , Kombes Pol Budhi Haryanto mengatakan , saat ini penyidik masih memeriksa sejumlah pihak terkait dan mengumpulkan alat bukti terkait pelanggaran prokes pada acara konser musik itu .",acara konser musik-pelanggaran prokes,1
""" Sudah diperiksa dan masih melengkapi alat bukti untuk pelanggaran hukum nya tentang UU wabah penyakit dan UU kekarantinaan kesehatan , "" kata Budhi , Senin ( 7 / 2 ) .",hukum-pelanggaran,1
""" Kegiatan tersebut ijin tidak ada . Yang ada hanya izin kegiatan vaksinasi dan UMKM . Itupun jumlah orang dibatasi tidak lebih dari 1000 orang dengan kapasitas gedung 4000 orang , "" kata dia .",kegiatan-ijin tidak ada,1
""" Belum ada yang ditetapkan sebagai tersangka . Saat ini , kami masih memeriksa saksi yang terlibat pada acara itu . Panitia kita periksa terkait kapasitas jumlah penonton yang tidak sesuai dengan surat izin nya , "" jelas nya .",kapasitas jumlah penonton-tidak sesuai dengan surat izin,1
""" Dia mencantumkan penonton hanya 1.000 , tapi pada saat pelaksanaan nya yaitu penonton kurang lebih ada 3.000 orang . Karena membludak nya penonton sehingga kami membubarkan acara tersebut , "" ucap Wahyu . Agensi Cube Entertainment mengonfirmasi Jo Kwon 2AM positif Covid - 19 .",penonton-membludak,1
""" Dia mencantumkan penonton hanya 1.000 , tapi pada saat pelaksanaan nya yaitu penonton kurang lebih ada 3.000 orang . Karena membludak nya penonton sehingga kami membubarkan acara tersebut , "" ucap Wahyu . Agensi Cube Entertainment mengonfirmasi Jo Kwon 2AM positif Covid - 19 .",penonton-membubarkan,0
""" Dia mencantumkan penonton hanya 1.000 , tapi pada saat pelaksanaan nya yaitu penonton kurang lebih ada 3.000 orang . Karena membludak nya penonton sehingga kami membubarkan acara tersebut , "" ucap Wahyu . Agensi Cube Entertainment mengonfirmasi Jo Kwon 2AM positif Covid - 19 .",acara-membludak,0
""" Dia mencantumkan penonton hanya 1.000 , tapi pada saat pelaksanaan nya yaitu penonton kurang lebih ada 3.000 orang . Karena membludak nya penonton sehingga kami membubarkan acara tersebut , "" ucap Wahyu . Agensi Cube Entertainment mengonfirmasi Jo Kwon 2AM positif Covid - 19 .",acara-membubarkan,1
Cube Entertainment mengumumkan Jo Kwon akan menghentikan sementara semua aktivitas nya setelah terkonfirmasi positif Covid - 19 .,jo kwon-menghentikan sementara semua aktivitas nya,1
Cube Entertainment mengumumkan Jo Kwon akan menghentikan sementara semua aktivitas nya setelah terkonfirmasi positif Covid - 19 .,jo kwon-terkonfirmasi positif covid - 19,1
""" Ia lalu menjalani tes PCR dan mendapat hasil positif . Hari ini ( 11 / 2 ) , hasil tes nya kembali positif , "" konfirmasi agensi .",tes pcr-mendapat hasil positif,1
""" Ia lalu menjalani tes PCR dan mendapat hasil positif . Hari ini ( 11 / 2 ) , hasil tes nya kembali positif , "" konfirmasi agensi .",tes pcr-kembali positif,1
Kondisi tersebut membuat 2AM harus menunda konser yang dijadwalkan akan berlangsung pada 12 dan 13 Februari .,2am-menunda konser,1
"[ Gambas : Twitter ] Informasi tersebut dikonfirmasi Culture Depot dan Dreamus Company selaku penyelenggara konser 2AM bertajuk 2AM Concert 22 S / S. "" Karena Jo Kwon dinyatakan positif Covid - 19 , kami telah menunda konser online dan offline yang dijadwalkan pada 12 dan 13 Februari sebagai tindakan pencegahan , "" tulis pihak penyelenggara .",jo kwon-dinyatakan positif covid - 19,1
"[ Gambas : Twitter ] Informasi tersebut dikonfirmasi Culture Depot dan Dreamus Company selaku penyelenggara konser 2AM bertajuk 2AM Concert 22 S / S. "" Karena Jo Kwon dinyatakan positif Covid - 19 , kami telah menunda konser online dan offline yang dijadwalkan pada 12 dan 13 Februari sebagai tindakan pencegahan , "" tulis pihak penyelenggara .",jo kwon-menunda,0
"[ Gambas : Twitter ] Informasi tersebut dikonfirmasi Culture Depot dan Dreamus Company selaku penyelenggara konser 2AM bertajuk 2AM Concert 22 S / S. "" Karena Jo Kwon dinyatakan positif Covid - 19 , kami telah menunda konser online dan offline yang dijadwalkan pada 12 dan 13 Februari sebagai tindakan pencegahan , "" tulis pihak penyelenggara .",konser online dan offline-dinyatakan positif covid - 19,0
"[ Gambas : Twitter ] Informasi tersebut dikonfirmasi Culture Depot dan Dreamus Company selaku penyelenggara konser 2AM bertajuk 2AM Concert 22 S / S. "" Karena Jo Kwon dinyatakan positif Covid - 19 , kami telah menunda konser online dan offline yang dijadwalkan pada 12 dan 13 Februari sebagai tindakan pencegahan , "" tulis pihak penyelenggara .",konser online dan offline-menunda,1
"Mereka juga meminta maaf kepada pemegang tiket yang menantikan 2AM Concert 22 S / S. "" Karena ini penundaan sementara , kami akan memberikan akses utama kepada pemegang tiket untuk konser 2AM mendatang , "" tulis penyelenggara .",2am concert 22 s / s.-penundaan sementara,1
"Di akhir pernyataan , pihak penyelenggara akan secara konsisten memantau situasi Covid - 19 dan pedoman konser yang berlaku sambil mempersiapkan konser yang akan datang .",pihak penyelenggara-konsisten memantau,1
"Ini sekaligus menandai comeback 2AM setelah terakhir merilis album studio Let ' s Talk Together pada 2014 . Adele menunda penampilan konser residensi nya di Las Vegas yang mesti nya mulai digelar Jumat ( 21 / 1 ) , karena separuh kru terinfeksi Covid - 19 .",2am-comeback,1
"Ini sekaligus menandai comeback 2AM setelah terakhir merilis album studio Let ' s Talk Together pada 2014 . Adele menunda penampilan konser residensi nya di Las Vegas yang mesti nya mulai digelar Jumat ( 21 / 1 ) , karena separuh kru terinfeksi Covid - 19 .",2am-terinfeksi covid - 19,0
